time,species,N,Parameter,Estimate
16,Perennial first-year,14479.55016107972,r_A,0.01
17,Perennial first-year,14479.499941147325,r_A,0.01
18,Perennial first-year,14479.450074097633,r_A,0.01
19,Perennial first-year,14479.40033674792,r_A,0.01
20,Perennial first-year,14479.350329374643,r_A,0.01
21,Perennial first-year,14479.299700270592,r_A,0.01
22,Perennial first-year,14479.248266906547,r_A,0.01
23,Perennial first-year,14479.195955792771,r_A,0.01
24,Perennial first-year,14479.142804111814,r_A,0.01
25,Perennial first-year,14479.088895861549,r_A,0.01
26,Perennial first-year,14479.03436259895,r_A,0.01
27,Perennial first-year,14478.979364207718,r_A,0.01
28,Perennial first-year,14478.924078035796,r_A,0.01
29,Perennial first-year,14478.868691565629,r_A,0.01
30,Perennial first-year,14478.81339702091,r_A,0.01
31,Perennial first-year,14478.758387845372,r_A,0.01
32,Perennial first-year,14478.703854498757,r_A,0.01
33,Perennial first-year,14478.649977611843,r_A,0.01
34,Perennial first-year,14478.596933451918,r_A,0.01
35,Perennial first-year,14478.544886141624,r_A,0.01
36,Perennial first-year,14478.493986752308,r_A,0.01
37,Perennial first-year,14478.444372826467,r_A,0.01
38,Perennial first-year,14478.396163597079,r_A,0.01
39,Perennial first-year,14478.34946445601,r_A,0.01
40,Perennial first-year,14478.304354103702,r_A,0.01
41,Perennial first-year,14478.26092120998,r_A,0.01
42,Perennial first-year,14478.219212725191,r_A,0.01
43,Perennial first-year,14478.179266644756,r_A,0.01
44,Perennial first-year,14478.141110506009,r_A,0.01
45,Perennial first-year,14478.104744519072,r_A,0.01
46,Perennial first-year,14478.070169220988,r_A,0.01
47,Perennial first-year,14478.037369606855,r_A,0.01
48,Perennial first-year,14478.006319842996,r_A,0.01
49,Perennial first-year,14477.976995682659,r_A,0.01
50,Perennial first-year,14477.949334047245,r_A,0.01
1,Perennial adult,28709.44835237306,r_A,0.01
2,Perennial adult,28697.19050522951,r_A,0.01
3,Perennial adult,28757.29454798175,r_A,0.01
4,Perennial adult,28878.967435129718,r_A,0.01
5,Perennial adult,29037.106899620256,r_A,0.01
6,Perennial adult,29212.424280435385,r_A,0.01
7,Perennial adult,29393.36006263441,r_A,0.01
8,Perennial adult,29573.719002283073,r_A,0.01
9,Perennial adult,29750.423710976233,r_A,0.01
10,Perennial adult,29922.06769096296,r_A,0.01
11,Perennial adult,30088.09638969439,r_A,0.01
12,Perennial adult,30248.372262373072,r_A,0.01
13,Perennial adult,30402.95299080933,r_A,0.01
14,Perennial adult,30551.982090041274,r_A,0.01
15,Perennial adult,30695.636719563314,r_A,0.01
16,Perennial adult,30834.1037431965,r_A,0.01
17,Perennial adult,30967.56931452802,r_A,0.01
18,Perennial adult,31096.21471197165,r_A,0.01
19,Perennial adult,31220.214933328454,r_A,0.01
20,Perennial adult,31339.738432535538,r_A,0.01
21,Perennial adult,31454.947281992267,r_A,0.01
22,Perennial adult,31565.997456929905,r_A,0.01
23,Perennial adult,31673.03913649078,r_A,0.01
24,Perennial adult,31776.216977589567,r_A,0.01
25,Perennial adult,31875.670362113397,r_A,0.01
26,Perennial adult,31971.533616126617,r_A,0.01
27,Perennial adult,32063.93621119244,r_A,0.01
28,Perennial adult,32153.002950384893,r_A,0.01
29,Perennial adult,32238.85414278514,r_A,0.01
30,Perennial adult,32321.605768804984,r_A,0.01
31,Perennial adult,32401.36963783054,r_A,0.01
32,Perennial adult,32478.2535391998,r_A,0.01
33,Perennial adult,32552.36138705011,r_A,0.01
34,Perennial adult,32623.793359265645,r_A,0.01
35,Perennial adult,32692.646031745713,r_A,0.01
36,Perennial adult,32759.012507215724,r_A,0.01
37,Perennial adult,32822.982539360535,r_A,0.01
38,Perennial adult,32884.64265247929,r_A,0.01
39,Perennial adult,32944.0762565193,r_A,0.01
40,Perennial adult,33001.36375834596,r_A,0.01
41,Perennial adult,33056.582668107476,r_A,0.01
42,Perennial adult,33109.80770448131,r_A,0.01
43,Perennial adult,33161.11089230524,r_A,0.01
44,Perennial adult,33210.56165929902,r_A,0.01
45,Perennial adult,33258.226929117394,r_A,0.01
46,Perennial adult,33304.17120983999,r_A,0.01
47,Perennial adult,33348.456681372256,r_A,0.01
48,Perennial adult,33391.14327845111,r_A,0.01
49,Perennial adult,33432.288771064545,r_A,0.01
50,Perennial adult,33471.94884286021,r_A,0.01
1,Litter,2660.469458290261,r_A,0.01
2,Litter,2368.903740150212,r_A,0.01
3,Litter,2160.2228526280373,r_A,0.01
4,Litter,2040.2022254682438,r_A,0.01
5,Litter,1976.4581360636075,r_A,0.01
6,Litter,1944.0587253000394,r_A,0.01
7,Litter,1928.131679962452,r_A,0.01
8,Litter,1920.551119594033,r_A,0.01
9,Litter,1917.0731596163287,r_A,0.01
10,Litter,1915.5503121189895,r_A,0.01
11,Litter,1914.926271169028,r_A,0.01
12,Litter,1914.696792124593,r_A,0.01
13,Litter,1914.6294923815274,r_A,0.01
14,Litter,1914.6220054363628,r_A,0.01
15,Litter,1914.6320274510285,r_A,0.01
16,Litter,1914.6437981269296,r_A,0.01
17,Litter,1914.652578930616,r_A,0.01
18,Litter,1914.6577719098786,r_A,0.01
19,Litter,1914.66004925873,r_A,0.01
20,Litter,1914.6602670116438,r_A,0.01
21,Litter,1914.6591237147813,r_A,0.01
22,Litter,1914.657108413952,r_A,0.01
23,Litter,1914.654535816586,r_A,0.01
24,Litter,1914.6515994930887,r_A,0.01
25,Litter,1914.6484145895156,r_A,0.01
26,Litter,1914.6450493935026,r_A,0.01
27,Litter,1914.641545437537,r_A,0.01
28,Litter,1914.6379296744158,r_A,0.01
29,Litter,1914.6342215488414,r_A,0.01
30,Litter,1914.6304369393683,r_A,0.01
31,Litter,1914.6265902905136,r_A,0.01
32,Litter,1914.6226956309456,r_A,0.01
33,Litter,1914.61876684925,r_A,0.01
34,Litter,1914.6148181293695,r_A,0.01
35,Litter,1914.6108637810112,r_A,0.01
36,Litter,1914.606918096299,r_A,0.01
37,Litter,1914.6029952269923,r_A,0.01
38,Litter,1914.5991088535297,r_A,0.01
39,Litter,1914.5952721846922,r_A,0.01
40,Litter,1914.5914972889102,r_A,0.01
41,Litter,1914.5877964643294,r_A,0.01
42,Litter,1914.5841802709842,r_A,0.01
43,Litter,1914.5806581808217,r_A,0.01
44,Litter,1914.5772387392092,r_A,0.01
45,Litter,1914.5739287992371,r_A,0.01
46,Litter,1914.570734390717,r_A,0.01
47,Litter,1914.5676603381853,r_A,0.01
48,Litter,1914.5647102547687,r_A,0.01
49,Litter,1914.5618871043634,r_A,0.01
50,Litter,1914.5591915067525,r_A,0.01
1,Annual biomass,610.2413504744509,r_A,0.01
2,Annual biomass,380.56324059995995,r_A,0.01
3,Annual biomass,304.94952932302783,r_A,0.01
4,Annual biomass,272.4104381770605,r_A,0.01
5,Annual biomass,257.7575025222365,r_A,0.01
6,Annual biomass,251.133125339912,r_A,0.01
7,Annual biomass,248.2065626498623,r_A,0.01
8,Annual biomass,246.97298062651487,r_A,0.01
9,Annual biomass,246.49308367033177,r_A,0.01
10,Annual biomass,246.3325218630222,r_A,0.01
11,Annual biomass,246.29662265524306,r_A,0.01
12,Annual biomass,246.30239815878622,r_A,0.01
13,Annual biomass,246.3171843459661,r_A,0.01
14,Annual biomass,246.32987789126312,r_A,0.01
15,Annual biomass,246.33791915812432,r_A,0.01
16,Annual biomass,246.34169054719914,r_A,0.01
17,Annual biomass,246.34228308219184,r_A,0.01
18,Annual biomass,246.34071833429135,r_A,0.01
19,Annual biomass,246.33775404628426,r_A,0.01
20,Annual biomass,246.33389544780565,r_A,0.01
21,Annual biomass,246.3294596212964,r_A,0.01
22,Annual biomass,246.32463908591814,r_A,0.01
23,Annual biomass,246.3195493487532,r_A,0.01
24,Annual biomass,246.3142609637232,r_A,0.01
25,Annual biomass,246.3088192664385,r_A,0.01
26,Annual biomass,246.3032562485707,r_A,0.01
27,Annual biomass,246.29759720573688,r_A,0.01
28,Annual biomass,246.2918643403975,r_A,0.01
29,Annual biomass,246.28607859960192,r_A,0.01
30,Annual biomass,246.2802605203413,r_A,0.01
31,Annual biomass,246.27443053008196,r_A,0.01
32,Annual biomass,246.26860896111063,r_A,0.01
33,Annual biomass,246.2628158992902,r_A,0.01
34,Annual biomass,246.2570710098419,r_A,0.01
35,Annual biomass,246.25139328235733,r_A,0.01
36,Annual biomass,246.24580080582237,r_A,0.01
37,Annual biomass,246.24031056107432,r_A,0.01
38,Annual biomass,246.23493822055602,r_A,0.01
39,Annual biomass,246.2296980190995,r_A,0.01
40,Annual biomass,246.22460260022842,r_A,0.01
41,Annual biomass,246.21966304249386,r_A,0.01
42,Annual biomass,246.21488862381034,r_A,0.01
43,Annual biomass,246.21028695235165,r_A,0.01
44,Annual biomass,246.20586398162402,r_A,0.01
45,Annual biomass,246.20162396903407,r_A,0.01
46,Annual biomass,246.1975696860951,r_A,0.01
47,Annual biomass,246.19370242666815,r_A,0.01
48,Annual biomass,246.19002213188358,r_A,0.01
49,Annual biomass,246.1865275339598,r_A,0.01
50,Annual biomass,246.18321618269067,r_A,0.01
1,Perennial first-year biomass,3.256363174374605,r_A,0.01
2,Perennial first-year biomass,9.352727417379935,r_A,0.01
3,Perennial first-year biomass,13.515977347516628,r_A,0.01
4,Perennial first-year biomass,15.439905602522346,r_A,0.01
5,Perennial first-year biomass,16.313616459455503,r_A,0.01
6,Perennial first-year biomass,16.70320336257767,r_A,0.01
7,Perennial first-year biomass,16.87076902999965,r_A,0.01
8,Perennial first-year biomass,16.93845763019902,r_A,0.01
9,Perennial first-year biomass,16.96288034541765,r_A,0.01
10,Perennial first-year biomass,16.969712067393818,r_A,0.01
11,Perennial first-year biomass,16.970148824898974,r_A,0.01
12,Perennial first-year biomass,16.968774628604308,r_A,0.01
13,Perennial first-year biomass,16.9672740857471,r_A,0.01
14,Perennial first-year biomass,16.96613750935704,r_A,0.01
15,Perennial first-year biomass,16.96541219152734,r_A,0.01
16,Perennial first-year biomass,16.965013556204223,r_A,0.01
17,Perennial first-year biomass,16.964841587740388,r_A,0.01
18,Perennial first-year biomass,16.96481620121563,r_A,0.01
19,Perennial first-year biomass,16.964882029543666,r_A,0.01
20,Perennial first-year biomass,16.965003756571893,r_A,0.01
21,Perennial first-year biomass,16.96515991378222,r_A,0.01
22,Perennial first-year biomass,16.9653379555799,r_A,0.01
23,Perennial first-year biomass,16.96553062724268,r_A,0.01
24,Perennial first-year biomass,16.96573378523711,r_A,0.01
25,Perennial first-year biomass,16.965944939594966,r_A,0.01
26,Perennial first-year biomass,16.966162516393954,r_A,0.01
27,Perennial first-year biomass,16.96638538746416,r_A,0.01
28,Perennial first-year biomass,16.966612632174748,r_A,0.01
29,Perennial first-year biomass,16.96684341215589,r_A,0.01
30,Perennial first-year biomass,16.967076910732164,r_A,0.01
31,Perennial first-year biomass,16.967312308397073,r_A,0.01
32,Perennial first-year biomass,16.96754877558886,r_A,0.01
33,Perennial first-year biomass,16.96778546831856,r_A,0.01
34,Perennial first-year biomass,16.968021551523105,r_A,0.01
35,Perennial first-year biomass,16.968256195991195,r_A,0.01
36,Perennial first-year biomass,16.96848859439336,r_A,0.01
37,Perennial first-year biomass,16.9687179727562,r_A,0.01
38,Perennial first-year biomass,16.968943593107486,r_A,0.01
39,Perennial first-year biomass,16.96916477378651,r_A,0.01
40,Perennial first-year biomass,16.9693808726653,r_A,0.01
41,Perennial first-year biomass,16.969591358430744,r_A,0.01
42,Perennial first-year biomass,16.96979571555854,r_A,0.01
43,Perennial first-year biomass,16.96999352478942,r_A,0.01
44,Perennial first-year biomass,16.970184440013025,r_A,0.01
45,Perennial first-year biomass,16.970368159497564,r_A,0.01
46,Perennial first-year biomass,16.9705444837091,r_A,0.01
47,Perennial first-year biomass,16.970713264089785,r_A,0.01
48,Perennial first-year biomass,16.970874417951862,r_A,0.01
49,Perennial first-year biomass,16.971027937755913,r_A,0.01
50,Perennial first-year biomass,16.971173818253938,r_A,0.01
1,Perennial adult biomass,653.0920164660887,r_A,0.01
2,Perennial adult biomass,653.0868350650113,r_A,0.01
3,Perennial adult biomass,656.6797775458987,r_A,0.01
4,Perennial adult biomass,659.4628628010269,r_A,0.01
5,Perennial adult biomass,661.06042595509075,r_A,0.01
6,Perennial adult biomass,661.9006872683883,r_A,0.01
7,Perennial adult biomass,662.3240301413277,r_A,0.01
8,Perennial adult biomass,662.5302836042442,r_A,0.01
9,Perennial adult biomass,662.6272048818486,r_A,0.01
10,Perennial adult biomass,662.6706026089482,r_A,0.01
11,Perennial adult biomass,662.6885595830025,r_A,0.01
12,Perennial adult biomass,662.6948290529136,r_A,0.01
13,Perennial adult biomass,662.6959494596057,r_A,0.01
14,Perennial adult biomass,662.6949204922057,r_A,0.01
15,Perennial adult biomass,662.6930562972294,r_A,0.01
16,Perennial adult biomass,662.690896159148,r_A,0.01
17,Perennial adult biomass,662.6886392895441,r_A,0.01
18,Perennial adult biomass,662.686345323272,r_A,0.01
19,Perennial adult biomass,662.684022720533,r_A,0.01
20,Perennial adult biomass,662.6816658969728,r_A,0.01
21,Perennial adult biomass,662.6792667429314,r_A,0.01
22,Perennial adult biomass,662.6768218622854,r_A,0.01
23,Perennial adult biomass,662.6743307948582,r_A,0.01
24,Perennial adult biomass,662.6717970314583,r_A,0.01
25,Perennial adult biomass,662.6692254795149,r_A,0.01
26,Perennial adult biomass,662.6666229021508,r_A,0.01
27,Perennial adult biomass,662.6639971661108,r_A,0.01
28,Perennial adult biomass,662.6613568457458,r_A,0.01
29,Perennial adult biomass,662.6587109383,r_A,0.01
30,Perennial adult biomass,662.6560686412527,r_A,0.01
31,Perennial adult biomass,662.6534392025247,r_A,0.01
32,Perennial adult biomass,662.6508317275774,r_A,0.01
33,Perennial adult biomass,662.648254859523,r_A,0.01
34,Perennial adult biomass,662.6457170473616,r_A,0.01
35,Perennial adult biomass,662.6432261612852,r_A,0.01
36,Perennial adult biomass,662.6407894584297,r_A,0.01
37,Perennial adult biomass,662.6384135573608,r_A,0.01
38,Perennial adult biomass,662.636104207638,r_A,0.01
39,Perennial adult biomass,662.6338665070413,r_A,0.01
40,Perennial adult biomass,662.6317042796966,r_A,0.01
41,Perennial adult biomass,662.6296218416542,r_A,0.01
42,Perennial adult biomass,662.6276214726856,r_A,0.01
43,Perennial adult biomass,662.6257050677755,r_A,0.01
44,Perennial adult biomass,662.6238740082765,r_A,0.01
45,Perennial adult biomass,662.6221283627134,r_A,0.01
46,Perennial adult biomass,662.620468231333,r_A,0.01
47,Perennial adult biomass,662.6188929456241,r_A,0.01
48,Perennial adult biomass,662.6174013213881,r_A,0.01
49,Perennial adult biomass,662.6159922442448,r_A,0.01
50,Perennial adult biomass,662.6146627244029,r_A,0.01
1,Annual susceptible biomass,610.2413504744509,r_A,0.01
2,Annual susceptible biomass,610.2413504744509,r_A,0.01
3,Annual susceptible biomass,379.81958264449605,r_A,0.01
4,Annual susceptible biomass,303.91141618605036,r_A,0.01
5,Annual susceptible biomass,271.1845354603727,r_A,0.01
6,Annual susceptible biomass,256.39621319243736,r_A,0.01
7,Annual susceptible biomass,249.6560763891869,r_A,0.01
8,Annual susceptible biomass,246.6175715549586,r_A,0.01
9,Annual susceptible biomass,245.268765723519,r_A,0.01
10,Annual susceptible biomass,244.66733323155563,r_A,0.01
11,Annual susceptible biomass,244.37772617593288,r_A,0.01
12,Annual susceptible biomass,244.20486807604587,r_A,0.01
13,Annual susceptible biomass,244.06569297536277,r_A,0.01
14,Annual susceptible biomass,243.92758480520337,r_A,0.01
15,Annual susceptible biomass,243.7795385868274,r_A,0.01
16,Annual susceptible biomass,243.61912280505268,r_A,0.01
17,Annual susceptible biomass,243.44687938121774,r_A,0.01
18,Annual susceptible biomass,243.2640991014354,r_A,0.01
19,Annual susceptible biomass,243.07205313353492,r_A,0.01
20,Annual susceptible biomass,242.87180650912916,r_A,0.01
21,Annual susceptible biomass,242.66423478148772,r_A,0.01
22,Annual susceptible biomass,242.45009124630104,r_A,0.01
23,Annual susceptible biomass,242.23007090527108,r_A,0.01
24,Annual susceptible biomass,242.00485626023703,r_A,0.01
25,Annual susceptible biomass,241.7751455284446,r_A,0.01
26,Annual susceptible biomass,241.54166677298568,r_A,0.01
27,Annual susceptible biomass,241.3051825131018,r_A,0.01
28,Annual susceptible biomass,241.06648768526483,r_A,0.01
29,Annual susceptible biomass,240.82640339172977,r_A,0.01
30,Annual susceptible biomass,240.58576800009226,r_A,0.01
31,Annual susceptible biomass,240.3454266833646,r_A,0.01
32,Annual susceptible biomass,240.10622010498966,r_A,0.01
33,Annual susceptible biomass,239.86897325747162,r_A,0.01
34,Annual susceptible biomass,239.63448410366104,r_A,0.01
35,Annual susceptible biomass,239.40351330808107,r_A,0.01
36,Annual susceptible biomass,239.17677482533946,r_A,0.01
37,Annual susceptible biomass,238.95492780057594,r_A,0.01
38,Annual susceptible biomass,238.7385699237629,r_A,0.01
39,Annual susceptible biomass,238.5282323298968,r_A,0.01
40,Annual susceptible biomass,238.32437615248293,r_A,0.01
41,Annual susceptible biomass,238.12739064263255,r_A,0.01
42,Annual susceptible biomass,237.93759280688457,r_A,0.01
43,Annual susceptible biomass,237.75522833656314,r_A,0.01
44,Annual susceptible biomass,237.58047400966825,r_A,0.01
45,Annual susceptible biomass,237.4134416047567,r_A,0.01
46,Annual susceptible biomass,237.25418012331832,r_A,0.01
47,Annual susceptible biomass,237.10268271068813,r_A,0.01
48,Annual susceptible biomass,236.95889116527354,r_A,0.01
49,Annual susceptible biomass,236.82270156130852,r_A,0.01
50,Annual susceptible biomass,236.69396992316223,r_A,0.01
1,Perennial first-year susceptible biomass,3.256363174374605,r_A,0.01
2,Perennial first-year susceptible biomass,3.256363174374605,r_A,0.01
3,Perennial first-year susceptible biomass,9.288181060435079,r_A,0.01
4,Perennial first-year susceptible biomass,13.363944073032227,r_A,0.01
5,Perennial first-year susceptible biomass,15.214947530040854,r_A,0.01
6,Perennial first-year susceptible biomass,16.036367328084204,r_A,0.01
7,Perennial first-year susceptible biomass,16.38760784516809,r_A,0.01
8,Perennial first-year susceptible biomass,16.523965048371743,r_A,0.01
9,Perennial first-year susceptible biomass,16.563229295276063,r_A,0.01
10,Perennial first-year susceptible biomass,16.55964176117672,r_A,0.01
11,Perennial first-year susceptible biomass,16.537693973701572,r_A,0.01
12,Perennial first-year susceptible biomass,16.508030763526822,r_A,0.01
13,Perennial first-year susceptible biomass,16.475001284849863,r_A,0.01
14,Perennial first-year susceptible biomass,16.44020707791959,r_A,0.01
15,Perennial first-year susceptible biomass,16.404126504521145,r_A,0.01
16,Perennial first-year susceptible biomass,16.36682890465229,r_A,0.01
17,Perennial first-year susceptible biomass,16.328270167462776,r_A,0.01
18,Perennial first-year susceptible biomass,16.288403650577084,r_A,0.01
19,Perennial first-year susceptible biomass,16.247214366353226,r_A,0.01
20,Perennial first-year susceptible biomass,16.204724144991246,r_A,0.01
21,Perennial first-year susceptible biomass,16.160987628773935,r_A,0.01
22,Perennial first-year susceptible biomass,16.116086526976044,r_A,0.01
23,Perennial first-year susceptible biomass,16.070124664835152,r_A,0.01
24,Perennial first-year susceptible biomass,16.023223908826598,r_A,0.01
25,Perennial first-year susceptible biomass,15.975521040496306,r_A,0.01
26,Perennial first-year susceptible biomass,15.927164998259402,r_A,0.01
27,Perennial first-year susceptible biomass,15.878314445875063,r_A,0.01
28,Perennial first-year susceptible biomass,15.829135335119433,r_A,0.01
29,Perennial first-year susceptible biomass,15.779798473330242,r_A,0.01
30,Perennial first-year susceptible biomass,15.730477051313356,r_A,0.01
31,Perennial first-year susceptible biomass,15.681344157787054,r_A,0.01
32,Perennial first-year susceptible biomass,15.632570316368493,r_A,0.01
33,Perennial first-year susceptible biomass,15.584321147672744,r_A,0.01
34,Perennial first-year susceptible biomass,15.536755139294831,r_A,0.01
35,Perennial first-year susceptible biomass,15.490021646212067,r_A,0.01
36,Perennial first-year susceptible biomass,15.444259139613212,r_A,0.01
37,Perennial first-year susceptible biomass,15.39959375875605,r_A,0.01
38,Perennial first-year susceptible biomass,15.3561381785157,r_A,0.01
39,Perennial first-year susceptible biomass,15.313990808519117,r_A,0.01
40,Perennial first-year susceptible biomass,15.273235327887713,r_A,0.01
41,Perennial first-year susceptible biomass,15.233940532417282,r_A,0.01
42,Perennial first-year susceptible biomass,15.196160490973238,r_A,0.01
43,Perennial first-year susceptible biomass,15.159934919635145,r_A,0.01
44,Perennial first-year susceptible biomass,15.12528986321113,r_A,0.01
45,Perennial first-year susceptible biomass,15.092238608834359,r_A,0.01
46,Perennial first-year susceptible biomass,15.060782320536116,r_A,0.01
47,Perennial first-year susceptible biomass,15.030911451667803,r_A,0.01
48,Perennial first-year susceptible biomass,15.002606773611031,r_A,0.01
49,Perennial first-year susceptible biomass,14.97584055073623,r_A,0.01
50,Perennial first-year susceptible biomass,14.950577709233809,r_A,0.01
1,Perennial adult susceptible biomass,653.0920164660887,r_A,0.01
2,Perennial adult susceptible biomass,653.0920164660887,r_A,0.01
3,Perennial adult susceptible biomass,651.0629894879705,r_A,0.01
4,Perennial adult susceptible biomass,653.3870327275013,r_A,0.01
5,Perennial adult susceptible biomass,655.2452616197079,r_A,0.01
6,Perennial adult susceptible biomass,656.1805344819811,r_A,0.01
7,Perennial adult susceptible biomass,656.4997327545499,r_A,0.01
8,Perennial adult susceptible biomass,656.4605099771192,r_A,0.01
9,Perennial adult susceptible biomass,656.2167469764787,r_A,0.01
10,Perennial adult susceptible biomass,655.8530200441609,r_A,0.01
11,Perennial adult susceptible biomass,655.4141967848677,r_A,0.01
12,Perennial adult susceptible biomass,654.923547121847,r_A,0.01
13,Perennial adult susceptible biomass,654.3929348590028,r_A,0.01
14,Perennial adult susceptible biomass,653.8283557493177,r_A,0.01
15,Perennial adult susceptible biomass,653.2328856170722,r_A,0.01
16,Perennial adult susceptible biomass,652.608226947148,r_A,0.01
17,Perennial adult susceptible biomass,651.9555114829346,r_A,0.01
18,Perennial adult susceptible biomass,651.275713610214,r_A,0.01
19,Perennial adult susceptible biomass,650.5698620765552,r_A,0.01
20,Perennial adult susceptible biomass,649.8391474188037,r_A,0.01
21,Perennial adult susceptible biomass,649.0849751512299,r_A,0.01
22,Perennial adult susceptible biomass,648.3089868048676,r_A,0.01
23,Perennial adult susceptible biomass,647.5130682187137,r_A,0.01
24,Perennial adult susceptible biomass,646.6993412363937,r_A,0.01
25,Perennial adult susceptible biomass,645.8701503115165,r_A,0.01
26,Perennial adult susceptible biomass,645.0280390270835,r_A,0.01
27,Perennial adult susceptible biomass,644.175723342315,r_A,0.01
28,Perennial adult susceptible biomass,643.3160584356127,r_A,0.01
29,Perennial adult susceptible biomass,642.4520016665634,r_A,0.01
30,Perennial adult susceptible biomass,641.5865725102569,r_A,0.01
31,Perennial adult susceptible biomass,640.7228106189868,r_A,0.01
32,Perennial adult susceptible biomass,639.863733025425,r_A,0.01
33,Perennial adult susceptible biomass,639.0122929228193,r_A,0.01
34,Perennial adult susceptible biomass,638.1713387397876,r_A,0.01
35,Perennial adult susceptible biomass,637.343577692507,r_A,0.01
36,Perennial adult susceptible biomass,636.5315424594139,r_A,0.01
37,Perennial adult susceptible biomass,635.7375629873171,r_A,0.01
38,Perennial adult susceptible biomass,634.963743658512,r_A,0.01
39,Perennial adult susceptible biomass,634.2119459545719,r_A,0.01
40,Perennial adult susceptible biomass,633.4837773710859,r_A,0.01
41,Perennial adult susceptible biomass,632.7805853553964,r_A,0.01
42,Perennial adult susceptible biomass,632.1034583168799,r_A,0.01
43,Perennial adult susceptible biomass,631.4532283015984,r_A,0.01
44,Perennial adult susceptible biomass,630.8304815037569,r_A,0.01
45,Perennial adult susceptible biomass,630.2355728901662,r_A,0.01
46,Perennial adult susceptible biomass,629.6686345892454,r_A,0.01
47,Perennial adult susceptible biomass,629.1296015445807,r_A,0.01
48,Perennial adult susceptible biomass,628.6182278591115,r_A,0.01
49,Perennial adult susceptible biomass,628.1341072549947,r_A,0.01
50,Perennial adult susceptible biomass,627.6766939464682,r_A,0.01
1,Annual infected biomass,0,r_A,0.01
2,Annual infected biomass,0.7436579554639193,r_A,0.01
3,Annual infected biomass,1.0381131369774583,r_A,0.01
4,Annual infected biomass,1.225902716687811,r_A,0.01
5,Annual infected biomass,1.3612893297991489,r_A,0.01
6,Annual infected biomass,1.4770489507251034,r_A,0.01
7,Annual infected biomass,1.588991094903697,r_A,0.01
8,Annual infected biomass,1.7042149029958502,r_A,0.01
9,Annual infected biomass,1.8257504387761316,r_A,0.01
10,Annual infected biomass,1.9547956870893226,r_A,0.01
11,Annual infected biomass,2.0917545791971923,r_A,0.01
12,Annual infected biomass,2.2367051834234655,r_A,0.01
13,Annual infected biomass,2.389599540762721,r_A,0.01
14,Annual infected biomass,2.5503393044356955,r_A,0.01
