Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle
leaf:D1_2F_Mv_3_edit,1,395987,395987,42.559,255,3700.868,1510.937,333.691,175.96
lesions:D1_2F_Mv_3_edit,8,10350,1293.75,1.664,255,152.446,52.373,21.91,118.309
leaf:D1_2F_Mv_Bg,10,4024313,402431.3,26.55,255,3671.151,1485.791,337.564,106.351
lesions:D1_2F_Mv_Bg,113,59593,527.372,0.447,255,85.678,30.66,17.406,88.834
leaf:D1_2W_Mv_1,1,288549,288549,32.632,255,2855.322,1163.779,315.689,176.755
lesions:D1_2W_Mv_1,32,23903,746.969,5.681,255,96.35,34.974,20.995,106.319
leaf:D1_2W_Mv_2,1,646854,646854,50.281,255,4749.905,1957.615,420.716,179.098
lesions:D1_2W_Mv_2,33,24721,749.121,2.679,255,94.157,33.859,20.567,111.262
leaf:D1_2W_Mv_3,1,651014,651014,39.542,254.998,4541.586,1841.481,450.125,0.534
lesions:D1_2W_Mv_3,16,13023,813.938,1.415,255,115.694,37.216,16.431,86.879
leaf:D1_2W_Mv_Bg,10,5538237,553823.7,32.838,255,4370.019,1776.453,390.043,41.035
lesions:D1_2W_Mv_Bg,307,225367,734.094,1.54,255,93.516,33.811,17.747,74.269
leaf:D1_3F_Mv_1,1,511412,511412,51.725,255,4359.052,1810.939,359.565,0.529
lesions:D1_3F_Mv_1,4,1223,305.75,0.17,255,63.648,24.785,11.195,82.815
leaf:D1_3F_Mv_2,1,138840,138840,27.185,255,1742.244,674.41,262.12,10.977
lesions:D1_3F_Mv_2,2,364,182,0.17,255,56.92,24.645,8.186,5.296
leaf:D1_3F_Mv_3,1,287238,287238,39.133,255,3071.045,1134.32,322.416,178.092
lesions:D1_3F_Mv_3,2,4020,2010,0.885,255,152.024,51.737,36.166,11.89
leaf:D1_3F_Mv_Bg,10,4496195,449619.5,34.234,255,4048.527,1663.73,338.544,20.873
lesions:D1_3F_Mv_Bg,42,20131,479.31,0.17,255,73.733,26.951,13.141,67.372
leaf:D1_3W_Mv_1,1,556141,556141,41.194,255,4426.807,1784.781,396.744,171.011
lesions:D1_3W_Mv_1,75,66214,882.853,6.849,255,112.836,37.572,19.491,107.968
leaf:D1_3W_Mv_2,1,480279,480279,42.478,255,3973.409,1515.799,403.424,175.534
lesions:D1_3W_Mv_2,82,39461,481.232,5.315,255,77.274,28.215,16.64,96.036
leaf:D1_3W_Mv_3_edit,1,363367,363367,33.196,255,3704.633,1439.121,321.483,173.826
lesions:D1_3W_Mv_3_edit,47,39921,849.383,6.631,255,111.692,39.757,19.523,111.496
leaf:D1_3W_Mv_Bg,10,5024283,502428.3,31.622,255,4249.026,1744.885,364.34,6.735
lesions:D1_3W_Mv_Bg,432,295086,683.069,2.133,255,94.615,33.544,16.657,70.043
leaf:D1_4F_Mv_1,1,365950,365950,30.635,254.999,4109.589,1670.76,278.88,3.149
lesions:D1_4F_Mv_1,5,1379,275.8,0.24,255,58.313,22.316,13.204,102.211
leaf:D1_4F_Mv_2_edit,1,420377,420377,34.18,254.99,4757.888,1930.281,277.286,178.121
lesions:D1_4F_Mv_2_edit,19,7401,389.526,1.139,255,66.781,25.429,13.617,100.494
leaf:D1_4F_Mv_3,1,230427,230427,19.929,255,3161.44,1264.456,232.028,176.636
lesions:D1_4F_Mv_3,9,11896,1321.778,3.227,255,183.202,66.854,19.565,121.758
leaf:D1_4F_Mv_Bg,10,3187102,318710.2,24.294,255,3664.115,1462.581,266.168,90.092
lesions:D1_4F_Mv_Bg,193,187185,969.87,1.588,255,110.918,40.569,16.788,87.368
leaf:D1_4W_Mv_1_edit,1,686461,686461,32.673,255,5054.059,2075.631,421.091,165.281
lesions:D1_4W_Mv_1_edit,17,5726,336.824,0.381,255,101.079,44.679,7.432,151.859
leaf:D1_4W_Mv_3_edit,1,284968,284968,18.302,255,4427.721,1229.294,295.155,173.197
lesions:D1_4W_Mv_3_edit,3,2453,817.667,0.541,255,132.663,54.769,16.586,54.811
leaf:D1_4W_Mv_Bg,7,3587085,512440.714,20.418,254.999,4649.561,1902.373,338.089,171.276
lesions:D1_4W_Mv_Bg,32,21298,665.562,0.139,255,104.345,42.532,13.719,112.48
leaf:D1_5F_Mv_1,1,128042,128042,29.097,255,2058.32,803.758,202.832,177.554
lesions:D1_5F_Mv_1,3,2524,841.333,1.276,255,84.864,32.079,16.587,160.232
leaf:D1_5F_Mv_2,1,180263,180263,35.446,255,2226.629,878.736,261.191,3.558
lesions:D1_5F_Mv_2,3,1681,560.333,0.615,255,82.426,31.462,17.748,121.856
leaf:D1_5F_Mv_3,1,242467,242467,35.093,255,3170.736,1261.006,244.819,1.872
lesions:D1_5F_Mv_3,4,2223,555.75,0.589,255,99.841,38.613,17.478,134.513
leaf:D1_5F_Mv_Bg,10,2219171,221917.1,22.268,255,2554.257,1011.801,257.687,27.164
lesions:D1_5F_Mv_Bg,175,133430,762.457,1.828,255,100.756,35.509,18.053,57.364
leaf:D1_5W_Mv_2,1,134781,134781,31.296,255,2090.881,866.022,198.157,174.647
lesions:D1_5W_Mv_2,2,1468,734,0.709,255,111.033,41.462,22.097,166.473
leaf:D1_5W_Mv_3,1,130152,130152,23.217,255,2197.509,888.137,186.587,177.622
lesions:D1_5W_Mv_3,1,3950,3950,2.059,255,502.635,196.141,25.641,179.524
leaf:D1_5W_Mv_Bg,5,1303849,260769.8,13.609,255,2962.272,1219.696,245.079,106.683
lesions:D1_5W_Mv_Bg,28,27468,981,0.37,255,120.407,44.579,18.853,51.692
leaf:D1_6F_Mv_1,1,107985,107985,35.567,255,1699.744,686.361,200.318,0.971
lesions:D1_6F_Mv_1,6,6283,1047.167,4.093,255,131.821,54.068,21.003,136.61
leaf:D1_6F_Mv_3,2,139826,69913,35.774,255,1243.803,418.696,210.841,2.85
lesions:D1_6F_Mv_3,5,989,197.8,0.41,255,52.236,18.155,11.253,75.709
leaf:D1_6F_Mv_Bg,3,942317,314105.667,24.783,255,3037.878,1250.888,289.756,119.814
lesions:D1_6F_Mv_Bg,9,5696,632.889,0.222,255,88.166,31.851,20.073,104.549
leaf:D1_6W_Mv_1,1,600695,600695,36.76,255,4884.633,2007.915,380.907,176.399
lesions:D1_6W_Mv_1,9,7658,850.889,0.832,255,124.948,51.495,15.34,96.839
leaf:D1_6W_Mv_2,1,482509,482509,42.7,255,4357.922,1803.033,340.731,176.172
lesions:D1_6W_Mv_2,5,2829,565.8,0.39,255,79.812,29.519,17.201,93.795
leaf:D1_6W_Mv_3,1,645760,645760,38.322,255,5219.343,2177.311,377.625,178.168
lesions:D1_6W_Mv_3,12,2357,196.417,0.229,255,48.22,18.631,10.322,120.79
leaf:D1_6W_Mv_Bg,10,5209475,520947.5,14.61,255,4538.225,1859.31,352.472,56.136
lesions:D1_6W_Mv_Bg,139,96014,690.748,0.411,255,94.554,36.021,16.387,64.499
leaf:D1_7F_Mv_1,1,518296,518296,52.204,255,4072.65,1680.979,392.578,177.911
lesions:D1_7F_Mv_1,14,5936,424,0.795,255,74.065,26.662,14.627,122.682
leaf:D1_7F_Mv_2,1,195270,195270,43.182,255,2720.653,1012.782,245.488,175.957
lesions:D1_7F_Mv_2,11,2852,259.273,0.933,255,58.479,21.886,11.677,67.437
leaf:D1_7F_Mv_3,1,159178,159178,32.367,255,2357.131,944.32,214.622,176.84
lesions:D1_7F_Mv_3,3,682,227.333,0.282,255,58.156,23.848,8.631,89.19
leaf:D1_7F_Mv_Bg_edit,10,3975465,397546.5,29.475,255,3772.019,1523.298,321.941,11.153
lesions:D1_7F_Mv_Bg_edit,117,35857,306.47,0.287,255,60.675,23.153,11.852,49.107
leaf:D1_7W_Mv_1,1,236651,236651,40.913,255,2548.334,994.938,302.846,98.607
lesions:D1_7W_Mv_1,24,9561,398.375,2.5,255,79.523,29.445,14.08,98.808
leaf:D1_7W_Mv_2,1,247620,247620,41.119,255,2609.908,1020.678,308.892,90.655
lesions:D1_7W_Mv_2,12,6957,579.75,1.922,255,81.13,31.166,16.321,96.962
leaf:D1_7W_Mv_3,1,269641,269641,39.871,255,2777.222,1149.506,298.665,96.199
lesions:D1_7W_Mv_3,19,14717,774.579,3.65,255,98.345,34.912,19.538,98.383
leaf:D1_7W_Mv_Bg,10,3985214,398521.4,20.607,255,3577.95,1427.431,346.58,54.653
lesions:D1_7W_Mv_Bg,165,151675,919.242,0.988,255,113.463,41.9,20.083,96.234
leaf:D1_8F_Mv_1,1,523757,523757,46.083,255,4455.045,1856.821,359.145,0.993
lesions:D1_8F_Mv_1,19,9775,514.474,1.283,255,85.546,32.942,15.821,108.158
leaf:D1_8F_Mv_2,1,412143,412143,42.411,255,4004.719,1665.549,315.065,179.894
lesions:D1_8F_Mv_2,8,5924,740.5,1.008,255,114.361,45.441,19.837,72.341
leaf:D1_8F_Mv_3,1,186679,186679,25.283,255,2488.102,1021.701,232.639,173.226
lesions:D1_8F_Mv_3,8,10363,1295.375,3.465,255,160.855,57.72,21.266,128.296
leaf:D1_8F_Mv_Bg,10,5255882,525588.2,34.349,255,4475.854,1844.078,361.341,21.61
lesions:D1_8F_Mv_Bg,183,121768,665.399,0.879,255,95.75,35.711,16.944,71.885
leaf:D1_8W_Mv_1_edit,1,259263,259263,38.805,255,2741.565,1097.666,300.733,176.271
lesions:D1_8W_Mv_1_edit,10,7325,732.5,1.902,255,99.835,37.251,18.1,86.892
leaf:D1_8W_Mv_2,1,364130,364130,43.351,255,3198.55,1251.471,370.464,172.047
lesions:D1_8W_Mv_2,26,13144,505.538,2.368,255,80.789,31.018,14.982,97.495
leaf:D1_8W_Mv_3,1,197605,197605,34.629,255,2357.901,947.541,265.528,177.906
lesions:D1_8W_Mv_3,5,2639,527.8,0.916,255,86.895,32.841,19.481,108.149
leaf:D1_8W_Mv_Bg,10,4822152,482215.2,29.775,255,3993.603,1628.963,372.584,89.812
lesions:D1_8W_Mv_Bg,126,91064,722.73,0.657,255,96.082,34.949,17.869,90.228
leaf:D1_9F_Mv_1,1,98835,98835,23.998,255,1998.396,801.858,156.936,176.057
lesions:D1_9F_Mv_1,2,969,484.5,0.568,255,84.184,33.06,18.019,176.811
leaf:D1_9F_Mv_2,1,352370,352370,28.511,255,3516.66,1441.526,311.234,176.759
lesions:D1_9F_Mv_2,8,2771,346.375,0.518,255,71.825,28.797,13.356,118.178
leaf:D1_9F_Mv_3,1,77176,77176,20.813,255,1776.087,724.74,135.584,178.291
lesions:D1_9F_Mv_3,6,9762,1627,8.035,255,186.832,75.632,21.018,145.908
leaf:D1_9F_Mv_Bg,11,3275294,297754,31.599,255,3271.29,1341.629,281.795,79.795
lesions:D1_9F_Mv_Bg,134,101827,759.903,1.128,255,102.631,37.243,17.616,95.636
leaf:D1_9W_Mv_1_edit,1,374771,374771,41.637,254.992,4168.179,1581.076,301.803,8.498
lesions:D1_9W_Mv_1_edit,10,4961,496.1,0.709,255,75.291,30.035,11.407,68.227
leaf:D1_9W_Mv_2_edit,1,381955,381955,41.135,255,3549.763,1469.455,330.953,7.444
lesions:D1_9W_Mv_2_edit,5,7018,1403.6,1.134,255,133.28,47.507,20.947,97.72
leaf:D1_9W_Mv_3_edit,1,361468,361468,35.347,254.993,4087.191,1529.82,300.843,10.446
lesions:D1_9W_Mv_3_edit,11,6619,601.727,0.884,255,86.094,32.675,16.781,45.464
leaf:D1_9W_Mv_Bg,10,2855944,285594.4,24.848,254.996,3693.17,1420.331,249.581,29.392
lesions:D1_9W_Mv_Bg,101,127993,1267.257,1.361,255,132.11,45.726,18.141,57.057
leaf:D2_10F_Mv_1,1,289712,289712,32.986,255,3179.665,1338.227,275.643,7.568
lesions:D2_10F_Mv_1,7,2390,341.429,0.501,255,98.039,40.827,8.106,70.882
leaf:D2_10F_Mv_3,1,247450,247450,29.292,255,3025.506,1254.318,251.183,5.338
lesions:D2_10F_Mv_3,1,581,581,0.137,255,111.64,45.221,16.359,24.56
leaf:D2_10F_Mv_Bg,6,1630587,271764.5,21.809,255,3119.193,1291.966,257.021,61.943
lesions:D2_10F_Mv_Bg,14,11474,819.571,0.203,255,100.6,37.008,16.255,106.446
leaf:D2_10W_Mv_1,1,118179,118179,20.365,254.998,2190.57,790.394,190.374,2.462
lesions:D2_10W_Mv_1,4,4006,1001.5,1.687,255,123.225,41.735,19.518,98.213
leaf:D2_10W_Mv_2,1,495485,495485,41.207,255,4308.522,1707.847,369.395,11.214
lesions:D2_10W_Mv_2,10,7603,760.3,0.812,255,85.568,31.817,15.775,65.26
leaf:D2_10W_Mv_3,1,334428,334428,36.153,255,3696.008,1537.852,276.884,177.335
lesions:D2_10W_Mv_3,11,2032,184.727,0.409,255,41.511,16.484,8.549,90.262
leaf:D2_10W_Mv_Bg,10,3642755,364275.5,10.216,255,3560.36,1437.529,311.229,58.21
lesions:D2_10W_Mv_Bg,124,96428,777.645,0.697,255,106.498,39.004,17.525,84.478
leaf:D2_1F_Mv_1_edit,1,509856,509856,29.399,255,4236.75,1753.243,370.268,179.066
lesions:D2_1F_Mv_1_edit,6,5975,995.833,0.806,255,113.016,42.446,14.115,39.826
leaf:D2_1F_Mv_2,1,285490,285490,34.271,255,3357.731,1340.962,271.072,176.108
lesions:D2_1F_Mv_2,9,5316,590.667,1.229,255,87.273,35.769,14.73,121.817
leaf:D2_1F_Mv_3,1,299511,299511,32.832,255,3158.702,1269.666,300.354,172.878
lesions:D2_1F_Mv_3,14,9137,652.643,1.904,255,93.136,34.457,13.966,100.092
leaf:D2_1F_Mv_Bg,10,5332214,533221.4,33.239,255,4439.374,1804.52,371.891,24.137
lesions:D2_1F_Mv_Bg,121,83227,687.826,0.612,255,91.511,34.806,13.989,67.892
leaf:D2_1W_Mv_1,1,673261,673261,40.746,255,5192.147,2178.356,393.518,2.182
lesions:D2_1W_Mv_1,5,352,70.4,0.036,255,29.888,11.835,6.332,78.115
leaf:D2_1W_Mv_2,1,677811,677811,37.069,255,5270.397,2186.763,394.655,176.279
lesions:D2_1W_Mv_2,29,5660,195.172,0.545,255,56.29,22.194,7.543,57.504
leaf:D2_1W_Mv_3,1,431489,431489,35.456,255,4224.785,1738.72,315.973,5.801
lesions:D2_1W_Mv_3,6,1126,187.667,0.157,255,45.18,17.591,9.363,63.324
leaf:D2_1W_Mv_Bg,10,2242014,224201.4,22.965,254.994,2899.079,1144.087,236.254,39.217
lesions:D2_1W_Mv_Bg,30,16896,563.2,0.227,255,85.972,32.59,12.418,86.868
leaf:D2_2F_Mv_1,1,61542,61542,19.213,255,1312.23,517.55,151.401,11.917
lesions:D2_2F_Mv_1,3,938,312.667,0.868,255,98.346,42.156,11.694,58.482
leaf:D2_2F_Mv_2,1,193950,193950,36.511,255,2276.126,900.023,274.376,173.297
lesions:D2_2F_Mv_2,10,4494,449.4,1.531,255,93.188,39.135,11.827,113.669
leaf:D2_2F_Mv_3,1,213776,213776,27.524,255,3368.057,1309.904,207.792,7.519
lesions:D2_2F_Mv_3,24,4928,205.333,1.185,255,55.746,22.553,7.242,43.395
leaf:D2_2F_Mv_Bg,9,2683526,298169.556,23.047,255,3259.522,1335.845,276.141,24.437
lesions:D2_2F_Mv_Bg,30,16593,553.1,0.187,255,85.273,30.95,14.061,65.987
leaf:D2_2W_Mv_1,1,506021,506021,33.753,255,4528.775,1910.277,337.274,170.822
lesions:D2_2W_Mv_1,9,4417,490.778,0.474,255,73.274,27.176,15.977,122.394
leaf:D2_2W_Mv_2_edit,1,422019,422019,32.509,255,4108.272,1678.238,320.176,170.682
lesions:D2_2W_Mv_2_edit,8,3670,458.75,0.447,255,73.141,24.751,15.337,113.091
leaf:D2_2W_Mv_3,1,490841,490841,35.576,255,4366.449,1793.749,348.409,175.297
lesions:D2_2W_Mv_3,16,6506,406.625,0.827,255,72.132,26.911,15.765,127.568
leaf:D2_2W_Mv_Bg,10,5061340,506134,30.103,254.999,4578.44,1849.156,342.424,56.239
lesions:D2_2W_Mv_Bg,156,122267,783.763,0.899,255,105.346,39.304,17.701,92.099
leaf:D2_3F_Mv_1,1,382588,382588,32.611,255,3931.27,1617.387,301.181,7.97
lesions:D2_3F_Mv_1,3,791,263.667,0.114,255,59.698,23.328,12.905,65.414
leaf:D2_3F_Mv_2_edit,1,390282,390282,34.755,255,3788.023,1554.59,319.648,8.271
lesions:D2_3F_Mv_2_edit,6,4467,744.5,0.653,255,101.107,38.045,20.889,9.629
leaf:D2_3F_Mv_3,1,318585,318585,30.277,255,3964.532,1451.492,279.461,0.932
lesions:D2_3F_Mv_3,14,7211,515.071,1.304,255,88.542,35.791,13.313,79.03
leaf:D2_3F_Mv_Bg,10,4989880,498988,26.66,255,4442.395,1802.72,350.298,12.653
lesions:D2_3F_Mv_Bg,164,135338,825.232,0.917,255,100.124,33.469,15.066,55.45
leaf:D2_3W_Mv_1,1,93996,93996,23.34,255,1893.401,769.119,155.606,2.99
lesions:D2_3W_Mv_1,1,6146,6146,4.229,255,450.291,170.195,45.979,178.838
leaf:D2_3W_Mv_2,1,421927,421927,33.827,255,4522.474,1812.363,296.416,175.449
lesions:D2_3W_Mv_2,3,3980,1326.667,0.48,255,169.115,67.35,21.342,109.704
leaf:D2_3W_Mv_3,1,455513,455513,39.997,255,4359.538,1792.418,323.572,175.811
lesions:D2_3W_Mv_3,3,1103,367.667,0.151,255,68.803,26.778,14.885,170.809
leaf:D2_3W_Mv_Bg_edit,10,4309468,430946.8,24.897,255,4286.468,1736.77,312.287,17.27
lesions:D2_3W_Mv_Bg_edit,63,35302,560.349,0.226,255,89.129,33.906,13.253,44.688
leaf:D2_4F_Mv_1,1,116382,116382,29.669,255,2121.072,810.868,182.745,2.025
lesions:D2_4F_Mv_1,2,184,92,0.102,255,27.556,10.247,6.918,128.909
leaf:D2_4F_Mv_2,1,148756,148756,28.578,255,2357.568,964.351,196.404,0.838
lesions:D2_4F_Mv_2,2,1120,560,0.507,255,91.841,34.49,19.441,16.394
leaf:D2_4F_Mv_3,1,540103,540103,36.86,255,4854.765,1967.307,349.554,9.024
lesions:D2_4F_Mv_3,5,1901,380.2,0.179,255,92.115,39.667,12.296,47.33
leaf:D2_4F_Mv_Bg,10,4385150,438515,28.513,255,4292.361,1716.254,323.521,55.33
lesions:D2_4F_Mv_Bg,74,38330,517.973,0.299,255,85.61,32.442,14.528,82.73
leaf:D2_4W_Mv_1,1,544846,544846,31.082,255,4599.111,1901.186,364.888,1.266
lesions:D2_4W_Mv_1,7,2099,299.857,0.26,255,62.013,25.412,11.115,70.436
leaf:D2_4W_Mv_2,1,530271,530271,32.37,255,4671.198,1785.995,378.031,168.869
lesions:D2_4W_Mv_2,24,7961,331.708,0.767,255,73.667,28.44,9.409,98.726
leaf:D2_4W_Mv_3,1,289046,289046,32.327,255,3278.594,1360.34,270.539,5.504
lesions:D2_4W_Mv_3,7,1375,196.429,0.309,255,52.974,20.899,10.654,27.074
leaf:D2_4W_Mv_Bg,10,4120068,412006.8,26.649,255,4156.544,1730.426,301.3,41.935
lesions:D2_4W_Mv_Bg,90,89270,991.889,0.723,255,118.777,43.04,18.613,69.496
leaf:D2_5F_Mv_1_edit,1,586700,586700,35.647,254.999,4990.027,1924.68,388.121,171.163
lesions:D2_5F_Mv_1_edit,10,3772,377.2,0.338,255,68.606,27.627,11.324,109.363
leaf:D2_5F_Mv_2,1,487125,487125,43.191,255,4152.39,1679.611,369.268,175.459
lesions:D2_5F_Mv_2,10,13605,1360.5,1.836,255,123.779,45.133,19.333,100.372
leaf:D2_5F_Mv_3_edit,1,611011,611011,39.475,254.999,5228.495,2111.208,368.492,168.711
lesions:D2_5F_Mv_3_edit,4,1328,332,0.106,255,78.366,27.609,11.248,145.183
leaf:D2_5F_Mv_Bg_edit,10,5137251,513725.1,24.211,254.995,4527.906,1818.771,355.752,72.583
lesions:D2_5F_Mv_Bg_edit,146,111237,761.897,0.587,255,94.6,34.877,13.559,87.291
leaf:D2_5W_Mv_1,1,312527,312527,33.939,255,3137.087,1242.49,320.262,9.37
lesions:D2_5W_Mv_1,8,1068,133.5,0.207,255,40.451,15.046,9.15,28.298
leaf:D2_5W_Mv_2,1,358861,358861,27.958,255,3752.615,1535.876,297.495,12.802
lesions:D2_5W_Mv_2,6,9012,1502,1.148,255,167.001,62.758,29.143,35.944
leaf:D2_5W_Mv_3,1,410709,410709,32.902,255,3819.638,1516.703,344.781,6.572
lesions:D2_5W_Mv_3,10,3275,327.5,0.479,255,71.81,28.993,11.448,25.447
leaf:D2_5W_Mv_Bg,11,4349103,395373,25.222,255,3683.137,1497.038,325.727,55.147
lesions:D2_5W_Mv_Bg,98,80804,824.531,0.553,255,105.103,39.776,18.855,74.096
leaf:D2_6F_Mv_1,1,240707,240707,29.391,255,2823.423,1136.678,269.626,172.899
lesions:D2_6F_Mv_1,7,6056,865.143,1.574,255,111.307,43.019,18.095,116.216
leaf:D2_6F_Mv_2,1,242491,242491,27.528,255,2881.079,1195.922,258.168,168.917
lesions:D2_6F_Mv_2,3,2408,802.667,0.552,255,110.864,44.831,18.105,159.91
leaf:D2_6F_Mv_3,1,409879,409879,37.557,255,4071.714,1632.142,319.748,1.526
lesions:D2_6F_Mv_3,11,5078,461.636,0.821,255,78.16,27.032,14.999,63.411
leaf:D2_6F_Mv_Bg,10,3790383,379038.3,10.63,255,3579.519,1460.814,320.38,76.715
lesions:D2_6F_Mv_Bg,96,78527,817.99,0.56,255,107.762,38.803,17.583,72.958
leaf:D2_6W_Mv_1,1,367400,367400,37.659,255,3605.797,1483.965,315.229,8.727
lesions:D2_6W_Mv_1,6,7106,1184.333,1.145,255,140.323,55.166,22.564,37.814
leaf:D2_6W_Mv_2,1,515075,515075,38.871,255,4761.277,1944.322,337.297,179.206
lesions:D2_6W_Mv_2,5,1432,286.4,0.193,255,57.913,21.638,13.134,104.687
leaf:D2_6W_Mv_3,1,208492,208492,27.269,255,3002.209,1201.732,220.898,5.385
lesions:D2_6W_Mv_3,5,7535,1507,1.865,255,171.47,67.733,25.25,16.023
leaf:D2_6W_Mv_Bg,10,3021281,302128.1,8.473,254.999,3341.432,1339.312,270.283,8.625
lesions:D2_6W_Mv_Bg,70,86600,1237.143,0.649,255,133.081,47.074,20.116,73.77
leaf:D2_7F_Mv_1_edit,1,558976,558976,41.953,255,4514.598,1839.659,386.871,172.787
lesions:D2_7F_Mv_1_edit,8,4132,516.5,0.444,255,85.434,29.044,12.629,66.901
leaf:D2_7F_Mv_2_edit,1,342188,342188,39.782,255,3098.743,1256.896,346.638,171.904
lesions:D2_7F_Mv_2_edit,8,1095,136.875,0.21,255,45.731,18.403,8.605,129.283
leaf:D2_7F_Mv_3,1,296050,296050,16.048,255,3716.73,1438.084,262.114,160.343
lesions:D2_7F_Mv_3,2,988,494,0.115,255,75.719,29.378,14.847,93.586
leaf:D2_7F_Mv_Bg,10,3264238,326423.8,29.034,255,3406.484,1378.218,295.85,41.125
lesions:D2_7F_Mv_Bg,54,52762,977.074,0.544,255,115.483,41.035,19.298,72.974
leaf:D2_7W_Mv_1,1,467378,467378,38.67,255,3905.01,1578.615,376.966,1.137
lesions:D2_7W_Mv_1,20,13516,675.8,1.948,255,86.499,28.779,16.534,65.121
leaf:D2_7W_Mv_2,1,674724,674724,32.532,255,5353.601,2229.517,385.324,8.453
lesions:D2_7W_Mv_2,17,6464,380.235,0.529,255,63.365,24.202,13.211,55.011
leaf:D2_7W_Mv_3,1,234282,234282,34.006,255,2897.045,1151.203,259.118,6.514
lesions:D2_7W_Mv_3,12,13425,1118.75,3.182,255,127.313,49.51,23.382,22.313
leaf:D2_7W_Mv_Bg,10,4862890,486289,13.638,255,4239.122,1730.281,355.028,16.426
lesions:D2_7W_Mv_Bg,174,141721,814.489,0.74,255,105.647,38.72,18.536,37.7
leaf:D2_8F_Mv_1,1,476430,476430,42.284,255,4195.957,1730.371,350.566,5.438
lesions:D2_8F_Mv_1,10,11541,1154.1,1.533,255,122.851,46.59,23.891,38.704
leaf:D2_8F_Mv_2,1,240143,240143,23.039,255,3034.158,1189.172,257.12,171.666
lesions:D2_8F_Mv_2,5,7647,1529.4,1.778,255,171.479,65.883,20.937,77.751
leaf:D2_8F_Mv_3_edit,1,321117,321117,36.986,255,3569.665,1475.285,277.139,175.266
lesions:D2_8F_Mv_3_edit,6,2633,438.833,0.521,255,77.477,29.466,16.069,146.746
leaf:D2_8F_Mv_Bg,11,4611837,419257.909,33.268,255,3897.417,1585.785,326.226,61.477
