Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle
leaf:D1_4F_Mv_2_August,1,514554,514554,46.39,254.998,4989.527,2024.385,323.629,0.937
lesions:D1_4F_Mv_2_August,4,355,88.75,0.048,255,27.142,10.01,7.115,60.855
leaf:D1_4F_Mv_3_August,1,531567,531567,22.37,255,5264.315,2007.697,337.109,161.909
lesions:D1_4F_Mv_3_August,4,1272,318,0.08,255,59.855,23.79,11.165,137.491
leaf:D1_4W_Edge_Mv_August,21,5544094,264004.476,25.526,254.938,3237.716,1301.378,250.093,94.469
lesions:D1_4W_Edge_Mv_August,5,2256,451.2,0.011,255,73.315,28.019,15.789,125.047
leaf:D1_4W_Mv_1_August,1,244096,244096,31.834,255,2981.214,1247.247,249.183,2.519
lesions:D1_4W_Mv_1_August,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_4W_Mv_2_August,1,433968,433968,43.293,254.908,5223.343,1752.091,315.363,3.724
lesions:D1_4W_Mv_2_August,1,246,246,0.036,255,63.113,25.949,12.071,168.899
leaf:D1_4W_Mv_3_August,1,381158,381158,48.085,255,3975.18,1635.797,296.678,0.635
lesions:D1_4W_Mv_3_August,2,904,452,0.161,255,108.548,37.586,13.213,91.406
leaf:D1_5F_Edge_Mv_August,19,6352446,334339.263,30.01,254.896,3819.507,1515.693,276.897,75.856
lesions:D1_5F_Edge_Mv_August,139,209475,1507.014,1.038,255,132.044,36.18,15.578,91.321
leaf:D1_5F_Mv_1_August,1,603161,603161,48.13,254.997,5116.422,2032.094,377.92,2.311
lesions:D1_5F_Mv_1_August,13,817,62.846,0.092,255,27.875,10.372,5.666,28.997
leaf:D1_5F_Mv_2_August,1,373167,373167,41.213,255,3783.111,1538.019,308.924,4.196
lesions:D1_5F_Mv_2_August,4,946,236.5,0.164,255,58.734,21.992,11.905,73.859
leaf:D1_5F_Mv_3_August,1,421011,421011,29.964,254.999,4193.694,1715.403,312.491,169.944
lesions:D1_5F_Mv_3_August,2,2495,1247.5,0.307,255,214.187,67.648,22.475,169.735
leaf:D1_5W_Edge_Mv_August,20,5532626,276631.3,27.36,254.995,3245.719,1329.274,253.833,91.301
lesions:D1_5W_Edge_Mv_August,1,19,19,9.77E-05,255,15.899,6.158,3.929,38.084
leaf:D1_5W_Mv_1_August,1,375677,375677,40.055,255,4020.459,1581.905,302.374,4.852
lesions:D1_5W_Mv_1_August,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_5W_Mv_2_August,1,142532,142532,21.322,255,2338.42,902.719,201.034,7.555
lesions:D1_5W_Mv_2_August,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_6F_Mv_1_August,1,245714,245714,40.221,255,3014.05,1238.325,252.642,1.718
lesions:D1_6F_Mv_1_August,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_6F_Mv_2_earlyAug,1,525846,525846,31.576,255,4756.696,1903.301,351.772,12.693
lesions:D1_6F_Mv_2_earlyAug,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_6F_Mv_3_earlyAug,1,479771,479771,28.672,255,4207.229,1753.691,348.33,177.899
lesions:D1_6F_Mv_3_earlyAug,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_6W_Edge_Mv_Augusrt,20,6935574,346778.7,31.187,254.931,3782.806,1484.074,292.814,52.048
lesions:D1_6W_Edge_Mv_Augusrt,17,13775,810.294,0.068,255,91.546,34.056,13.886,64.473
leaf:D1_6W_Mv_1_August,1,295974,295974,39.727,255,3850.158,1377.352,273.602,176.479
lesions:D1_6W_Mv_1_August,10,2730,273,0.557,255,58.117,16.404,9.384,98.356
leaf:D1_6W_Mv_2_August,1,367896,367896,37.455,255,3620.837,1532.306,305.696,179.418
lesions:D1_6W_Mv_2_August,2,1958,979,0.385,255,121.64,35.97,22.305,145.484
leaf:D1_6W_Mv_3_August,1,112548,112548,27.273,255,2433.259,1041.654,137.57,2.614
lesions:D1_6W_Mv_3_August,2,1238,619,0.713,255,144.418,48.162,11.996,10.412
leaf:D1_7F_Edge_Mv_August,20,6071175,303558.75,29.459,254.938,3524.642,1435.938,264.74,54.461
lesions:D1_7F_Edge_Mv_August,9,1042,115.778,0.005,255,38.616,14.865,7.925,67.229
leaf:D1_7F_Mv_1_earlyAug,1,449744,449744,30.924,255,4017.087,1680.18,340.816,1.132
lesions:D1_7F_Mv_1_earlyAug,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_7F_Mv_2_earlyAug,1,311277,311277,27.486,255,3370.75,1399.706,283.152,13.175
lesions:D1_7F_Mv_2_earlyAug,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_7F_Mv_3_earlyAug,1,413171,413171,31.405,255,4129.229,1713.608,306.993,1.027
lesions:D1_7F_Mv_3_earlyAug,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_7W_Edge_Mv_August,18,7897369,438742.722,31.634,254.962,4261.187,1593.697,347.534,41.482
lesions:D1_7W_Edge_Mv_August,55,19699,358.164,0.084,255,68.047,21.939,10.311,73.728
leaf:D1_7W_Mv_1_August,1,356101,356101,41.781,255,4182.317,1519.634,298.363,179.105
lesions:D1_7W_Mv_1_August,3,5572,1857.333,1.06,255,184.409,59.274,16.787,59.185
leaf:D1_7W_Mv_2_August,1,226688,226688,39.222,254.999,2813.491,1152.365,250.466,178.302
lesions:D1_7W_Mv_2_August,2,2500,1250,0.755,255,271.907,86.37,17.296,159.614
leaf:D1_7W_Mv_3_August,1,450751,450751,43.904,255,3897.572,1596.256,359.538,179.314
lesions:D1_7W_Mv_3_August,1,224,224,0.034,255,59.698,23.685,12.042,171.284
leaf:D1_8F_Edge_Mv_August,19,7595229,399748.895,35.692,254.905,4251.66,1599.034,315.604,22.567
lesions:D1_8F_Edge_Mv_August,123,41149,334.545,0.194,255,66.073,23.019,11.242,64.748
leaf:D1_8F_Mv_1_earlyAug,1,525856,525856,16.054,255,5165.828,2096.229,319.402,148.017
lesions:D1_8F_Mv_1_earlyAug,95,27652,291.074,1.162,254.999,58.596,17.398,7.442,108.015
leaf:D1_8F_Mv_2_earlyAug,1,353074,353074,24.458,255,3577.263,1481.444,303.452,179.415
lesions:D1_8F_Mv_2_earlyAug,4,540,135,0.106,255,41.395,15.821,9.717,83.699
leaf:D1_8F_Mv_3_earlyAug,1,368804,368804,25.925,255,4014.702,1680.534,279.421,5.058
lesions:D1_8F_Mv_3_earlyAug,4,1193,298.25,0.192,255,53.673,19.459,9.236,40.017
leaf:D1_8W_Edge_Mv_August,18,7758445,431024.722,32.006,254.999,4360.772,1601.544,337.467,50.228
lesions:D1_8W_Edge_Mv_August,28,9857,352.036,0.043,255,63.503,23.417,11.444,89.927
leaf:D1_8W_Mv_1_August,1,214253,214253,33.231,254.989,2955.741,1113.064,245.085,1.174
lesions:D1_8W_Mv_1_August,8,4107,513.375,1.286,255,79.262,24.847,9.732,62.362
leaf:D1_8W_Mv_2_August,1,478570,478570,40.897,254.999,4676.733,1924.794,316.571,178.422
lesions:D1_8W_Mv_2_August,13,20037,1541.308,2.81,255,118.742,32.625,9.211,97.24
leaf:D1_8W_Mv_3_August,1,344967,344967,28.972,254.97,3876.297,1580.637,277.879,166.344
lesions:D1_8W_Mv_3_August,47,8747,186.106,0.986,255,58.392,18.96,7.51,98.988
leaf:D1_9F_Edge_Mv_August,20,5616124,280806.2,28.8,254.986,3218.227,1315.675,267.948,63.87
lesions:D1_9F_Edge_Mv_August,124,24221,195.331,0.13,254.992,55.089,18.889,6.913,75.859
leaf:D1_9F_Mv_1_earlyAug,1,378929,378929,30.393,255,3849.915,1512.183,319.053,1.434
lesions:D1_9F_Mv_1_earlyAug,4,853,213.25,0.154,255,53.052,20.104,11.502,82.218
leaf:D1_9F_Mv_2_earlyAug,1,159153,159153,23.265,255,2139.96,845.49,239.672,1.511
lesions:D1_9F_Mv_2_earlyAug,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_9F_Mv_3_earlyAug,1,641205,641205,28.917,255,4928.149,2044.974,399.226,18.439
lesions:D1_9F_Mv_3_earlyAug,2,499,249.5,0.031,255,56.527,20.583,13.706,22.557
leaf:D1_9W_Edge_Mv_August,20,6915600,345780,30.511,254.989,3710.169,1500.738,285.329,64.054
lesions:D1_9W_Edge_Mv_August,26,46000,1769.231,0.22,255,191.683,63.092,17.19,55.306
leaf:D1_9W_Mv_1_August,1,283183,283183,31.704,255,3481.163,1347.515,267.574,177.451
lesions:D1_9W_Mv_1_August,1,457,457,0.1,255,85.598,31.21,18.644,178.317
leaf:D1_9W_Mv_2_August,1,220277,220277,27.373,255,2872.161,1205.121,232.728,174.422
lesions:D1_9W_Mv_2_August,5,2180,436,0.61,255,98.706,30.106,11.401,128.473
leaf:D1_9W_Mv_3_August,1,275518,275518,17.827,255,3159.724,1268.835,276.474,176.05
lesions:D1_9W_Mv_3_August,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_10F_Edge_Mv_August,20,4688681,234434.05,23.76,254.941,3003.431,1212.119,238.558,74.666
lesions:D2_10F_Edge_Mv_August,6,820,136.667,0.004,255,31.011,11.545,7.372,100.174
leaf:D2_10F_Mv_1_August,1,174915,174915,21.554,255,2949.658,1212.09,183.739,173.226
lesions:D2_10F_Mv_1_August,11,278,25.273,0.077,255,18.045,6.656,4.162,85.657
leaf:D2_10F_Mv_2_August,1,348482,348482,35.054,255,4185.045,1665.29,266.441,0.001
lesions:D2_10F_Mv_2_August,7,1800,257.143,0.358,255,65.606,19.694,10.97,71.3
leaf:D2_10F_Mv_3_August,1,266453,266453,25.093,254.999,3702.952,1437.01,236.086,11.531
lesions:D2_10F_Mv_3_August,1,47,47,0.008,255,25.556,9.395,6.37,104.83
leaf:D2_10W_Mv_1_earlyAug,1,186148,186148,20.745,255,2938.195,1252.224,189.272,4.763
lesions:D2_10W_Mv_1_earlyAug,10,5379,537.9,1.755,255,109.576,36.955,9.607,53.627
leaf:D2_10W_Mv_2_earlyAug,1,176597,176597,18.311,255,2491.474,988.518,227.462,3.433
lesions:D2_10W_Mv_2_earlyAug,20,13970,698.5,5.208,255,109.9,26.859,12.705,96.53
leaf:D2_10W_Mv_3_earlyAug,1,416032,416032,23.185,255,4182.4,1745.321,303.502,2.039
lesions:D2_10W_Mv_3_earlyAug,11,3806,346,0.6,255,66.628,24.452,11.555,75.672
leaf:D2_10W_Mv_Edge_earlyAug,20,6774860,338743,20.192,254.898,3779.227,1540.696,275.675,123.17
lesions:D2_10W_Mv_Edge_earlyAug,180,124588,692.156,0.461,255,105.073,37.416,14.38,104.735
leaf:D2_1F_Edge_Mv_August,19,7931272,417435.368,33.917,254.998,4176.856,1642.551,316.982,58.973
lesions:D2_1F_Edge_Mv_August,52,14106,271.269,0.064,255,55.553,18.942,10.376,77.532
leaf:D2_1F_Mv_1_August,1,520859,520859,40.397,255,4828.265,1980.418,334.868,176.825
lesions:D2_1F_Mv_1_August,10,1431,143.1,0.175,255,35.482,13.174,7.017,63.67
leaf:D2_1F_Mv_2_August,1,457794,457794,36.822,255,4571.305,1921.801,303.3,177.072
lesions:D2_1F_Mv_2_August,3,1066,355.333,0.155,255,76.965,31.03,10.769,114.704
leaf:D2_1F_Mv_3_August,1,280004,280004,28.178,255,3845.849,1563.928,227.959,176.544
lesions:D2_1F_Mv_3_August,5,892,178.4,0.197,255,48.042,17.484,11.099,134.507
leaf:D2_1W_Mv_1_earlyAug,1,803689,803689,34.792,255,5896.595,2429.372,421.215,8.114
lesions:D2_1W_Mv_1_earlyAug,14,2185,156.071,0.145,255,50.326,18.378,6.947,37.052
leaf:D2_1W_Mv_2_earlyAug,1,242990,242990,29.042,254.998,2893.131,1203.609,257.047,178.164
lesions:D2_1W_Mv_2_earlyAug,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_1W_Mv_3_earlyAug,1,447310,447310,29.886,255,3919.579,1601.902,355.535,175.773
lesions:D2_1W_Mv_3_earlyAug,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_1W_Mv_Edge_earlyAug,21,7157252,340821.524,22.033,254.898,3912.929,1539.07,264,89.206
lesions:D2_1W_Mv_Edge_earlyAug,40,16399,409.975,0.055,255,55.341,19.508,11.526,105.232
leaf:D2_2F_Edge_Mv_August,20,5135246,256762.3,22.847,254.814,3303.814,1340.288,240.615,79.793
lesions:D2_2F_Edge_Mv_August,13,1232,94.769,0.006,255,35.367,12.823,7.305,89.288
leaf:D2_2F_Mv_1_August,1,339363,339363,27.787,255,3876.435,1583.651,272.845,179.262
lesions:D2_2F_Mv_1_August,1,852,852,0.168,255,129.296,40.803,26.587,172.047
leaf:D2_2F_Mv_2_August,1,191911,191911,31.244,254.999,2841.693,1176.395,207.71,0.771
lesions:D2_2F_Mv_2_August,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_2F_Mv_3_August,1,305943,305943,30.1,255,3669.298,1540.071,252.936,0.301
lesions:D2_2F_Mv_3_August,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_2W_Mv_1_earlyAug,1,520472,520472,21.636,255,4749.754,1951.694,339.544,159.184
lesions:D2_2W_Mv_1_earlyAug,36,19638,545.5,1.187,255,96.02,29.526,12.988,127.927
leaf:D2_2W_Mv_2_earlyAug,1,240457,240457,22.385,255,2937.641,1197.398,255.687,6.482
lesions:D2_2W_Mv_2_earlyAug,22,11850,538.636,2.929,255,86.079,28.557,10.788,73.476
leaf:D2_2W_Mv_3_earlyAug,1,381887,381887,27.071,255,3841.749,1604.236,303.094,2.268
lesions:D2_2W_Mv_3_earlyAug,48,48155,1003.229,8.57,255,103.339,24.061,10.521,99.142
leaf:D2_2W_Mv_Edge_earlyAug,20,6914549,345727.45,23.079,255,3752.763,1515.027,282.789,98.01
lesions:D2_2W_Mv_Edge_earlyAug,257,127234,495.074,0.517,255,80.914,28.346,12.75,87.551
leaf:D2_3F_Edge_Mv_August,20,6970663,348533.15,30.295,255,3874.434,1557.329,281.202,89.687
lesions:D2_3F_Edge_Mv_August,134,70121,523.291,0.325,254.914,82.388,27.199,12.332,76.859
leaf:D2_3F_Mv_1_August,1,564127,564127,27.329,249.284,5243.174,1980.064,362.75,7.122
lesions:D2_3F_Mv_1_August,4,1118,279.5,0.113,255,62.709,24.431,12.035,94.873
leaf:D2_3F_Mv_2_August,1,509239,509239,38.145,254.906,4158.75,1701.494,381.067,176.645
lesions:D2_3F_Mv_2_August,15,4144,276.267,0.538,255,58.297,21.801,13.208,123.424
leaf:D2_3F_Mv_3_August,1,474019,474019,59.402,255,4631.045,1936.781,311.62,1.862
lesions:D2_3F_Mv_3_August,5,630,126,0.09,255,41.145,15.79,8.692,99.64
leaf:D2_3W_Mv_1_earlyAug,1,722910,722910,36.504,255,5796.557,2447.383,376.091,178.373
lesions:D2_3W_Mv_1_earlyAug,1,382,382,0.036,255,76.426,26.845,18.118,172.84
leaf:D2_3W_Mv_2_earlyAug,1,569098,569098,33.456,255,4687.135,1969.865,367.841,177.048
lesions:D2_3W_Mv_2_earlyAug,2,638,319,0.074,255,65.527,25.519,13.799,136.829
leaf:D2_3W_Mv_3_earlyAug,1,502236,502236,28.783,255,4923.045,2051.534,311.702,179.683
lesions:D2_3W_Mv_3_earlyAug,2,945,472.5,0.125,255,91.376,36.721,15.685,177.911
leaf:D2_3W_Mv_Edge_earlyAug,22,5410253,245920.591,18.451,255,3231.159,1320.267,229.982,105.483
lesions:D2_3W_Mv_Edge_earlyAug,5,444,88.8,0.002,255,30.716,11.41,7.228,61.453
leaf:D2_4F_Edge_Mv_August,20,8700645,435032.25,36.61,254.913,4270.098,1748.079,312.235,46.792
lesions:D2_4F_Edge_Mv_August,92,52129,566.62,0.226,255,89.855,31.535,15.641,73.508
leaf:D2_4F_Mv_1_August,1,291318,291318,29.853,255,3460.261,1462.356,253.644,179.459
lesions:D2_4F_Mv_1_August,2,1019,509.5,0.244,255,97.134,39.135,16.57,89.256
leaf:D2_4F_Mv_2_August,1,230122,230122,22.267,255,3194.237,1351.733,216.759,0.368
lesions:D2_4F_Mv_2_August,3,566,188.667,0.173,255,54.446,20.556,11.108,45.159
leaf:D2_4F_Mv_3_August,1,691941,691941,30.623,255,5550.449,2283.269,385.853,1.656
lesions:D2_4F_Mv_3_August,16,3260,203.75,0.318,255,52.474,20.208,8.778,83.961
leaf:D2_4W_Mv_1_earlyAug,1,399373,399373,31.513,255,4111.874,1720.948,295.475,2.734
lesions:D2_4W_Mv_1_earlyAug,4,717,179.25,0.121,255,48.431,18.919,9.957,66.573
leaf:D2_4W_Mv_2_earlyAug,1,452381,452381,26.825,255,4268.81,1772.402,324.977,173.689
lesions:D2_4W_Mv_2_earlyAug,5,2242,448.4,0.305,255,73.218,27.777,12.88,103.042
leaf:D2_4W_Mv_3_earlyAug,1,624861,624861,29.527,255,5289.077,2248.467,353.84,6.011
lesions:D2_4W_Mv_3_earlyAug,5,315,63,0.028,255,31.468,12.153,6.617,81.459
leaf:D2_4W_Mv_Edge_earlyAug,21,8508844,405183.048,28.625,254.996,4019.795,1652.965,296.13,83.935
lesions:D2_4W_Mv_Edge_earlyAug,121,73430,606.86,0.278,255,88.495,29.621,13.772,77.051
leaf:D2_5F_Edge_Mv_August,20,7638062,381903.1,31.006,255,4015.377,1629.857,292.401,83.229
lesions:D2_5F_Edge_Mv_August,72,37548,521.5,0.156,255,83.275,30.565,12.004,70.104
leaf:D2_5F_Mv_1_August,1,365189,365189,28.498,255,4062.955,1692.927,274.656,1.901
lesions:D2_5F_Mv_1_August,4,364,91,0.065,255,31.824,10.428,6.167,36.662
leaf:D2_5F_Mv_2_August,1,476233,476233,36.503,255,4929.021,2049.783,295.816,178.517
lesions:D2_5F_Mv_2_August,3,275,91.667,0.038,255,35.489,13.252,8.136,174.346
leaf:D2_5F_Mv_3_August,1,379034,379034,24.034,254.999,4119.586,1723.283,280.048,168.008
lesions:D2_5F_Mv_3_August,1,279,279,0.032,255,63.941,22.974,15.462,168.211
leaf:D2_5W_Mv_1_earlyAug,1,488807,488807,36.036,255,4419.527,1712.24,363.482,0.487
lesions:D2_5W_Mv_1_earlyAug,81,42116,519.951,5.221,255,94.339,29.001,9.436,87.062
leaf:D2_5W_Mv_2_earlyAug,1,465874,465874,22.769,255,4706.568,1963.045,302.168,18.249
lesions:D2_5W_Mv_2_earlyAug,6,1488,248,0.1,255,52.422,20.237,9.661,74.259
leaf:D2_5W_Mv_3_earlyAug,1,340331,340331,33.772,254.999,3576.067,1480.87,292.614,2.262
lesions:D2_5W_Mv_3_earlyAug,5,9704,1940.8,1.977,255,183.196,48.452,18.923,82.698
leaf:D2_5W_Mv_Edge_earlyAug,21,7442285,354394.524,26.591,254.955,3890.444,1585.277,270.875,77.569
lesions:D2_5W_Mv_Edge_earlyAug,18,5204,289.111,0.021,255,69.835,26.402,10.219,78.414
leaf:D2_6F_Edge_Mv_August,19,6476629,340875.211,28.899,255,3635.914,1439.035,298.25,94.42
lesions:D2_6F_Edge_Mv_August,343,152397,444.306,0.731,255,80.772,28.439,12.119,83.405
leaf:D2_6F_Mv_1_August,1,334483,334483,24.857,255,3894.699,1608.388,264.785,14.98
lesions:D2_6F_Mv_1_August,26,9924,381.692,1.146,255,77.362,24.61,8.316,48.661
leaf:D2_6F_Mv_2_August,1,262265,262265,33.476,255,3032.646,1248.369,267.49,5.39
lesions:D2_6F_Mv_2_August,25,36030,1441.2,8.913,255,127.327,35.551,12.73,65.178
leaf:D2_6F_Mv_3_August,1,364406,364406,36.208,254.442,4141.045,1624.879,285.545,3.649
lesions:D2_6F_Mv_3_August,5,11104,2220.8,1.89,255,170.053,42.897,23.78,128.11
leaf:D2_6W_Mv_1_earlyAug,1,508845,508845,31.314,255,4399.288,1876.444,345.271,2.629
lesions:D2_6W_Mv_1_earlyAug,4,622,155.5,0.086,255,47.809,18.354,10.687,47.453
leaf:D2_6W_Mv_2_earlyAug,1,362854,362854,26.06,255,3761.648,1548.461,298.361,176.494
lesions:D2_6W_Mv_2_earlyAug,2,943,471.5,0.168,255,90.669,34.024,17.488,171.239
leaf:D2_6W_Mv_3_earlyAug,1,362942,362942,29.044,255,3756.459,1573.192,293.742,5.799
lesions:D2_6W_Mv_3_earlyAug,9,7287,809.667,1.214,255,108.596,35.481,16.676,70.539
leaf:D2_6W_Mv_Edge_earlyAug,20,6462385,323119.25,22.158,254.999,3771.83,1527.769,263.399,48.545
lesions:D2_6W_Mv_Edge_earlyAug,154,134245,871.721,0.532,255,101.181,33.037,13.874,84.406
leaf:D2_7F_Edge_Mv_August,20,7358376,367918.8,29.446,254.892,3974.073,1607.54,282.429,98.462
