Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle
leaf:D1_5W_Edge_Mv_May,20,1145745,57287.25,22.54,255,1200.7,473.961,151.54,118.806
lesions:D1_5W_Edge_Mv_May,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_6F_Edge_Mv_May,19,1129849,59465.737,25.148,255,1233.465,477.381,153.877,67.113
lesions:D1_6F_Edge_Mv_May,1,8,8,1.95E-04,255,9.899,3.489,2.919,0
leaf:D1_6W_Edge_Mv_May_edited,23,1341432,58323.13,18.516,254.996,1361.68,496.497,141.709,52.593
lesions:D1_6W_Edge_Mv_May_edited,4,294,73.5,0.004,255,30.263,9.721,7.119,44.965
leaf:D1_7F_Edge_Mv_may,20,1361663,68083.15,20.996,255,1335.906,524.4,161.98,49.937
lesions:D1_7F_Edge_Mv_may,5,313,62.6,0.005,255,25.488,8.722,6.78,62.686
leaf:D1_7W_Edge_Mv_May,21,1253676,59698.857,15.93,254.996,1340.78,519.609,144.484,81.417
lesions:D1_7W_Edge_Mv_May,14,4113,293.786,0.057,255,49.333,15.095,7.789,73.549
leaf:D1_8F_Edge_Mv_May,20,1194093,59704.65,20.798,255,1280.33,504.845,146.896,65.753
lesions:D1_8F_Edge_Mv_May,3,114,38,0.002,255,22.223,7.838,6.173,122.225
leaf:D1_8W_Edge_Mv_May,20,1022164,51108.2,10.736,254.995,1390.201,494.494,127.169,84.979
lesions:D1_8W_Edge_Mv_May,25,1157,46.28,0.014,255,23.453,8.45,5.53,76.204
leaf:D1_9F_Edge_Mv_May,23,1202387,52277.696,17.606,255,1200.967,464.391,137.317,74.744
lesions:D1_9F_Edge_Mv_May,24,1620,67.5,0.029,255,29.369,10.627,6.441,87.47
leaf:D1_9W_Edge_Mv_May,20,1107080,55354,18.478,254.995,1299.673,459.259,148.524,96.104
lesions:D1_9W_Edge_Mv_May,19,5599,294.684,0.104,255,56.868,19.119,8.542,90.076
leaf:D2_10F_Edge_Mv_May,19,502631,26454.263,10.075,254.999,902.163,336.578,92.568,71.761
lesions:D2_10F_Edge_Mv_May,7,707,101,0.017,255,40.691,14.663,5.904,72.424
leaf:D2_10W_Edge_Mv_May,21,770464,36688.762,16.21,255,975.312,372.152,121.218,89.705
lesions:D2_10W_Edge_Mv_May,15,771,51.4,0.021,255,23.492,8.422,5.615,80.51
leaf:D2_1F_Edge_Mv_May,20,1114026,55701.3,21.227,255,1246.925,487.127,143.734,86.746
lesions:D2_1F_Edge_Mv_May,2,20,10,4.22E-04,255,10.778,3.252,2.815,1.181
leaf:D2_1W_Edge_Mv_May_edited,21,714206,34009.81,13.457,254.783,1119.963,405.533,101.459,100.262
lesions:D2_1W_Edge_Mv_May_edited,34,4568,134.353,0.103,255,46.501,14.964,8.063,86.762
leaf:D2_2F_Edge_Mv_May,19,965078,50793.579,18.824,255,1187.895,465.123,136.199,85.304
lesions:D2_2F_Edge_Mv_May,4,686,171.5,0.015,255,49.784,15.511,8.532,132.846
leaf:D2_2W_Edge_Mv_May_edited,19,700680,36877.895,16.127,254.999,1057.397,380.764,117.642,68.822
lesions:D2_2W_Edge_Mv_May_edited,17,1135,66.765,0.03,255,29.943,10.796,5.914,82.084
leaf:D2_3F_Edge_Mv_May,19,671195,35326.053,13.913,254.991,1015.027,369.742,108.728,104.867
lesions:D2_3F_Edge_Mv_May,23,3592,156.174,0.084,255,42.054,13.884,7.337,80.401
leaf:D2_3W_Edge_Mv_May,20,678681,33934.05,12.236,254.994,1026.732,388.242,108.139,80.008
lesions:D2_3W_Edge_Mv_May,4,116,29,0.002,255,19.874,7.106,5.044,100.068
leaf:D2_4F_Edge_Mv_May,21,887871,42279.571,15.256,254.994,1067.686,406.724,126.009,86.478
lesions:D2_4F_Edge_Mv_May,7,410,58.571,0.008,255,26.852,9.582,6.76,76.544
leaf:D2_4W_Edge_Mv_May_edited,19,495705,26089.737,11.553,254.769,853.395,315.663,98.748,80.978
lesions:D2_4W_Edge_Mv_May_edited,3,446,148.667,0.014,255,47.975,17.863,9.785,155.924
leaf:D2_5F_Edge_Mv_May_edited,19,698392,36757.474,14.727,254.994,1171.657,431.987,103.724,102.166
lesions:D2_5F_Edge_Mv_May_edited,14,2572,183.714,0.058,255,63.181,18.254,9.979,89.457
leaf:D2_5W_Edge_Mv_May,21,836795,39847.381,16.007,254.289,1123.2,418.464,116.661,88.668
lesions:D2_5W_Edge_Mv_May,4,178,44.5,0.004,255,24.031,7.687,5.617,102.513
leaf:D2_6F_Edge_Mv_May,20,985905,49295.25,17.404,254.996,1193.294,446.814,137.429,55.909
lesions:D2_6F_Edge_Mv_May,6,194,32.333,0.004,255,18.728,6.66,4.459,110.592
leaf:D2_6W_Edge_Mv_May,17,488029,28707.588,10.792,254.994,954.67,342.778,98.177,100.466
lesions:D2_6W_Edge_Mv_May,12,1167,97.25,0.028,255,32.535,11.667,6.118,71.573
leaf:D2_7F_Edge_Mv_May,20,951505,47575.25,15.321,254.994,1136.936,430.049,133.79,111.69
lesions:D2_7F_Edge_Mv_May,4,448,112,0.007,255,48.845,19.263,6.214,108.89
leaf:D2_7W_Edge_Mv_May,20,823313,41165.65,16.353,254.999,1020.667,389.01,129.862,85.238
lesions:D2_7W_Edge_Mv_May,15,4000,266.667,0.088,255,49.616,14.125,9.641,61.389
leaf:D2_8F_Edge_Mv_May,19,1167753,61460.684,20.793,254.971,1310.218,486.72,156.38,74.117
lesions:D2_8F_Edge_Mv_May,8,1653,206.625,0.034,255,56.941,15.952,10.723,63.935
leaf:D2_8W_Edge_Mv_May,20,1088393,54419.65,18.063,255,1239.638,458.826,145.46,92.205
lesions:D2_8W_Edge_Mv_May,9,1804,200.444,0.032,255,60.029,24.57,8.065,82.39
leaf:D2_9F_Edge_Mv_May,20,484657,24232.85,9.663,254.771,922.613,332.986,82.469,85.47
lesions:D2_9F_Edge_Mv_May,19,1067,56.158,0.025,255,25.304,9.203,5.416,78.132
leaf:D2_9W_Edge_Mv_May,21,619445,29497.381,11.466,254.997,930.423,345.703,104.299,87.28
lesions:D2_9W_Edge_Mv_May,10,713,71.3,0.014,255,30.93,10.389,6.963,91.835
leaf:D3_10F_Edge_Mv_May,21,538360,25636.19,9.854,254.999,801.936,315.685,100.201,71.907
lesions:D3_10F_Edge_Mv_May,28,13878,495.643,0.342,255,57.937,19.648,8.478,83.197
leaf:D3_10W_Edge_Mv_May,22,638889,29040.409,19.174,255,858.998,342.014,104.481,54.17
lesions:D3_10W_Edge_Mv_May,19,3622,190.632,0.126,255,52.956,19.488,9.035,69.138
leaf:D3_1F_Edge_Mv_May,20,656763,32838.15,14.775,255,912.898,362.57,111.007,52.831
lesions:D3_1F_Edge_Mv_May,18,32537,1807.611,1.003,255,110.727,39.75,16.055,63.751
leaf:D3_1W_Edge_Mv_May,20,600681,30034.05,13.591,254.985,953.254,381.923,96.853,83.697
lesions:D3_1W_Edge_Mv_May,22,4225,192.045,0.107,255,53.77,20.307,8.855,61.627
leaf:D3_2F_Edge_Mv_May,20,950532,47526.6,23.407,255,1155.385,456.233,130.693,71.604
lesions:D3_2F_Edge_Mv_May,26,7456,286.769,0.228,255,48.59,16.855,9.721,76.095
leaf:D3_2W_Edge_Mv_May,18,703593,39088.5,14.673,255,1057.055,410.606,118.302,79.341
lesions:D3_2W_Edge_Mv_May,8,363,45.375,0.01,255,21.069,7.733,5.338,71.91
leaf:D3_3F_Edge_Mv_May,20,873243,43662.15,16.581,255,1042.074,409.896,130.448,107.75
lesions:D3_3F_Edge_Mv_May,12,1613,134.417,0.036,255,38.432,13.48,7.32,98.819
leaf:D3_3W_Edge_Mv_May,20,849663,42483.15,17.971,255,993.763,392.173,128.386,56.766
lesions:D3_3W_Edge_Mv_May,12,779,64.917,0.018,255,27.568,9.505,6.051,76.195
leaf:D3_4F_Edge_Mv_May,20,1226601,61330.05,26.975,255,1252.775,496.627,152.531,65.379
lesions:D3_4F_Edge_Mv_May,12,1087,90.583,0.026,255,38.323,14.107,6.432,103.486
leaf:D3_4W_Edge_Mv_May,19,895296,47120.842,18.132,255,1108.574,438.355,126.707,52.522
lesions:D3_4W_Edge_Mv_May,3,167,55.667,0.004,255,29.199,11.272,6.339,116.929
leaf:D3_5F_Edge_Mv_May,20,773736,38686.8,14.35,255,974.801,387.77,122.782,90.028
lesions:D3_5F_Edge_Mv_May,7,4208,601.143,0.098,255,96.718,35.853,12.55,83.909
leaf:D3_5W_Edge_Mv_May,21,923528,43977.524,16.508,255,1078.989,419.585,127.5,52.877
lesions:D3_5W_Edge_Mv_May,12,1306,108.833,0.025,255,36.917,13.685,7.039,46.737
leaf:D3_6F_Edge_Mv_May,20,943964,47198.2,17.552,255,1084.601,427.93,134.669,67.16
lesions:D3_6F_Edge_Mv_May,13,1566,120.462,0.033,255,41.955,13.727,8.869,95.268
leaf:D3_6W_Edge_Mv_May,19,754801,39726.368,17.22,254.988,1075.477,423.666,112.575,43.953
lesions:D3_6W_Edge_Mv_May,5,196,39.2,0.005,255,19.762,7.588,4.349,69.47
leaf:D3_7F_Edge_Mv_May,20,1102232,55111.6,20.173,255,1209.779,483.51,143.742,75.64
lesions:D3_7F_Edge_Mv_May,5,251,50.2,0.005,255,25.585,9.176,5.655,90.658
leaf:D3_7W_Edge_Mv_May,19,480022,25264.316,11.893,255,807.676,312.581,100.958,69.457
lesions:D3_7W_Edge_Mv_May,24,5331,222.125,0.156,255,55.539,19.639,8.855,53.944
leaf:D3_8F_Edge_Mv_May,20,1017849,50892.45,17.117,255,1168.771,459.011,137.229,114.891
lesions:D3_8F_Edge_Mv_May,10,1234,123.4,0.024,255,45.282,16.43,7.601,83.772
leaf:D3_8W_Edge_Mv_May,23,754485,32803.696,17.662,255,890.792,355.932,110.149,102.147
lesions:D3_8W_Edge_Mv_May,3,6927,2309,0.184,255,221.709,86.444,14.571,150.807
leaf:D3_9F_Edge_Mv_May,19,934918,49206.211,20.147,255,1129.97,445.706,138.742,69.354
lesions:D3_9F_Edge_Mv_May,2,75,37.5,0.002,255,21.849,7.561,6.349,13.707
leaf:D3_9W_Edge_Mv_May,20,447590,22379.5,11.181,255,774.651,298.12,90.019,71.65
lesions:D3_9W_Edge_Mv_May,25,8712,348.48,0.262,255,72.501,25.121,10.95,80.831
leaf:D4_10F_Edge_Mv_May,19,630712,33195.368,18.538,254.999,998.832,372.752,112.197,92.807
lesions:D4_10F_Edge_Mv_May,24,3164,131.833,0.098,255,47.7,16.085,8.044,94.836
leaf:D4_10W_Edge_Mv_May,20,477401,23870.05,12.117,254.986,830.749,319.298,89.79,78.072
lesions:D4_10W_Edge_Mv_May,21,4733,225.381,0.129,255,58.684,17.46,7.678,80.801
leaf:D4_1F_Edge_Mv_May,21,562036,26763.619,8.942,254.988,950.961,356.688,93.601,91.47
lesions:D4_1F_Edge_Mv_May,15,791,52.733,0.016,255,24.789,8.455,4.783,76.484
leaf:D4_1W_Edge_Mv_May,18,534083,29671.278,11.229,254.934,1049.991,359.881,99.934,61.246
lesions:D4_1W_Edge_Mv_May,47,5126,109.064,0.134,255,35.604,12.147,6.835,92.481
leaf:D4_2F_Edge_Mv_May,20,659495,32974.75,13.253,254.075,986.002,364.258,111.291,60.473
lesions:D4_2F_Edge_Mv_May,2,263,131.5,0.007,255,50.163,16.567,9.142,88.958
leaf:D4_2W_Edge_Mv_May,21,758835,36135,14.389,254.995,973.303,379.965,117.62,82.631
lesions:D4_2W_Edge_Mv_May,6,1697,282.833,0.043,255,79.743,25.083,12.043,98.916
leaf:D4_3F_Edge_Mv_May,20,550918,27545.9,10.842,254.994,953.542,341.811,99.184,94.116
lesions:D4_3F_Edge_Mv_May,15,830,55.333,0.019,255,26.746,9.941,5.065,72.448
leaf:D4_3W_Edge_Mv_May,22,476541,21660.955,11.409,252.527,829.326,308.115,83.206,71.839
lesions:D4_3W_Edge_Mv_May,40,6416,160.4,0.184,255,43.986,12.675,6.987,77.038
leaf:D4_4F_Edge_Mv_May,18,628599,34922.167,12.079,254.996,1027.955,383.461,113.753,65.357
lesions:D4_4F_Edge_Mv_May,6,247,41.167,0.006,255,21.809,7.517,5.684,85.26
leaf:D4_4W_Edge_Mv_May,19,395108,20795.158,9.471,254.875,874.14,294.173,89.225,73.125
lesions:D4_4W_Edge_Mv_May,22,802,36.455,0.023,255,22.33,7.808,4.523,66.394
leaf:D4_5F_Edge_Mv_May,16,850314,53144.625,13.091,254.996,1376.374,508.306,127.556,113.681
lesions:D4_5F_Edge_Mv_May,18,587,32.611,0.012,255,18.262,5.894,3.641,56.969
leaf:D4_5W_Edge_Mv_May,18,433471,24081.722,10.858,254.996,861.677,308.929,94.975,78.443
lesions:D4_5W_Edge_Mv_May,6,960,160,0.03,255,41.294,16.199,5.662,38.575
leaf:D4_6F_Edge_Mv_May,18,477588,26532.667,11.809,254.984,905.842,331.851,98.038,101.745
lesions:D4_6F_Edge_Mv_May,20,13397,669.85,0.412,255,67.249,22.257,9.82,97.334
leaf:D4_6W_Edge_Mv_May,20,435030,21751.5,12.315,254.997,768.021,293.08,90.446,91.74
lesions:D4_6W_Edge_Mv_May,12,2641,220.083,0.097,255,61.595,21.56,8.942,104.315
leaf:D4_7F_Edge_Mv_May,19,736466,38761.368,14.521,254.999,1132.568,430.622,113.117,90.122
lesions:D4_7F_Edge_Mv_May,14,2193,156.643,0.048,255,49.524,16.646,7.91,87.571
leaf:D4_7W_Edge_Mv_May,19,380963,20050.684,11.029,253.841,822.025,304.001,82.942,71.019
lesions:D4_7W_Edge_Mv_May,37,1873,50.622,0.064,255,26.832,9.514,5.599,62.224
leaf:D4_8F_Edge_Mv_May,20,493054,24652.7,12.489,254.995,895.418,301.845,101.971,76.462
lesions:D4_8F_Edge_Mv_May,15,902,60.133,0.025,255,27.715,9.788,6.273,75.447
leaf:D4_8W_Edge_Mv_May,19,576928,30364.632,10.989,254.996,963.952,361.066,103.748,75.95
lesions:D4_8W_Edge_Mv_May,51,23113,453.196,0.532,255,81.807,23.352,10.23,85.3
leaf:D4_9F_Edge_Mv_May,17,548755,32279.706,11.104,254.998,1030.143,362.555,100.703,104.138
lesions:D4_9F_Edge_Mv_May,22,2112,96,0.049,255,29.243,9.817,5.916,67.351
leaf:D4_9W_Edge_Mv_May,20,529091,26454.55,12.698,254.951,909.917,319.209,99.099,75.731
lesions:D4_9W_Edge_Mv_May,13,555,42.692,0.015,255,23.148,8.561,5.355,78.495
