Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle
lesions:D1_1F_Mv_3_June_edited,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_1W_Edge_Mv_June,18,2912075,161781.944,26.641,254.999,2382.8,861.13,236.56,92.853
lesions:D1_1W_Edge_Mv_June,13,1536,118.154,0.016,255,40.806,13.527,7.207,71.321
leaf:D1_1W_Mv_1_June,1,153561,153561,29.07,255,2223.894,886.411,220.575,88.769
lesions:D1_1W_Mv_1_June,7,1490,212.857,0.629,255,75.69,29.22,7.686,96.018
leaf:D1_1W_Mv_2_June,1,133300,133300,26.267,255,2158.237,862.944,196.679,81.355
lesions:D1_1W_Mv_2_June,10,785,78.5,0.352,255,34.189,11.757,6.802,93.489
leaf:D1_1W_Mv_3_June,1,115345,115345,52.823,255,1689.367,652.948,224.921,179.251
lesions:D1_1W_Mv_3_June,23,4598,199.913,2.673,255,61.39,20.907,8.399,73.939
leaf:D1_2F_Edge_Mv_June,19,3966653,208771.211,31.882,255,2564.414,990.76,265.733,98.752
lesions:D1_2F_Edge_Mv_June,1,511,511,0.005,255,155.397,66.8,9.74,81.088
leaf:D1_2F_Mv_1_June,1,106791,106791,27.569,255,1763.693,686.035,198.198,84.127
lesions:D1_2F_Mv_1_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_2F_Mv_2_June,1,293217,293217,35.327,255,3049.045,1165.245,320.392,90.449
lesions:D1_2F_Mv_2_June,58,21786,375.621,4.74,255,74.451,18.423,8.505,70.35
leaf:D1_2F_Mv_3_June,1,258975,258975,19.799,255,2671.932,1048.225,314.567,10.53
lesions:D1_2F_Mv_3_June,13,463,35.615,0.107,255,19.925,6.747,4.636,79.886
leaf:D1_2W_Edge_Mv_June,18,4009480,222748.889,33.516,254.991,2724.329,960.524,267.89,83.824
lesions:D1_2W_Edge_Mv_June,8,1754,219.25,0.015,255,46.297,15.198,8.538,74.333
leaf:D1_2W_Mv_1_June,1,223606,223606,22.22,255,2530.812,982.062,289.904,1.21
lesions:D1_2W_Mv_1_June,3,89,29.667,0.026,255,21.004,7.097,5.142,61.111
leaf:D1_2W_Mv_2_June_edited,1,54501,54501,12.979,255,1233.075,463.62,149.676,97.327
lesions:D1_2W_Mv_2_June_edited,2,493,246.5,0.563,255,78.79,24.607,11.781,98.236
leaf:D1_2W_Mv_3_June,1,111838,111838,21.351,255,1749.592,672.166,211.847,4.965
lesions:D1_2W_Mv_3_June,2,90,45,0.051,255,25.385,9.079,5.759,79.433
leaf:D1_3F_edge_Mv_June,18,2685732,149207.333,21.168,255,2209.15,867.312,207.7,85.164
lesions:D1_3F_edge_Mv_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_3F_Mv_1_June,1,312446,312446,40.068,254.998,2864.241,1107.316,359.264,2.307
lesions:D1_3F_Mv_1_June,3,243,81,0.055,255,47.261,18.478,5.776,87.869
leaf:D1_3F_Mv_2_June,1,210980,210980,37.864,255,2760.494,977.643,274.771,89.799
lesions:D1_3F_Mv_2_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_3F_Mv_3_June,1,274889,274889,18.141,254.999,3465.263,1304.184,268.367,1.076
lesions:D1_3F_Mv_3_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_3W_Edge_Mv_June,17,5408679,318157.588,36.645,255,3287.755,1173.02,332.486,95.759
lesions:D1_3W_Edge_Mv_June,10,14100,1410,0.112,255,120.488,26.102,14.711,89.316
leaf:D1_3W_Mv_1_June,1,140560,140560,24.998,255,1886.604,741.55,241.341,9.755
lesions:D1_3W_Mv_1_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_3W_Mv_2_June,1,163783,163783,23.499,254.997,2816.199,1031.247,202.216,89.792
lesions:D1_3W_Mv_2_June,5,564,112.8,0.174,255,50.838,17.106,6.089,98.992
leaf:D1_3W_Mv_3_June,1,144394,144394,32.304,255,2114.06,830.222,221.445,96.907
lesions:D1_3W_Mv_3_June,3,526,175.333,0.224,255,71.113,22.531,5.421,102.453
leaf:D1_4F_Edge_Mv_June,19,4912629,258559.421,27.73,255,2730.248,1040.877,305.953,72.914
lesions:D1_4F_Edge_Mv_June,15,2117,141.133,0.014,255,47.832,16.777,8.476,72.226
leaf:D1_4F_Mv_1_June_edited,1,185973,185973,30.374,255,2492.487,942.811,251.151,95.332
lesions:D1_4F_Mv_1_June_edited,4,211,52.75,0.074,255,26.41,10.237,5.879,95.476
leaf:D1_4F_Mv_2_June_edited,1,324532,324532,33.385,254.99,3378.282,1262.171,327.378,88.466
lesions:D1_4F_Mv_2_June_edited,4,9273,2318.25,1.815,255,190.181,75.297,20.113,67.413
leaf:D1_4F_Mv_3_June_edited,1,310181,310181,32.42,255,3294.878,1306.457,302.295,86.421
lesions:D1_4F_Mv_3_June_edited,1,15,15,0.003,255,13.071,4.659,4.099,45.001
leaf:D1_4W_Edge_Mv_June,20,2224937,111246.85,21.667,254.999,1837.955,716.869,176.608,63.077
lesions:D1_4W_Edge_Mv_June,1,82,82,8.92E-04,255,32.385,11.162,9.354,93.812
leaf:D1_4W_Mv_1_June,1,86776,86776,39.747,255,2000.899,794.506,139.063,1.453
lesions:D1_4W_Mv_1_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_4W_Mv_2_June,1,107367,107367,14.123,255,1896.815,778.958,175.496,2.398
lesions:D1_4W_Mv_2_June,2,195,97.5,0.125,255,49.284,18.733,5.467,13.364
leaf:D1_4W_Mv_3_June,1,51018,51018,12.342,255,1263.418,468.69,138.595,92.674
lesions:D1_4W_Mv_3_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_5F_Edge_Mv_June,18,3755242,208624.556,31.738,255,2591.123,989.04,257.694,92.489
lesions:D1_5F_Edge_Mv_June,15,2347,156.467,0.024,255,39.216,14,7.51,73.558
leaf:D1_5F_Mv_1_June,1,398106,398106,23.695,255,3545.388,1435.864,353.017,178.313
lesions:D1_5F_Mv_1_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_5F_Mv_2_June,1,314211,314211,45.092,255,2929.631,1156.31,345.985,94.147
lesions:D1_5F_Mv_2_June,3,293,97.667,0.062,255,44.594,17.004,7.291,128.442
leaf:D1_5F_Mv_3_June,1,432239,432239,39.563,254.35,3839.302,1445.339,380.771,93.005
lesions:D1_5F_Mv_3_June,27,2452,90.815,0.377,254.589,41.432,15.743,5.922,86.113
leaf:D1_5W_Edge_Mv_June,19,2590406,136337.158,21.62,255,2088.228,825.578,188.682,56.469
lesions:D1_5W_Edge_Mv_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_5W_Mv_1,1,57792,57792,11.998,255,1407.81,582.272,126.372,107.658
lesions:D1_5W_Mv_1,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_5W_Mv_2_June,1,54403,54403,32.807,255,1353.293,531.794,130.254,91.107
lesions:D1_5W_Mv_2_June,1,6,6,0.007,255,7.657,3.385,2.257,0
leaf:D1_6F_Edge_Mv_June,17,3157013,185706.647,23.067,255,2545.738,964.399,233.134,49.379
lesions:D1_6F_Edge_Mv_June,1,115,115,9.56E-04,255,42.87,14.776,9.91,97.198
leaf:D1_6F_Mv_1_June_edited,1,104263,104263,17.036,254.998,1864.158,747.355,177.629,28.865
lesions:D1_6F_Mv_1_June_edited,2,28,14,0.009,255,13.607,5.073,3.547,77.492
leaf:D1_6F_Mv_2_June,1,293585,293585,17.792,253.465,3591.108,1348.091,277.284,17.181
lesions:D1_6F_Mv_2_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_6F_Mv_3_June_edited,1,106512,106512,28.343,255,1815.734,656.978,206.423,87.61
lesions:D1_6F_Mv_3_June_edited,2,97,48.5,0.06,255,23.021,8.613,5.86,8.019
leaf:D1_6W_Edge_Mv_June,15,3892019,259467.933,28.746,254.994,3206.766,1087.413,290.409,65.661
lesions:D1_6W_Edge_Mv_June,4,935,233.75,0.008,255,52.724,20.797,7.889,47.97
leaf:D1_6W_Mv_1_June,1,115923,115923,16.852,255,2081.609,807.199,182.852,175.079
lesions:D1_6W_Mv_1_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_6W_Mv_2_June,1,171866,171866,30.348,255,2431.693,1000.913,218.627,88.629
lesions:D1_6W_Mv_2_June,16,25208,1575.5,10.176,255,123.533,41.764,10.908,71.391
leaf:D1_6W_Mv_3_June,1,45632,45632,7.696,255,1267.034,489.728,118.638,169.319
lesions:D1_6W_Mv_3_June,3,200,66.667,0.237,255,35.765,9.585,6.713,106.629
leaf:D1_7F_Edge_Mv_June,20,3117167,155858.35,26.818,254.969,2277.267,856.04,220.478,46.417
lesions:D1_7F_Edge_Mv_June,4,1115,278.75,0.011,255,59.648,19.663,12.797,93.407
leaf:D1_7F_Mv_1_June_edited,1,336876,336876,40.543,254.986,3407.295,1277.44,335.768,89.182
lesions:D1_7F_Mv_1_June_edited,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_7F_Mv_2_June,1,470624,470624,46.12,254.998,3762.525,1547.706,387.165,92.665
lesions:D1_7F_Mv_2_June,12,8824,735.333,1.304,255,108.847,29.686,14.957,96
leaf:D1_7F_Mv_3_June,1,147334,147334,28.485,255,1960.386,702.512,267.03,176.103
lesions:D1_7F_Mv_3_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_7W_Edge_Mv_June,18,3169070,176059.444,21.72,255,2339.772,897.603,237.461,87.05
lesions:D1_7W_Edge_Mv_June,12,709,59.083,0.007,255,27.934,8.639,6.673,81.845
leaf:D1_7W_Mv_1_June,1,89725,89725,11.386,255,1659.886,676.233,168.938,90.082
lesions:D1_7W_Mv_1_June,1,155,155,0.121,255,57.113,22.21,8.886,104.881
leaf:D1_7W_Mv_2,1,171083,171083,23.267,255,2273.551,939.551,231.844,0.094
lesions:D1_7W_Mv_2,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_7W_Mv_3_June,1,107510,107510,18.278,254.995,1716.036,623.713,219.47,11.518
lesions:D1_7W_Mv_3_June,15,1541,102.733,0.882,255,43.302,12.592,6.526,58.29
leaf:D1_8F_Edge_Mv_June,20,3983938,199196.9,30.693,255,2582.497,1028.494,238.18,54.489
lesions:D1_8F_Edge_Mv_June,7,1850,264.286,0.016,255,50.786,17.957,10.672,101.709
leaf:D1_8F_Mv_1_June_edited,1,220462,220462,26.074,255,2337.866,907.983,309.148,81.227
lesions:D1_8F_Mv_1_June_edited,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_8F_Mv_2_June_edited,1,149105,149105,55.54,255,1794.018,691.839,274.408,93.754
lesions:D1_8F_Mv_2_June_edited,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_8F_Mv_3_June,1,251654,251654,39.026,255,2711.984,1078.227,297.169,91.879
lesions:D1_8F_Mv_3_June,10,392,39.2,0.104,255,24.235,9.713,4.103,73.285
leaf:D1_8W_Edge_Mv_June,15,3740342,249356.133,33.886,255,3163.915,1214.872,252.259,86.848
lesions:D1_8W_Edge_Mv_June,1,369,369,0.003,255,153.054,70.461,6.668,75.249
leaf:D1_8W_Mv_1_June,1,127207,127207,20.115,255,1692.955,644.949,251.128,110.93
lesions:D1_8W_Mv_1_June,1,64,64,0.029,255,30.971,12.238,6.658,52.894
leaf:D1_8W_Mv_2_June,1,74364,74364,10.612,255,1423.71,512.472,184.758,175.685
lesions:D1_8W_Mv_2_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_8W_Mv_3_June,1,71374,71374,15.751,255,1589.904,615.872,147.557,179.803
lesions:D1_8W_Mv_3_June,21,3562,169.619,3.274,255,55.533,17.88,6.593,96.58
leaf:D1_9F_Edge_Mv_June,20,2968960,148448,25.608,255,2173.706,874.419,208.708,87.747
lesions:D1_9F_Edge_Mv_June,7,1499,214.143,0.018,255,52.876,14.396,9.489,55.273
leaf:D1_9F_Mv_1_June_edited,1,73419,73419,21.894,255,1456.896,581.225,160.833,124.001
lesions:D1_9F_Mv_1_June_edited,2,58,29,0.029,255,19.142,6.824,5.372,144.607
leaf:D1_9F_Mv_2_June,1,153267,153267,22.202,255,2026.93,800.392,243.813,8.432
lesions:D1_9F_Mv_2_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_9F_Mv_3_June,1,22528,22528,5.951,255,866.85,330.371,86.822,22.592
lesions:D1_9F_Mv_3_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_9W_Edge_Mv_June,19,3633846,191255.053,18.416,254.839,2537.351,1003.626,230.795,73.211
lesions:D1_9W_Edge_Mv_June,1,6,6,3.31E-05,255,7.657,3.385,2.257,90
leaf:D1_9W_Mv_1_June,1,147288,147288,24.108,255,2040.587,792.415,236.66,78.246
lesions:D1_9W_Mv_1_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_9W_Mv_2_June,1,237742,237742,13.826,254.929,2765.757,1117.478,270.88,40.064
lesions:D1_9W_Mv_2_June,42,172721,4112.405,22.367,255,159.22,32.481,14.832,61.098
leaf:D1_9W_Mv_3_June,1,142756,142756,16.829,255,2270.303,902.166,201.474,79.517
lesions:D1_9W_Mv_3_June,3,164,54.667,0.06,255,27.799,9.348,6.127,20.136
leaf:D2_10F_Edge_Mv_June,20,3426332,171316.6,25.123,254.942,2462.457,983.01,218.8,66.279
lesions:D2_10F_Edge_Mv_June,2,200,100,0.002,255,46.577,15.363,7.713,104.456
leaf:D2_10F_Mv_1_June,1,234263,234263,41.574,255,2449.381,909.287,328.029,179.947
lesions:D2_10F_Mv_1_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_10F_Mv_2_June,1,350790,350790,44.966,255,3328.844,1311.542,340.546,5.026
lesions:D2_10F_Mv_2_June,7,311,44.429,0.056,255,22.344,9.095,4.523,23.111
leaf:D2_10F_Mv_3_June,1,176295,176295,30.185,255,2222.244,850.333,263.974,176.787
lesions:D2_10F_Mv_3_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_10W_Edge_Mv_June,19,4528357,238334.579,30.551,255,2571.353,1030.811,292.352,44.226
lesions:D2_10W_Edge_Mv_June,11,2105,191.364,0.015,255,45.265,17.011,9.45,73.395
leaf:D2_10W_Mv_1_June,1,337131,337131,23.583,255,3286.175,1309.102,327.895,179.127
lesions:D2_10W_Mv_1_June,2,11,5.5,0.002,255,8.071,3.052,2.17,68.394
leaf:D2_10W_Mv_2_June_edited,1,285636,285636,37.783,255,3098.778,1149.404,316.41,90.882
lesions:D2_10W_Mv_2_June_edited,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_10W_Mv_3_June,1,117721,117721,26.388,255,1895.224,753.917,198.811,89.672
lesions:D2_10W_Mv_3_June,1,30,30,0.017,255,19.556,6.982,5.47,24.621
leaf:D2_1F_Edge_Mv_June,21,5998035,285620.714,28.132,254.994,2878.665,1158.517,302.65,69.869
lesions:D2_1F_Edge_Mv_June,5,2565,513,0.014,255,88.835,29.237,16.469,30.577
leaf:D2_1F_Mv_1_June,1,172288,172288,40.826,255,2351.197,942.514,232.743,13.92
lesions:D2_1F_Mv_1_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_1F_Mv_2_June,1,306494,306494,49.496,255,2945.731,1128.22,345.89,179.559
lesions:D2_1F_Mv_2_June,1,34,34,0.007,255,20.728,7.3,5.93,146.401
leaf:D2_1F_Mv_3_June,1,198440,198440,31.169,255,2280.268,902.359,280.001,13.346
lesions:D2_1F_Mv_3_June,5,957,191.4,0.287,255,54.741,20.839,11.107,69.802
leaf:D2_1W_Edge_Mv_June,20,4070216,203510.8,26.615,254.995,2427.124,963.519,256.239,62.39
lesions:D2_1W_Edge_Mv_June,1,249,249,0.002,255,66.527,27.205,11.654,70.094
leaf:D2_1W_Mv_1_June,1,127057,127057,33.16,255,1849.509,708.782,228.242,95.58
lesions:D2_1W_Mv_1_June,1,85,85,0.043,255,39.213,13.959,7.753,11.065
leaf:D2_1W_Mv_2_June_edited,1,287897,287897,23.577,255,3166.695,1231.765,297.591,178.791
lesions:D2_1W_Mv_2_June_edited,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_1W_Mv_3_June,1,204046,204046,29.377,255,2510.293,931.059,279.036,82.111
lesions:D2_1W_Mv_3_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_2F_Edge_Mv_June,20,3808964,190448.2,23.359,255,2444.933,989.6,237.385,82.394
lesions:D2_2F_Edge_Mv_June,6,681,113.5,0.005,255,49.604,21.689,5.268,52.598
leaf:D2_2F_Mv_1_June,1,523961,523961,49.313,255,4547.378,1795.405,371.575,178.137
lesions:D2_2F_Mv_1_June,1,10,10,0.001,255,11.071,3.966,3.21,90
leaf:D2_2F_Mv_2_June,1,112989,112989,41.228,255,1631.408,627.392,229.302,5.256
lesions:D2_2F_Mv_2_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_2F_Mv_3_June,1,91114,91114,46.809,255,1431.928,563.717,205.795,177.063
lesions:D2_2F_Mv_3_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_2W_Edge_Mv_June,20,5560253,278012.65,27.137,255,2775.513,1108.801,312.885,56.802
lesions:D2_2W_Edge_Mv_June,12,4059,338.25,0.023,255,68.244,23.753,14.153,82.035
leaf:D2_2W_Mv_1_June,1,82099,82099,19.359,255,1580.372,634.127,164.844,83.894
lesions:D2_2W_Mv_1_June,1,84,84,0.066,255,32.385,11.413,9.371,92.703
leaf:D2_2W_Mv_2_June_edited,1,100436,100436,33.972,254.995,1605.994,617.468,207.102,80.483
lesions:D2_2W_Mv_2_June_edited,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_2W_Mv_3_June_edited,1,147617,147617,21.253,255,2047.273,766.625,245.168,179.652
lesions:D2_2W_Mv_3_June_edited,1,37,37,0.017,255,23.556,8.005,5.885,52.074
leaf:D2_3F_Edge_Mv_June,20,5037810,251890.5,33.801,254.999,2554.036,1009.664,306.667,40.736
lesions:D2_3F_Edge_Mv_June,13,4928,379.077,0.034,255,66.672,22.67,13.713,43.728
leaf:D2_3F_Mv_1_june,1,267917,267917,48.394,255,2582.653,1013.27,336.655,0.501
lesions:D2_3F_Mv_1_june,1,47,47,0.012,255,24.971,9.172,6.525,45.136
leaf:D2_3F_Mv_2_June,1,81910,81910,31.881,255,1466.614,581.566,179.328,10.205
lesions:D2_3F_Mv_2_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_3F_Mv_3_June,1,147736,147736,38.63,255,2493.426,976.993,192.533,0.41
lesions:D2_3F_Mv_3_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_3W_Edge_Mv_June,20,3033490,151674.5,20.104,255,2221.261,894.597,209.339,74.09
lesions:D2_3W_Edge_Mv_June,1,27,27,2.03E-04,255,20.728,7.321,4.696,147.375
leaf:D2_3W_Mv_1_June,1,83649,83649,19.299,255,1413.342,550.213,193.571,91.246
lesions:D2_3W_Mv_1_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_3W_Mv_2_June_edited,1,88490,88490,30.444,255,1418.112,541.983,207.883,75.106
lesions:D2_3W_Mv_2_June_edited,1,385,385,0.271,255,127.439,45.853,10.691,50.822
leaf:D2_3W_Mv_3_June,1,485693,485693,32.803,255,4041.704,1647.639,375.327,99.039
lesions:D2_3W_Mv_3_June,1,8,8,9.51E-04,255,9.071,3.538,2.879,135
leaf:D2_4F_Edge_Mv_June,20,3723159,186157.95,29.137,255,2227.202,887.454,251.914,84.601
lesions:D2_4F_Edge_Mv_June,3,593,197.667,0.005,255,48.984,18.172,10.378,50.756
leaf:D2_4F_Mv_1_June,1,391862,391862,45.726,255,3957.253,1382.058,361.008,175.479
lesions:D2_4F_Mv_1_June,2,1964,982,0.34,255,152.246,40.713,29.218,89.436
leaf:D2_4F_Mv_2_June,1,237949,237949,49.768,255,2426.653,942.233,321.54,175.899
lesions:D2_4F_Mv_2_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_4F_Mv_3_June,1,561832,561832,42.307,255,4491.211,1854.119,385.815,2.538
lesions:D2_4F_Mv_3_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_4W_Edge_Mv_June,20,3647007,182350.35,23.631,255,2176.466,871.993,260.306,42.606
lesions:D2_4W_Edge_Mv_June,2,22,11,1.54E-04,255,11.607,4.185,3.325,84.786
leaf:D2_4W_Mv_1_June_edited,1,155762,155762,21.428,254.998,2114.136,811.458,244.403,2.352
lesions:D2_4W_Mv_1_June_edited,8,1978,247.25,0.825,255,63.375,25.193,7.483,130.986
leaf:D2_4W_Mv_2_June,1,88673,88673,13.471,255,1766.805,688.094,164.079,107.378
lesions:D2_4W_Mv_2_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_4W_Mv_3_June,1,261356,261356,26.72,255,3343.53,1246,267.07,88.243
lesions:D2_4W_Mv_3_June,1,142,142,0.033,255,48.87,17.673,10.23,42.296
leaf:D2_5F_Edge_Mv_June,21,3667051,174621.476,22.347,255,2185.978,858.174,249.105,76.332
lesions:D2_5F_Edge_Mv_June,13,1930,148.462,0.013,255,43.302,15.663,8.405,55.503
leaf:D2_5F_Mv_1_June,1,467131,467131,45.536,255,3748.91,1505.799,394.986,3.761
lesions:D2_5F_Mv_1_June,6,2179,363.167,0.308,255,66.136,25.649,9.709,74.202
leaf:D2_5F_Mv_2_June,1,134878,134878,32.922,255,1773.592,640.869,267.967,2.95
lesions:D2_5F_Mv_2_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_5F_Mv_3_June,1,385265,385265,48.311,255,3613.111,1390.989,352.652,176.069
lesions:D2_5F_Mv_3_June,2,289,144.5,0.05,255,41.385,15.175,10.534,105.731
leaf:D2_5W_Edge_Mv_June,20,5801063,290053.15,30.637,255,2992.82,1210.942,301.304,59.727
lesions:D2_5W_Edge_Mv_June,5,499,99.8,0.003,255,40.55,16.939,5.502,58.508
leaf:D2_5W_Mv_1_June,1,129887,129887,36.467,255,1845.124,741.505,223.029,91.796
lesions:D2_5W_Mv_1_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_5W_Mv_2_June,1,256736,256736,48.282,255,2837.707,1070.773,305.281,94.573
lesions:D2_5W_Mv_2_June,6,7060,1176.667,1.715,255,192.671,66.859,15.001,87.046
leaf:D2_5W_Mv_3_June_edited,1,249083,249083,38.795,255,2812.979,1066.05,297.493,98.13
lesions:D2_5W_Mv_3_June_edited,2,194,97,0.047,255,33.092,10.962,6.473,31.828
leaf:D2_6F_Edge_Mv_June,20,5217852,260892.6,31.145,255,2659.514,1056.603,305.033,66.377
lesions:D2_6F_Edge_Mv_June,11,4287,389.727,0.026,255,79.093,31.885,12.424,78.425
leaf:D2_6F_Mv_1_June,1,106372,106372,34.772,255,1679.828,649.19,208.625,177.321
lesions:D2_6F_Mv_1_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_6F_Mv_2_June,1,46955,46955,29.186,255,1150.112,465.665,128.386,23.766
lesions:D2_6F_Mv_2_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_6F_Mv_3_June,1,282994,282994,53.858,255,2772.778,1083.732,332.48,1.743
lesions:D2_6F_Mv_3_June,8,5416,677,1.248,255,100.662,32.958,16.605,121.565
leaf:D2_6W_Edge_Mv_June,20,4532879,226643.95,28.773,255,2515.241,1013.424,272.977,73.24
lesions:D2_6W_Edge_Mv_June,4,1367,341.75,0.009,255,87.24,29.537,11.942,137.905
leaf:D2_6W_Mv_1_June_edited,1,223767,223767,29.446,254.977,2454.185,961.328,296.37,93.714
lesions:D2_6W_Mv_1_June_edited,1,4018,4018,1.201,255,355.019,95.556,53.538,111.817
leaf:D2_6W_Mv_2_June,1,458073,458073,34.509,255,3818.934,1542.21,378.182,8.903
lesions:D2_6W_Mv_2_June,1,12,12,0.002,255,13.314,4.42,3.457,107.465
leaf:D2_6W_Mv_3_June,1,317741,317741,42.05,255,3231.104,1243.707,325.286,88.453
lesions:D2_6W_Mv_3_June,3,206,68.667,0.042,255,31.132,10.894,7.588,80.548
leaf:D2_7F_Edge_Mv_June,20,4396303,219815.15,24.158,255,2524.508,1013.496,272.597,46.759
lesions:D2_7F_Edge_Mv_June,8,1694,211.75,0.01,255,49.534,16.141,7.284,39.114
leaf:D2_7F_Mv_1_June,1,294863,294863,37.548,254.999,2783.891,1047.676,358.347,1.968
lesions:D2_7F_Mv_1_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_7F_Mv_2_June,1,130639,130639,45.712,255,1931.467,780.677,213.065,175.75
lesions:D2_7F_Mv_2_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D2_7F_Mv_3_June,1,312937,312937,48.666,255,3027.413,1144.851,348.031,5.499
