Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle
leaf:D1_1W_Mv_Bg,10,2180817,218081.7,28.955,255,2944.879,1180.746,222.8,28.236
lesions:D1_1W_Mv_Bg,272,233232,857.471,3.761,255,101.572,35.826,15.017,54.739
leaf:D1_2F_Mv_1,1,56192,56192,21.73,255,1328.992,525.125,136.246,176.63
lesions:D1_2F_Mv_1,2,1594,797,1.835,255,110.569,43.529,21.046,164.396
leaf:D1_2F_Mv_2,1,161293,161293,25.292,255,2553.426,1064.915,192.846,1.051
lesions:D1_2F_Mv_2,15,9260,617.333,3.891,255,117.997,49.945,12.43,85.228
leaf:D1_2F_Mv_3,1,109296,109296,21.778,255,2078.046,855.219,162.718,0.12
lesions:D1_2F_Mv_3,11,9616,874.182,5.892,255,115.709,42.158,22.837,64.412
leaf:D1_2F_Mv_Bg,10,3090024,309002.4,29.92,255,3364.934,1408.936,274.286,38.431
lesions:D1_2F_Mv_Bg,115,76281,663.313,0.908,255,89.248,32.502,15.743,74.532
leaf:D1_2W_Mv_1,1,64182,64182,16.99,255,1423.335,586.168,139.412,178.687
lesions:D1_2W_Mv_1,8,23109,2888.625,24.616,255,328.67,95.201,24.594,59.723
leaf:D1_2W_Mv_2,1,347771,347771,35.518,255,3786.594,1579.537,280.333,175.727
lesions:D1_2W_Mv_2,83,58086,699.831,10.601,255,99.806,36.21,16.684,112.666
leaf:D1_2W_Mv_3,1,232815,232815,28.49,255,2903.433,1198.858,247.26,1.745
lesions:D1_2W_Mv_3,37,43824,1184.432,12.577,255,128.263,42.072,19.34,65.702
leaf:D1_2W_Mv_Bg,11,3952938,359358,35.454,255,3831.689,1599.377,280.027,19.597
lesions:D1_2W_Mv_Bg,772,742479,961.76,7.812,255,118.487,39.847,17.893,71.279
leaf:D1_3F_Mv_1,1,404448,404448,32.494,255,3991.998,1630.461,315.837,179.979
lesions:D1_3F_Mv_1,5,3593,718.6,0.606,255,123.595,45.182,14.165,45.098
leaf:D1_3F_Mv_2,1,409604,409604,37.082,255,4026.677,1708.937,305.175,5.805
lesions:D1_3F_Mv_2,3,1144,381.333,0.172,255,64.608,23.931,14.894,25.681
leaf:D1_3F_Mv_3,1,37761,37761,10.4,255,1295.085,545.539,88.131,0.411
lesions:D1_3F_Mv_3,2,380,190,0.669,255,49.627,20.304,9.716,4.98
leaf:D1_3F_Mv_Bg,10,2741926,274192.6,32.432,255,3092.136,1293.933,258.595,20.907
lesions:D1_3F_Mv_Bg,69,30360,440,0.417,255,72.242,27.093,14.93,72.513
leaf:D1_3W_Mv_1,1,135706,135706,13.826,255,2501.609,1072.487,161.108,173.473
lesions:D1_3W_Mv_1,11,4387,398.818,1.864,255,71.555,25.074,12.117,117.187
leaf:D1_3W_Mv_2,1,166890,166890,27.107,255,2503.023,1054.009,201.603,3.824
lesions:D1_3W_Mv_2,24,51913,2163.042,20.613,255,237.613,71.2,20.686,72.299
leaf:D1_3W_Mv_3,1,198164,198164,21.233,255,2471.464,994.117,253.803,167.19
lesions:D1_3W_Mv_3,28,68344,2440.857,18.578,255,174.938,57.851,22.067,115.623
leaf:D1_3W_Mv_Bg,10,2724539,272453.9,18.354,255,3189.721,1320.941,249.364,40.346
lesions:D1_3W_Mv_Bg,481,571610,1188.378,5.194,255,122.352,39.844,17.346,76.331
leaf:D1_4F_Mv_1,1,274114,274114,17.962,255,3192.469,1352.185,258.11,174.635
lesions:D1_4F_Mv_1,44,34173,776.659,7.813,255,108.464,38.705,16.623,104.044
leaf:D1_4F_Mv_2,1,159163,159163,20.281,255,2448.094,989.895,204.721,0.443
lesions:D1_4F_Mv_2,2,153,76.5,0.062,255,31.092,11.099,8.069,65.902
leaf:D1_4F_Mv_3,1,70915,70915,10.681,255,1541.519,649.357,139.048,179.224
lesions:D1_4F_Mv_3,2,8961,4480.5,8.941,255,445.312,131.927,32.621,3.309
leaf:D1_4F_Mv_Bg,10,2527113,252711.3,19.194,255,3028.114,1271.258,241.126,22.292
lesions:D1_4F_Mv_Bg,91,76892,844.967,0.755,255,112.08,41.283,18.536,79.073
leaf:D1_4W_Mv_1,1,275435,275435,25.223,255,3611.8,1529.313,229.315,4.147
lesions:D1_4W_Mv_1,21,61100,2909.524,13.121,255,237.208,68.172,22.069,64.225
leaf:D1_4W_Mv_2,1,253888,253888,28.033,255,3397.835,1451.517,222.705,178.534
lesions:D1_4W_Mv_2,16,26743,1671.438,7.174,255,166.848,58.957,23.418,66.549
leaf:D1_4W_Mv_3,1,281430,281430,27.475,255,3432.369,1458.115,245.747,174.742
lesions:D1_4W_Mv_3,21,40461,1926.714,9.179,255,177.968,63.244,21.876,125.241
leaf:D1_4W_Mv_Bg,9,1610437,178937.444,29.196,255,2681.009,1096.242,196.036,23.806
lesions:D1_4W_Mv_Bg,92,120431,1309.033,2.947,255,147.111,52.414,18.181,80.476
leaf:D1_5F_Mv_1,1,226399,226399,25.26,255,2869.457,1116.288,258.231,0.117
lesions:D1_5F_Mv_1,3,897,299,0.257,255,57.779,22.457,12.447,59.979
leaf:D1_5F_Mv_2,1,424502,424502,27.006,255,3937.346,1646.274,328.313,6.554
lesions:D1_5F_Mv_2,12,2835,236.25,0.414,255,58.082,21.238,9.511,81.453
leaf:D1_5F_Mv_3,1,271496,271496,18.643,255,3210.303,1343.252,257.345,0.693
lesions:D1_5F_Mv_3,6,2527,421.167,0.644,255,67.608,25.171,15.463,98.635
leaf:D1_5F_Mv_Bg,10,3020229,302022.9,18.633,255,3539.183,1450.244,260.231,56.68
lesions:D1_5F_Mv_Bg,152,106224,698.842,0.804,255,98.641,36.796,16.458,85.457
leaf:D1_5W_Mv_1,1,91755,91755,17.689,255,1827.793,749.106,155.954,14.548
lesions:D1_5W_Mv_1,8,3720,465,1.925,255,70.08,26.441,13.809,27.102
leaf:D1_5W_Mv_2,1,204939,204939,24.981,255,2757.19,1136.647,229.567,6.302
lesions:D1_5W_Mv_2,9,5197,577.444,1.564,255,82.417,30.335,12.072,103.01
leaf:D1_5W_Mv_3,1,241806,241806,30.096,255,3025.634,1265.868,243.214,0.953
lesions:D1_5W_Mv_3,35,21497,614.2,6.063,255,94.161,34.667,16.153,90.487
leaf:D1_5W_Mv_Bg,10,1516534,151653.4,18.606,255,2309.616,960.496,191.653,54.527
lesions:D1_5W_Mv_Bg,82,78483,957.11,1.467,255,118.681,41.535,15.25,83.892
leaf:D1_6W_Mv_1,1,403000,403000,33.486,255,4197.381,1776.843,288.779,179.5
lesions:D1_6W_Mv_1,71,29599,416.887,5.111,255,71.55,26.783,13.092,101.894
leaf:D1_6W_Mv_2,1,179148,179148,22.046,255,2801.339,1106.395,206.164,170.527
lesions:D1_6W_Mv_2,28,45499,1624.964,11.197,255,149.858,48.879,16.349,121.258
leaf:D1_6W_Mv_3,1,53487,53487,18.091,255,1458.281,605.346,112.501,178.377
lesions:D1_6W_Mv_3,12,19299,1608.25,23.968,255,167.688,51.721,15.678,127.624
leaf:D1_6W_Mv_Bg,10,3196771,319677.1,31.898,255,3577.645,1500.054,264.623,4.674
lesions:D1_6W_Mv_Bg,555,476794,859.088,5.537,255,112.752,39.838,16.854,60.533
leaf:D1_7F_Mv_1,1,101431,101431,16.356,254.985,1819.994,717.256,180.056,171.605
lesions:D1_7F_Mv_1,10,7422,742.2,4.658,255,106.829,39.757,20.66,150.272
leaf:D1_7F_Mv_3,1,156125,156125,20.912,254.946,2824.996,1046.868,189.885,172.433
lesions:D1_7F_Mv_3,27,6714,248.667,2.39,255,62.974,22.452,9.76,84.941
leaf:D1_7F_Mv_Bg,11,3401771,309251.909,26.734,254.92,3866.87,1359.96,265.164,112.607
lesions:D1_7F_Mv_Bg,228,127348,558.544,1.066,255,85.594,30.622,13.666,100.265
leaf:D1_7W_Mv_1,1,391598,391598,27.42,254.497,5283.063,1723.363,289.317,176.701
lesions:D1_7W_Mv_1,43,105135,2445,15.719,255,148.452,43.251,18.505,116.954
leaf:D1_7W_Mv_2,2,245172,122586,28.079,255,1823.564,726.873,130.757,179.306
lesions:D1_7W_Mv_2,33,52392,1587.636,13.836,255,136.938,49.748,15.93,98.451
leaf:D1_7W_Mv_3,1,326168,326168,30.173,254.998,4382.816,1547.695,268.328,179.593
lesions:D1_7W_Mv_3,63,52593,834.81,10.926,255,104.417,36.965,14.382,81.653
leaf:D1_7W_Mv_Bg,10,2618659,261865.9,20.001,254.949,3515.917,1259.792,259.835,88.607
lesions:D1_7W_Mv_Bg,416,674822,1622.168,6.789,255,163.3,49.711,19.495,91.301
leaf:D1_8F_Mv_1,1,180977,180977,27.316,255,2781.391,1154.334,199.619,4.039
lesions:D1_8F_Mv_1,7,1277,182.429,0.458,255,42.913,16.859,8.512,91.664
leaf:D1_8F_Mv_2,1,324057,324057,41.024,255,3796.102,1614.797,255.513,1.417
lesions:D1_8F_Mv_2,11,5566,506,1.182,255,82.575,32.429,14.788,87.19
leaf:D1_8F_Mv_3,1,147205,147205,24.935,255,2763.994,1155.55,162.197,4.109
lesions:D1_8F_Mv_3,5,2270,454,0.951,255,79.452,30.988,14.711,118.472
leaf:D1_8F_Mv_Bg,11,3299528,299957.091,31.737,255,3409.466,1402.987,266.43,8.033
lesions:D1_8F_Mv_Bg,190,137472,723.537,1.447,255,103.774,36.881,16.728,46.509
leaf:D1_8W_BgMv_edit,12,3612985,301082.083,36.558,255,3554.834,1381.265,262.526,47.972
lesions:D1_8W_BgMv_edit,701,854526,1219.01,9.854,255,132.797,42.511,17.867,80.52
leaf:D1_8W_Mv_1,1,434955,434955,32.535,255,4479.471,1801.263,307.452,179.973
lesions:D1_8W_Mv_1,77,86320,1121.039,13.11,255,137.663,43.377,19.24,80.16
leaf:D1_8W_Mv_3,1,129869,129869,24.183,255,2276.195,908.626,181.983,3.011
lesions:D1_8W_Mv_3,13,52483,4037.154,25.457,255,261.803,79.058,22.693,105.239
leaf:D1_9F_Mv_1,1,162455,162455,25.152,255,2512.261,1045.356,197.87,5.619
lesions:D1_9F_Mv_1,17,9137,537.471,3.5,255,93.4,35.038,15.384,49.011
leaf:D1_9F_Mv_2,1,240460,240460,29.332,255,2996.143,1257.413,243.487,5.884
lesions:D1_9F_Mv_2,7,4577,653.857,1.186,255,115.209,33.791,17.254,48.967
leaf:D1_9F_Mv_3,1,252015,252015,31.096,255,3098.93,1292.276,248.302,4.673
lesions:D1_9F_Mv_3,9,3003,333.667,0.78,255,68.684,26.165,13.143,60.877
leaf:D1_9F_Mv_Bg,10,2307053,230705.3,27.34,255,2984.657,1243.047,232.206,57.023
lesions:D1_9F_Mv_Bg,102,60368,591.843,0.851,255,93.404,34.106,12.892,85.024
leaf:D1_9W_Mv_1,1,133967,133967,18.54,255,2159.668,907.723,187.912,8.13
lesions:D1_9W_Mv_1,21,10325,491.667,4.667,255,83.29,32.974,12.754,54.763
leaf:D1_9W_Mv_2,1,231345,231345,17.742,255,3048.888,1260.662,233.653,177.309
lesions:D1_9W_Mv_2,21,4510,214.762,1.313,255,60.433,24.185,9.9,84.086
leaf:D1_9W_Mv_3,1,87262,87262,14.431,254.997,1814.053,761.281,145.945,166.012
lesions:D1_9W_Mv_3,9,25360,2817.778,13.655,255,200.503,71.382,15.407,137.081
leaf:D1_9W_Mv_Bg,10,2704089,270408.9,17.134,254.999,3188.62,1310.324,259.27,38.552
lesions:D1_9W_Mv_Bg,323,291565,902.678,2.509,255,107.198,38.014,17.126,82.069
leaf:D1_T1_0m,28,12079766,431420.214,40.925,254.992,4207.324,1673.763,308.272,47.933
lesions:D1_T1_0m,1961,1853285,945.071,6.832,255,109.425,37.67,17.381,66.408
leaf:D1_T1_10m,34,5486583,161370.088,25.127,254.999,2406.572,952.54,198.18,70.516
lesions:D1_T1_10m,47,6570,139.787,0.041,255,42.903,16.251,8.325,83.734
leaf:D1_T1_1m,24,10683896,445162.333,38.381,254.944,4754.088,1324.772,404.719,125.828
lesions:D1_T1_1m,2085,2499348,1198.728,9.786,255,127.666,40.705,17.822,94.862
leaf:D1_T1_2m,27,10383382,384569.704,41.078,254.899,4409.517,1390.229,323.13,138.663
lesions:D1_T1_2m,1775,2296458,1293.779,10.064,255,128.761,40.279,16.877,97.933
leaf:D1_T1_4m,33,6396954,193847.091,33.661,255,2529.526,1013.777,225.821,54.996
lesions:D1_T1_4m,488,192178,393.807,1.074,255,69.962,25.273,12.658,78.541
leaf:D1_T1_8m,23,9832937,427519,40.724,254.91,5189.243,1227.264,428.884,144.699
lesions:D1_T1_8m,1007,604754,600.55,2.647,255,92.575,32.684,9.311,102.076
leaf:D1_T2_0m,40,7992748,199818.7,33.308,255,2871.822,1123.163,215.865,70.261
lesions:D1_T2_0m,1079,1436113,1330.967,6.379,254.953,129.174,42.717,17.11,75.341
leaf:D1_T2_10m,35,9593328,274095.086,35.986,255,3265.396,1262.292,266.242,67.652
lesions:D1_T2_10m,264,96594,365.886,0.382,255,60.825,22.235,9.738,82.658
leaf:D1_T2_1m,33,5292559,160380.576,26.641,254.808,2782.52,921.313,196.389,117.543
lesions:D1_T2_1m,918,1397142,1521.941,7.538,255,137.686,41.296,14.161,89.008
leaf:D1_T2_2m,26,4724839,181724.577,29.629,254.881,2995.917,840.69,249.697,142.111
lesions:D1_T2_2m,521,523668,1005.121,3.345,255,117.959,39.759,14.68,102.403
leaf:D1_T2_4m,31,7342029,236839.645,29.844,254.998,2929.252,1141.832,237.62,94.846
lesions:D1_T2_4m,307,211862,690.104,1.14,255,86.95,32.151,14.022,83.616
leaf:D1_T2_6m,34,8721017,256500.5,31.998,254.996,3007.556,1226.357,248.331,61.054
lesions:D1_T2_6m,66,17239,261.197,0.071,255,57.227,20.613,9.548,85.536
leaf:D1_T2_8m,34,6034106,177473.706,29.985,254.999,2631.742,1051.892,202.607,52.588
lesions:D1_T2_8m,167,41539,248.737,0.221,255,58.154,21.451,9.341,82.334
leaf:D2_10F_Mv_Bg,1,451733,451733,24.976,255,4192.986,1720.994,334.205,1.502
lesions:D2_10F_Mv_Bg,51,36554,716.745,5.513,255,100.837,32.772,12.066,81.116
leaf:D2_10W_Mv_1,1,400486,400486,27.781,255,4238.92,1762.225,289.358,177.861
lesions:D2_10W_Mv_1,68,73088,1074.824,11.832,255,131.237,45.895,17.883,88.953
leaf:D2_10W_Mv_2,1,136266,136266,16.898,255,2767.626,1156.769,149.986,179.772
lesions:D2_10W_Mv_2,17,57729,3395.824,27.971,255,201.99,62.577,24.535,71.915
leaf:D2_10W_Mv_3,1,173186,173186,23.545,255,2743.207,1118.351,197.172,177.042
lesions:D2_10W_Mv_3,29,54951,1894.862,20.23,255,192.559,49.739,22.82,118.063
leaf:D2_10W_Mv_Bg,11,2254613,204964.818,24.719,255,2974.252,1101.27,224.444,20.421
lesions:D2_10W_Mv_Bg,404,563356,1394.446,6.93,255,152.024,48.675,19.646,72.186
leaf:D2_1F_Mv_1,1,297779,297779,30.21,255,3475.741,1366.539,277.448,2.022
lesions:D2_1F_Mv_1,4,1147,286.75,0.251,255,64.173,25.516,13.222,47.527
leaf:D2_1F_Mv_2,1,359518,359518,33.074,255,3745.967,1559.584,293.509,0.131
lesions:D2_1F_Mv_2,5,1343,268.6,0.259,255,59.67,23.659,12.28,141.507
leaf:D2_1F_Mv_3,1,217342,217342,27.593,255,2745.433,1124.766,246.032,1.718
lesions:D2_1F_Mv_3,19,16495,868.158,5.098,255,125.496,46.008,16.796,105.401
leaf:D2_1F_Mv_Bg,10,2825730,282573,25.282,255,3344.646,1319.932,265.366,75.429
lesions:D2_1F_Mv_Bg,145,154399,1064.821,1.731,255,123.802,45.184,18.613,78.034
leaf:D2_1W_Mv_1,1,301177,301177,28.617,255,4172.334,1578.802,242.887,6.38E-04
lesions:D2_1W_Mv_1,10,3908,390.8,0.837,255,95.848,39.583,12.108,43.552
leaf:D2_1W_Mv_2,1,195306,195306,22.576,255,2915.332,1194.391,208.199,2.563
lesions:D2_1W_Mv_2,6,967,161.167,0.321,255,47.789,18.726,8.849,103.6
leaf:D2_1W_Mv_3,1,491881,491881,26.545,255,4770.366,1923.005,325.679,179.072
lesions:D2_1W_Mv_3,8,1368,171,0.191,255,50.218,21.081,8.737,116.229
leaf:D2_1W_Mv_Bg,10,2291077,229107.7,19.321,255,2988.633,1221.562,230.745,124.224
lesions:D2_1W_Mv_Bg,30,22008,733.6,0.245,255,95.53,37.557,14.665,110.307
leaf:D2_2F_Mv_2,1,244093,244093,19.33,255,3373.491,1428.898,217.503,1.702
lesions:D2_2F_Mv_2,3,817,272.333,0.226,255,62.56,24.704,12.784,61.984
leaf:D2_2F_Mv_3,1,253468,253468,17.429,255,3196.636,1344.952,239.953,170.824
lesions:D2_2F_Mv_3,5,1150,230,0.234,255,61.124,26.603,9.248,156.562
leaf:D2_2F_Mv_Bg,5,950189,190037.8,16.315,255,2802.941,1166.946,203.031,106.021
lesions:D2_2F_Mv_Bg,30,20978,699.267,0.571,255,91.097,32.516,17.088,103.575
leaf:D2_2W_Mv_1,1,167228,167228,20.675,255,2620.83,1035.713,205.579,5.195
lesions:D2_2W_Mv_1,30,70160,2338.667,22.326,255,193.072,60.299,16.29,57.324
leaf:D2_2W_Mv_2,1,142903,142903,22.255,255,2284.899,943.898,192.764,177.428
lesions:D2_2W_Mv_2,22,52140,2370,23.827,255,196.195,63.941,17.944,109.138
leaf:D2_2W_Mv_3,1,400873,400873,26.535,255,4346.542,1796.915,284.047,4.117
lesions:D2_2W_Mv_3,44,171300,3893.182,24.418,255,237.847,72.197,22.88,70.401
leaf:D2_2W_Mv_Bg,12,2320491,193374.25,16.533,255,2622.07,1068.753,219.607,92.273
lesions:D2_2W_Mv_Bg,373,621068,1665.062,6.029,255,145.886,45.752,18.087,78.216
leaf:D2_3F_Mv_1,1,194073,194073,28.621,255,3042.237,1243.345,198.739,3.298
lesions:D2_3F_Mv_1,7,4978,711.143,1.687,255,95.543,37.261,14.97,94.495
leaf:D2_3F_Mv_2,1,105559,105559,23.117,255,1865.786,773.056,173.858,5.391
lesions:D2_3F_Mv_2,4,2097,524.25,1.295,255,72.441,28.324,12.549,104.581
leaf:D2_3F_Mv_3,1,201987,201987,24.523,255,2741.367,1153.683,222.919,178.496
lesions:D2_3F_Mv_3,6,1092,182,0.373,255,51.473,20.319,9.488,78.71
leaf:D2_3F_Mv_Bg,10,2221882,222188.2,22.239,255,2859.831,1191.844,221.014,66.862
lesions:D2_3F_Mv_Bg,131,114688,875.481,1.548,255,113.75,40.608,16.453,77.783
leaf:D2_3W_Mv_1,1,354427,354427,34.047,255,4206.268,1780.093,253.51,2.352
lesions:D2_3W_Mv_1,16,9345,584.062,1.764,255,92.877,35.917,13.946,74.596
leaf:D2_3W_Mv_2,1,166198,166198,19.082,255,2871.467,1226.209,172.572,174.461
lesions:D2_3W_Mv_2,15,4430,295.333,1.588,255,72.865,22.804,11.108,92.023
leaf:D2_3W_Mv_3,1,282948,282948,20.272,255,3948.019,1737.796,207.309,176.794
lesions:D2_3W_Mv_3,11,4342,394.727,0.984,255,70.672,24.663,12.278,67.297
leaf:D2_3W_Mv_Bg,10,2122219,212221.9,21.314,255,2769.465,1144.717,229.378,55.624
lesions:D2_3W_Mv_Bg,109,178377,1636.486,2.162,255,140.962,50.335,19.431,75.392
leaf:D2_4F_Mv_1,1,106523,106523,17.522,255,2004.153,837.359,161.973,9.28
lesions:D2_4F_Mv_1,3,361,120.333,0.189,255,35.799,13.21,9.116,55.508
leaf:D2_4F_Mv_2,1,255920,255920,25.581,255,3373.759,1432.61,227.45,4.71
lesions:D2_4F_Mv_2,9,4549,505.444,1.085,255,78.781,30.221,14.694,65.801
leaf:D2_4F_Mv_3_edit,1,72897,72897,13.047,254.969,2996.646,639.261,145.192,178.102
lesions:D2_4F_Mv_3_edit,6,3546,591,2.866,255,135.15,59.405,12.412,116.653
leaf:D2_4F_Mv_Bg,11,1845903,167809.364,20.131,255,2928.04,1078.561,190.985,81.924
lesions:D2_4F_Mv_Bg,313,532524,1701.355,7.195,255,166.642,53.038,17.855,76.816
leaf:D2_4W_Mv_2,1,36957,36957,8.529,254.979,1370.85,543.534,86.573,1.633
lesions:D2_4W_Mv_2,6,2659,443.167,4.728,255,70.917,27.448,13.344,57.53
leaf:D2_4W_Mv_3,1,164042,164042,16.035,255,2968.715,1287.07,162.279,179.092
lesions:D2_4W_Mv_3,16,19111,1194.438,8.017,255,144.954,51.629,19.686,102.193
leaf:D2_4W_Mv_Bg,10,1603418,160341.8,17.433,255,2468.528,1023.301,196.931,73.268
lesions:D2_4W_Mv_Bg,190,188156,990.295,2.613,255,115.129,41.645,16.463,74.947
leaf:D2_5F_Mv_1,1,168333,168333,25.455,255,2439.71,1020.398,210.044,178.878
lesions:D2_5F_Mv_1,12,13117,1093.083,5.593,255,126.684,39.607,18.318,77.895
leaf:D2_5F_Mv_2,1,284495,284495,21.689,255,3400.792,1394.634,259.732,14.696
lesions:D2_5F_Mv_2,13,6214,478,0.947,255,79.415,29.495,15.717,17.288
leaf:D2_5F_Mv_3,1,139301,139301,16.521,255,2410.857,1008.204,175.92,1.692
lesions:D2_5F_Mv_3,3,389,129.667,0.189,255,44.661,18.741,7.97,115.092
leaf:D2_5F_Mv_Bg,11,2862203,260200.273,23.691,255,2952.456,1222.444,263.197,67.636
lesions:D2_5F_Mv_Bg,142,159627,1124.134,1.588,255,137.564,50.652,19.52,81.678
leaf:D2_5W_Mv_1,1,156883,156883,25.19,255,2219.509,915.768,218.123,178.562
lesions:D2_5W_Mv_1,28,21992,785.429,9.556,255,95.324,33.398,17.745,111.905
leaf:D2_5W_Mv_2,1,306088,306088,28.549,255,3513.239,1459.859,266.959,2.757
lesions:D2_5W_Mv_2,62,67191,1083.726,14.578,255,125.346,41.77,18.966,66.15
leaf:D2_5W_Mv_3,1,277110,277110,23.056,255,3864.851,1534.225,229.971,8.397
lesions:D2_5W_Mv_3,38,118832,3127.158,18.494,255,200.787,64.789,20.478,52.687
leaf:D2_5W_Mv_Bg,10,2611508,261150.8,23.717,255,3114.878,1265.233,259.115,12.857
lesions:D2_5W_Mv_Bg,442,883128,1998.027,9.078,255,170.526,52.035,21.515,52.82
leaf:D2_6F_Mv_1,1,195659,195659,21.026,255,2747.609,1155.086,215.673,3.01
lesions:D2_6F_Mv_1,5,2401,480.2,0.817,255,78.107,31.239,13.871,36.286
leaf:D2_6F_Mv_2,1,298060,298060,26.496,255,3661.558,1548.906,245.013,1.463
lesions:D2_6F_Mv_2,9,3001,333.444,0.684,255,77.144,30.624,12.872,71.936
leaf:D2_6F_Mv_3,1,445526,445526,29.909,255,4507.849,1893.609,299.566,3.355
lesions:D2_6F_Mv_3,17,8726,513.294,1.25,255,80.218,30.492,16.322,47.127
leaf:D2_6F_Mv_Bg,13,2413343,185641.769,16.015,255,2681.78,1088.937,213.9,33.521
lesions:D2_6F_Mv_Bg,309,436014,1411.049,3.981,255,148.904,48.628,19.872,65.639
leaf:D2_6W_Mv_1,1,124453,124453,21.264,255,2066.94,858.712,184.53,174.956
lesions:D2_6W_Mv_1,17,24978,1469.294,13.146,255,169.872,55.234,16.101,144.332
leaf:D2_6W_Mv_2,1,282645,282645,27.211,255,3560.636,1426.947,252.199,4.165
lesions:D2_6W_Mv_2,37,25841,698.405,5.484,255,104.978,36.776,16.069,95.486
leaf:D2_6W_Mv_3_edit,1,469955,469955,22.179,255,7032.714,1813.521,329.947,166.651
lesions:D2_6W_Mv_3_edit,52,28825,554.327,2.401,255,92.173,29.905,15.165,129.677
leaf:D2_6W_Mv_Bg,10,1628701,162870.1,13.429,255,2559.033,1013.301,201.647,39.815
lesions:D2_6W_Mv_Bg,261,389033,1490.548,5.348,255,134.206,45.103,16.914,74.14
leaf:D2_7F_Mv_1,1,188514,188514,18.692,255,3233.058,1410.213,170.204,179.232
lesions:D2_7F_Mv_1,3,3005,1001.667,1.09,255,131.43,50.671,21.899,62.877
leaf:D2_7F_Mv_2,1,280559,280559,29.047,255,3270.972,1362.719,262.137,0.833
lesions:D2_7F_Mv_2,5,5085,1017,1.247,255,125.934,48.082,16.38,77.584
leaf:D2_7F_Mv_3,1,339053,339053,24.654,255,3833.273,1621.359,266.255,179.859
lesions:D2_7F_Mv_3,4,4771,1192.75,0.982,255,154.129,67.574,13.093,129.024
leaf:D2_7F_Mv_Bg_edit,10,2315445,231544.5,25.008,255,3143.728,1224.971,233.566,72.291
lesions:D2_7F_Mv_Bg_edit,43,44249,1029.047,0.548,255,121.617,44.003,16.825,119.057
leaf:D2_7W_Mv_1,1,86009,86009,23.436,255,1982.656,723.241,151.416,179.021
lesions:D2_7W_Mv_1,11,39575,3597.727,29.682,255,305.114,75.177,27.193,88.882
leaf:D2_7W_Mv_2_edit,1,215438,215438,30.783,254.98,3541.932,1167.662,234.917,178.476
lesions:D2_7W_Mv_2_edit,48,89637,1867.438,27.462,255,130.954,38.868,13.502,100.765
leaf:D2_7W_Mv_3,1,106655,106655,26.798,254.84,2673.433,892.264,152.194,177.963
lesions:D2_7W_Mv_3,19,37900,1994.737,22.525,255,178.729,47.307,18.152,92.043
leaf:D2_7W_Mv_Bg,10,2692215,269221.5,22.957,254.788,3699.911,1289.117,245.4,90.175
