Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle
lesions:D1_1W_Ev_1_June,6,30119,5019.833,32.557,255,269.175,119.09,13.966,50.123
leaf:D1_1W_Ev_2_June,1,71046,71046,26.004,255,3481.134,1481.238,61.07,177.723
lesions:D1_1W_Ev_2_June,6,59330,9888.333,39.252,255,655.146,272.502,13.693,101.141
leaf:D1_1W_Ev_3_June,1,73459,73459,18.707,255,3251.561,1394.083,67.091,176.988
lesions:D1_1W_Ev_3_June,1,71789,71789,36.302,255,3210.49,1384.202,66.034,177.038
leaf:D1_1W_Ev_A_June,1,63554,63554,18.721,255,2848.808,1254.318,64.513,177.76
lesions:D1_1W_Ev_A_June,2,598,299,0.494,255,85.891,23.006,10.508,6.323
leaf:D1_2F_Ev_1_June,1,315497,315497,19.27,255,7010.816,3029.121,132.614,2.516
lesions:D1_2F_Ev_1_June,74,22440,303.243,3.199,255,63.882,22.097,7.717,82.166
leaf:D1_2F_Ev_2_June,1,364247,364247,22.569,255,8650.8,3682.246,125.949,2.195
lesions:D1_2F_Ev_2_June,35,234212,6691.771,22.803,255,262.419,90.975,8.151,51.003
leaf:D1_2F_Ev_3_June,1,576804,576804,22.187,255,9406.547,4155.887,176.715,177.909
lesions:D1_2F_Ev_3_June,11,740,67.273,0.071,255,27.378,9.213,6.779,85.881
leaf:D1_2F_Ev_A_June,1,269299,269299,14.968,254.997,6857.417,2758.058,124.32,2.432
lesions:D1_2F_Ev_A_June,7,252132,36018.857,38.043,255,986.478,390.657,21.492,37.64
leaf:D1_2W_Ev_1_June,1,136827,136827,49.881,255,4566.298,2134.479,81.619,1.005
lesions:D1_2W_Ev_1_June,2,7,3.5,0.003,255,6.657,2.735,1.723,59.077
leaf:D1_2W_Ev_2_June,1,32713,32713,29.7,255,2044.458,951.37,43.781,2.863
lesions:D1_2W_Ev_2_June,8,2605,325.625,3.856,255,87.469,31.147,10.103,114.586
leaf:D1_2W_Ev_3_June,1,49075,49075,19.295,255,2923.286,1392.734,44.864,179.075
lesions:D1_2W_Ev_3_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_2W_Ev_A_June,1,198131,198131,38.748,255,3899.693,1703.583,148.081,1.916
lesions:D1_2W_Ev_A_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_3F_Ev_1_June,1,473362,473362,20.097,255,8935.417,3708.962,162.499,178.315
lesions:D1_3F_Ev_1_June,54,105526,1954.185,8.999,255,144.251,37.852,11.649,92.296
leaf:D1_3F_Ev_2_June,1,214232,214232,11.97,255,6538.616,2592.312,105.222,0.703
lesions:D1_3F_Ev_2_June,84,41317,491.869,5.748,255,81.149,25.92,7.634,60.456
leaf:D1_3F_Ev_3_June,1,422309,422309,15.163,254.995,9709.518,4106.02,130.954,179.865
lesions:D1_3F_Ev_3_June,67,86947,1297.716,12.779,255,138.985,39.351,10.014,73.109
leaf:D1_3F_Ev_A_June,1,164725,164725,14.353,255,3645.54,1532.787,136.832,179.94
lesions:D1_3F_Ev_A_June,38,2864,75.368,1.143,255,26.362,8.353,5.265,65.064
leaf:D1_3W_Ev_1_June,1,62764,62764,20.995,255,3087.914,1459.467,54.755,1.432
lesions:D1_3W_Ev_1_June,15,6438,429.2,5.883,255,91.721,31.799,9.016,57.942
leaf:D1_3W_Ev_2_June,1,96822,96822,27.706,255,3778.156,1741.609,70.784,0.398
lesions:D1_3W_Ev_2_June,1,2352,2352,1.685,255,271.037,102.992,29.077,174.587
leaf:D1_3W_Ev_3_June,1,78781,78781,27.526,255,3247.98,1434.819,69.909,177.86
lesions:D1_3W_Ev_3_June,2,382,191,0.238,255,59.234,20.379,9.967,47.174
leaf:D1_3W_Ev_A_June,1,121875,121875,31.685,255,4009.394,1811.435,85.665,179.414
lesions:D1_3W_Ev_A_June,15,48797,3253.133,26.351,255,172.055,62.714,11.729,51.658
leaf:D1_4F_Ev_1_June,1,547605,547605,17.824,255,9840.453,4356.055,160.061,178.494
lesions:D1_4F_Ev_1_June,123,37618,305.837,3.726,255,56.455,15.766,6.823,69.223
leaf:D1_4F_Ev_2_June,1,483805,483805,18.593,255,7298.726,3069.028,200.715,178.22
lesions:D1_4F_Ev_2_June,90,16197,179.967,1.873,255,50.012,15.569,6.866,84.737
leaf:D1_4F_Ev_3_June,1,278105,278105,12.749,255,7148.29,3152.116,112.335,179.026
lesions:D1_4F_Ev_3_June,45,228358,5074.622,34.763,255,227.415,80.472,10.254,79.001
leaf:D1_4F_Ev_A_June,1,809868,809868,19.818,254.998,10608.097,4177.984,246.807,179.182
lesions:D1_4F_Ev_A_June,9,19158,2128.667,1.121,255,226.454,82.027,18.168,73.385
leaf:D1_4W_Ev_1_June_edited,1,66813,66813,20.824,255,2791.654,1206.327,70.519,0.47
lesions:D1_4W_Ev_1_June_edited,1,148,148,0.138,255,47.456,17.972,10.485,77.709
leaf:D1_4W_Ev_2_June,1,26771,26771,9.568,255,2318.95,939.131,36.295,1.528
lesions:D1_4W_Ev_2_June,15,5256,350.4,8.538,255,63.412,23.713,8.201,96.463
leaf:D1_4W_Ev_3_June,1,84514,84514,20.683,255,3276.791,1346.508,79.915,177.778
lesions:D1_4W_Ev_3_June,5,9905,1981,5.149,255,208.695,65.326,15.947,107.405
leaf:D1_4W_Ev_A_June,1,131497,131497,22.381,255,4055.793,1692.802,98.905,0.269
lesions:D1_4W_Ev_A_June,6,1327,221.167,0.667,255,70.217,26.867,5.941,117.297
leaf:D1_5F_Ev_1_June,1,429140,429140,20.742,255,7927.413,3413.709,160.06,179.616
lesions:D1_5F_Ev_1_June,167,229405,1373.683,34.324,255,89.86,25.184,7.714,81.196
leaf:D1_5F_Ev_2_June,1,521351,521351,20.971,254.954,10549.552,4634.597,143.228,179.347
lesions:D1_5F_Ev_2_June,70,123767,1768.1,15.151,255,133.384,42.703,10.117,94.891
leaf:D1_5F_Ev_3_June,1,603103,603103,21.561,255,8825.729,3615.862,212.368,2.719
lesions:D1_5F_Ev_3_June,143,34798,243.343,2.595,255,51.656,15.372,6.838,74.756
leaf:D1_5F_Ev_A_June,1,356885,356885,12.495,255,7660.099,3270.081,138.957,177.992
lesions:D1_5F_Ev_A_June,124,45921,370.331,5.711,254.969,72.669,17.458,7.678,82.658
leaf:D1_5W_Ev_1_June,1,103041,103041,17.274,255,4429.048,1745.179,75.176,1.517
lesions:D1_5W_Ev_1_June,20,39971,1998.55,9.317,255,158.021,57.433,7.983,99.612
leaf:D1_5W_Ev_2_June,1,80382,80382,23.001,255,3758.399,1751.573,58.431,179.989
lesions:D1_5W_Ev_2_June,8,3420,427.5,3.041,255,101.823,37.68,9.374,55.939
leaf:D1_5W_Ev_3_June,1,101446,101446,24.505,254.997,4424.063,1942.854,66.482,1.445
lesions:D1_5W_Ev_3_June,8,1753,219.125,0.916,255,72.711,30.91,6.193,75.225
leaf:D1_5W_Ev_A_June_edited,1,126860,126860,19.954,255,3797.869,1579.576,102.257,2.943
lesions:D1_5W_Ev_A_June_edited,48,45247,942.646,18.185,255,107.803,30.992,8.054,73.346
leaf:D1_6F_Ev_1_June,2,628835,314417.5,22.851,255,5292.419,2315.936,172.881,0.682
lesions:D1_6F_Ev_1_June,86,29838,346.953,1.985,255,62.032,18.31,8.628,81.921
leaf:D1_6F_Ev_2_June,1,552865,552865,19.991,254.998,10175.718,4296.057,163.855,178.8
lesions:D1_6F_Ev_2_June,86,29417,342.058,3.238,255,71.661,25.175,7.897,89.863
leaf:D1_6F_Ev_3_June,2,551517,275758.5,19.132,255,5800.631,2497.892,140.096,2.432
lesions:D1_6F_Ev_3_June,45,337232,7494.044,22.204,255,286.139,90.489,13.51,68.193
leaf:D1_6F_Ev_A_June,1,321719,321719,19.486,255,5359.991,2415.259,169.599,1.652
lesions:D1_6F_Ev_A_June,4,304583,76145.75,63.91,255,1430.283,591.463,43.318,16.709
leaf:D1_6W_Ev_1_June,1,68710,68710,29.444,255,3762.07,1654.511,52.876,178.416
lesions:D1_6W_Ev_1_June,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_6W_Ev_2_June,1,86188,86188,23.028,255,3116.482,1569.402,69.923,1.057
lesions:D1_6W_Ev_2_June,17,25973,1527.824,21.387,255,143.701,53.144,12.478,79.005
leaf:D1_6W_Ev_3_June,1,17429,17429,8.491,255,1698.396,405.819,54.683,175.658
lesions:D1_6W_Ev_3_June,1,16024,16024,16.259,255,1661.325,390.71,52.219,175.55
leaf:D1_6W_Ev_A_June,1,46285,46285,22.854,254.956,2007.744,764.507,77.085,4.768
lesions:D1_6W_Ev_A_June,1,44463,44463,40.829,255,1983.886,748.078,75.677,4.756
leaf:D1_7F_Ev_1_June,1,435477,435477,20.835,255,10262.083,4373.532,126.778,178.498
lesions:D1_7F_Ev_1_June,166,62528,376.675,6.762,254.983,63.777,18.975,7.385,74.554
leaf:D1_7F_Ev_2_June,1,414215,414215,12.231,255,9485.168,3555.646,148.326,176.203
lesions:D1_7F_Ev_2_June,79,80440,1018.228,4.912,255,90.67,29.172,7.231,91.398
leaf:D1_7F_Ev_3_June,2,585154,292577,14.663,255,5750.453,2358.413,147.534,175.949
lesions:D1_7F_Ev_3_June,45,101741,2260.911,4.412,255,176.626,51.061,12.284,86.379
leaf:D1_7F_Ev_A_June,1,205743,205743,11.819,254.998,6235.621,2401.555,109.079,0.044
lesions:D1_7F_Ev_A_June,11,2560,232.727,0.571,255,61.605,23.025,7.732,95.703
leaf:D1_7W_Ev_1_June_edited,1,97784,97784,34.751,255,3442.59,1439.873,86.468,178.761
lesions:D1_7W_Ev_1_June_edited,10,40420,4042,25.149,255,222.205,70.765,12.817,36
leaf:D1_7W_Ev_2_June,1,164123,164123,33.021,255,4474.347,2160.201,96.735,179.45
lesions:D1_7W_Ev_2_June,26,11388,438,4.939,255,78.276,26.932,9.314,98.945
leaf:D1_7W_Ev_3_June,1,73620,73620,16.82,255,4196.715,1737.578,53.946,1.763
lesions:D1_7W_Ev_3_June,11,47112,4282.909,23.83,255,346.901,143.307,12.273,85.814
leaf:D1_8F_Ev_1_June,1,414301,414301,25.72,255,8267.669,3607.584,146.221,0.49
lesions:D1_8F_Ev_1_June,88,167308,1901.227,26.084,255,95.032,30.488,8.271,74.306
leaf:D1_8F_Ev_2_June,1,385714,385714,22.179,255,9779.043,4241.023,115.799,1.285
lesions:D1_8F_Ev_2_June,38,281023,7395.342,32.124,255,306.654,108.575,10.689,88.501
leaf:D1_8F_Ev_3_June,1,565266,565266,20.642,255,9673.182,4088.963,176.015,179.5
lesions:D1_8F_Ev_3_June,71,125351,1765.507,13.116,255,118.979,32.304,7.877,76.731
leaf:D1_8F_Ev_A_June_edited,1,140493,140493,9.997,255,5073.481,2175.238,82.235,178.724
lesions:D1_8F_Ev_A_June_edited,52,38709,744.404,13.807,255,66.177,23.682,6.252,93.955
leaf:D1_8W_Ev_1_June,1,111049,111049,20.107,255,4591.308,1819.009,77.73,2.481
lesions:D1_8W_Ev_1_June,14,2213,158.071,0.729,255,47.33,14.283,6.16,88.587
leaf:D1_8W_Ev_2_June,2,142374,71187,13.097,255,2805.97,1226.843,74.878,92.567
lesions:D1_8W_Ev_2_June,54,14513,268.759,1.74,255,62.3,19.049,8.203,61.512
leaf:D1_8W_Ev_3_June,1,45177,45177,16.887,255,3806.372,1381.3,41.643,176.969
lesions:D1_8W_Ev_3_June,37,14569,393.757,8.049,255,91.487,31.577,8.601,99.242
leaf:D1_8W_Ev_a_June_edited,1,17330,17330,10.061,255,1395.796,611.82,36.065,177.4
lesions:D1_8W_Ev_a_June_edited,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN
leaf:D1_9F_Ev_1_June,1,476082,476082,29.435,255,8104.238,3431.73,176.636,0.833
lesions:D1_9F_Ev_1_June,82,131280,1600.976,16.786,255,132.175,36.724,7.441,90.953
leaf:D1_9F_Ev_2_June,1,259976,259976,10.746,255,6860.765,2721.331,121.636,179.056
lesions:D1_9F_Ev_2_June,16,175158,10947.375,38.767,255,379.007,140.779,14.58,82.625
leaf:D1_9F_Ev_3_June,1,401589,401589,14.816,255,8908.287,3798.008,134.628,178.309
lesions:D1_9F_Ev_3_June,16,290513,18157.062,35.667,255,517.187,196.078,17.349,72.32
leaf:D1_9F_Ev_A_June_edited,1,131529,131529,25.623,255,5332.553,2297.64,72.887,179.06
lesions:D1_9F_Ev_A_June_edited,25,104266,4170.64,32.687,255,251.717,94.411,8.787,69.329
leaf:D1_9W_Ev_1_June,1,42321,42321,13.882,255,2387.831,1211.948,44.461,177.942
lesions:D1_9W_Ev_1_June,15,28640,1909.333,36.656,255,181.292,73.347,10.696,72.833
leaf:D1_9W_Ev_2_June,1,103727,103727,28.527,255,3760.382,1818.872,72.611,179.766
lesions:D1_9W_Ev_2_June,8,39078,4884.75,27.604,255,372.057,148.856,9.678,87.466
leaf:D1_9W_Ev_3_June_edited,1,100688,100688,27.441,255,4260.146,2046.421,62.646,177.111
lesions:D1_9W_Ev_3_June_edited,21,21259,1012.333,8.028,255,149.079,53.688,9.444,67.46
leaf:D1_9W_Ev_a_June,1,155878,155878,50.915,255,4057.945,1790.722,110.832,179.176
lesions:D1_9W_Ev_a_June,9,5916,657.333,2.524,255,97.771,31.991,11.672,165.415
leaf:D2_10F_Ev_1_June,2,505679,252839.5,16.24,254.998,5544.193,2332.813,137.326,0.738
lesions:D2_10F_Ev_1_June,53,397560,7501.132,21.122,255,251.362,89.07,11.935,66.365
leaf:D2_10F_Ev_2_June,1,509193,509193,19.216,255,9810.048,3966.344,163.456,178.363
lesions:D2_10F_Ev_2_June,120,138175,1151.458,12.795,255,101.766,29.852,8.96,78.049
leaf:D2_10F_Ev_3_June_edited,1,529969,529969,11.944,254.997,10281.959,3317.782,203.382,179.839
lesions:D2_10F_Ev_3_June_edited,50,441271,8825.42,15.062,255,238.106,70.04,11.556,105.225
leaf:D2_10F_Ev_A_June_edited,1,211403,211403,19.184,254.999,4811.378,1798.845,149.633,0.618
lesions:D2_10F_Ev_A_June_edited,3,201746,67248.667,49.917,255,1531.686,589.62,53.073,117.895
leaf:D2_10W_Ev_1_June,1,477001,477001,20.728,255,8904.865,3959.482,153.388,178.397
lesions:D2_10W_Ev_1_June,56,13571,242.339,1.578,255,58.038,19.501,6.792,81.954
leaf:D2_10W_Ev_2_June,1,438981,438981,20.535,255,7734.508,3373.813,165.667,1.127
lesions:D2_10W_Ev_2_June,22,29762,1352.818,4.428,255,158.758,49.872,11.558,74.847
leaf:D2_10W_Ev_3_June,1,206453,206453,11.178,255,6672.033,2975.989,88.328,0.205
lesions:D2_10W_Ev_3_June,16,121316,7582.25,35.123,255,473.652,172.786,13.662,85.078
leaf:D2_10W_Ev_A_June,1,546857,546857,17.076,255,8763.302,3871.288,179.857,1.375
lesions:D2_10W_Ev_A_June,13,1622,124.769,0.17,255,39.235,13.785,7.548,58.396
leaf:D2_1F_Ev_1_June,1,203773,203773,10.585,255,5746.403,2653.232,97.787,176.92
lesions:D2_1F_Ev_1_June,6,220,36.667,0.042,255,23.061,8.536,4.859,74.858
leaf:D2_1F_Ev_2_June,1,361912,361912,12.524,255,7691.787,3149.025,146.331,176.074
lesions:D2_1F_Ev_2_June,25,57413,2296.52,5.441,255,253.413,71.868,12.954,92.716
leaf:D2_1F_Ev_3_June,1,366471,366471,18.174,255,8001.513,3686.878,126.558,179.029
lesions:D2_1F_Ev_3_June,60,159485,2658.083,26.704,255,149.917,47.891,8.958,102.721
leaf:D2_1F_Ev_A_June,1,370133,370133,16.825,255,5683.471,2749.433,171.405,176.483
lesions:D2_1F_Ev_A_June,188,68670,365.266,9.354,255,64.092,17.998,8.261,83.58
leaf:D2_1W_Ev_1_June,1,311174,311174,11.434,254.409,7561.978,3196.808,123.936,175.05
lesions:D2_1W_Ev_1_June,15,5828,388.533,0.479,255,99.982,36.796,8.644,84.152
leaf:D2_1W_Ev_2_June,1,189575,189575,10.974,255,6129.398,2795.07,86.357,178.75
lesions:D2_1W_Ev_2_June,7,2268,324,0.693,255,65.912,21.965,8.933,65.506
leaf:D2_1W_Ev_3_June,1,83372,83372,6.473,255,4258.029,1880.014,56.464,177.12
lesions:D2_1W_Ev_3_June,17,4302,253.059,1.613,255,60.546,22.411,6.303,96.094
leaf:D2_1W_Ev_A_June,1,360059,360059,13.301,255,7974.231,3329.204,137.703,178.567
lesions:D2_1W_Ev_A_June,6,31943,5323.833,4.646,255,327.632,120.799,14.474,77.003
leaf:D2_2F_Ev_1_June,1,464531,464531,19.994,255,9367.764,3450.007,171.437,178.664
lesions:D2_2F_Ev_1_June,77,224842,2920.026,19.886,254.834,151.677,43.048,7.966,88.571
leaf:D2_2F_Ev_2_June,1,359956,359956,13.912,255,8590.276,3656.615,125.337,177.781
lesions:D2_2F_Ev_2_June,8,18608,2326,2.189,255,255.543,95.067,14.686,62.986
leaf:D2_2F_Ev_3_June,1,371410,371410,14.677,255,8256.388,3601.184,131.316,177.669
lesions:D2_2F_Ev_3_June,80,26040,325.5,3.027,255,64.287,19.33,8.54,80.253
leaf:D2_2F_Ev_A_June,1,315239,315239,15.409,255,6888.775,2982.51,134.576,178.776
lesions:D2_2F_Ev_A_June,93,63298,680.624,12.587,254.99,83.856,24.247,7.973,91.599
leaf:D2_2W_Ev_1_June,1,162754,162754,11.083,254.983,5074.459,2095.15,98.907,0.301
lesions:D2_2W_Ev_1_June,32,4568,142.75,1.751,255,47.575,16.99,7.371,70.284
leaf:D2_2W_Ev_2_June,1,335558,335558,14.584,254.999,7186.283,3220.219,132.676,178.818
lesions:D2_2W_Ev_2_June,33,238307,7221.424,44.716,255,287.261,87.541,11.036,85.993
leaf:D2_2W_Ev_3_June,1,388498,388498,19.042,255,8137.285,3519.336,140.552,0.314
lesions:D2_2W_Ev_3_June,30,8363,278.767,1.482,255,67.363,19.14,9.251,83.413
leaf:D2_2W_Ev_A_June,1,446522,446522,14.61,255,8451.846,3639.774,156.199,0.37
lesions:D2_2W_Ev_A_June,110,181721,1652.009,27.143,255,120.215,36.162,7.751,80.59
leaf:D2_3F_Ev_1_June,1,320153,320153,16.732,255,7143.538,3097.095,131.617,176.691
lesions:D2_3F_Ev_1_June,18,2626,145.889,0.294,255,45.935,16.899,6.997,89.387
leaf:D2_3F_Ev_2_June,1,500362,500362,18.014,255,8174.75,3349.97,190.175,177.914
lesions:D2_3F_Ev_2_June,28,4817,172.036,0.433,255,52.474,21.212,6.348,96.506
leaf:D2_3F_Ev_3_June,1,441563,441563,16.897,254.978,9017.378,3939.759,142.703,176.878
lesions:D2_3F_Ev_3_June,95,42888,451.453,3.592,255,68.988,22.862,6.995,82.479
leaf:D2_3F_Ev_A_June,1,54698,54698,4.432,254.991,4078.15,1603.067,43.444,1.654
lesions:D2_3F_Ev_A_June,11,870,79.091,0.528,255,33.36,11.313,6.154,81.278
leaf:D2_3W_Ev_1_June,1,345689,345689,11.891,255,8869.427,3929.005,112.025,2.619
lesions:D2_3W_Ev_1_June,7,247788,35398.286,25.37,255,1100.47,450.558,21.81,62.851
leaf:D2_3W_Ev_2_June,1,295082,295082,10.782,255,8407.559,3821.505,98.315,177.11
lesions:D2_3W_Ev_2_June,26,247606,9523.308,26.885,255,360.35,144.846,11.065,85.822
leaf:D2_3W_Ev_3_June,2,552281,276140.5,18.936,255,5629.627,2548.84,133.407,178.746
lesions:D2_3W_Ev_3_June,52,395147,7598.981,28.264,254.742,281.238,92.039,12.4,70.769
leaf:D2_3W_Ev_A_June,1,205632,205632,11.064,255,5803.489,2254.084,116.153,0.886
lesions:D2_3W_Ev_A_June,86,40414,469.93,10.44,255,72.054,19.528,7.056,78.838
leaf:D2_4F_Ev_1_June,1,397469,397469,22.304,255,7981.417,3463.416,146.12,179.626
lesions:D2_4F_Ev_1_June,83,59771,720.133,10.277,255,76.325,23.006,7.089,60.444
leaf:D2_4F_Ev_2_June,2,505494,252747,16.087,255,5442.099,2455.143,131.074,88.326
lesions:D2_4F_Ev_2_June,107,140965,1317.43,6.481,255,114,31.804,8.296,78.246
leaf:D2_4F_Ev_3_June,1,297252,297252,17.765,255,7787.922,3525.86,107.342,0.177
lesions:D2_4F_Ev_3_June,13,1920,147.692,0.412,255,39.749,12.576,6.454,80.029
leaf:D2_4F_Ev_A_June,2,797720,398860,20.801,255,5477.229,2331.221,212.973,178.396
lesions:D2_4F_Ev_A_June,111,31670,285.315,1.388,255,60.066,14.847,8.001,81.209
leaf:D2_4W_Ev_2_June,1,511064,511064,19.184,255,9253.076,4124.318,157.773,178.655
lesions:D2_4W_Ev_2_June,57,29731,521.596,3.232,255,83.677,24.7,8.428,73.307
leaf:D2_4W_Ev_3_June,1,357368,357368,13.75,255,6998.92,3159.169,144.03,178.72
lesions:D2_4W_Ev_3_June,16,2662,166.375,0.485,255,44.344,16.043,5.94,72.832
leaf:D2_4W_Ev_A_June,1,645885,645885,23.085,255,9762.449,4242.237,193.852,1.057
lesions:D2_4W_Ev_A_June,24,2626,109.417,0.247,255,40.78,12.924,5.66,64.622
leaf:D2_5F_Ev_1_June,1,503965,503965,20.845,255,8759.784,3769.263,170.237,176.803
lesions:D2_5F_Ev_1_June,9,347,38.556,0.028,255,21.725,7.819,4.524,85.017
leaf:D2_5F_Ev_2_June,2,664113,332056.5,17.808,254.999,5686.224,2437.083,173.541,178.227
lesions:D2_5F_Ev_2_June,21,1641,78.143,0.076,255,38.258,12.803,5.667,78.102
leaf:D2_5F_Ev_3_June,2,622908,311454,17.688,255,5956.102,2590.023,152.498,177.365
lesions:D2_5F_Ev_3_June,129,115950,898.837,5.851,255,91.765,27.331,7.703,95.159
leaf:D2_5F_Ev_A_June,1,411816,411816,20.922,255,5359.75,2193.54,239.038,174.344
lesions:D2_5F_Ev_A_June,85,118616,1395.482,12.511,255,150.263,37.887,9.38,77.964
leaf:D2_5W_Ev_1_June_edited,1,311685,311685,10.535,255,7844.474,3378.17,117.475,177.137
lesions:D2_5W_Ev_1_June_edited,7,288,41.143,0.03,255,22.965,8.835,5.191,75.852
leaf:D2_5W_Ev_2_June,1,620333,620333,17.943,255,9988.633,4515.785,174.905,178.384
lesions:D2_5W_Ev_2_June,27,4369,161.815,0.401,255,50.429,16.542,8.032,74.925
leaf:D2_5W_Ev_3_June,1,386623,386623,13.727,254.987,7924.753,3496.885,140.772,178.615
lesions:D2_5W_Ev_3_June,19,2295,120.789,0.303,255,40.261,15.316,6.645,85.916
leaf:D2_5W_Ev_A_June,1,584167,584167,15.999,254.761,10003.867,4081.86,182.217,0.345
lesions:D2_5W_Ev_A_June,90,307817,3420.189,32.457,255,231.15,55.772,7.923,79.917
leaf:D2_6F_Ev_1_June,2,582258,291129,15.657,255,5705.998,2543.532,146.032,175.242
lesions:D2_6F_Ev_1_June,70,15702,224.314,0.645,255,61.989,17.74,7.234,82.754
leaf:D2_6F_Ev_2_June,1,576473,576473,19.828,255,9436.138,4085.625,179.651,178.832
lesions:D2_6F_Ev_2_June,105,43461,413.914,4.789,255,77.036,21.869,8.899,84.828
leaf:D2_6F_Ev_3_June,2,570472,285236,17.789,255,5433.771,2530.684,135.473,89.005
lesions:D2_6F_Ev_3_June,140,119682,854.871,6.233,254.904,89.101,24.289,8.411,83.914
leaf:D2_6F_Ev_A_June,2,775344,387672,21.862,254.984,5796.596,2298.185,213.715,90.325
lesions:D2_6F_Ev_A_June,12,6611,550.917,0.301,255,110.759,51.496,7.339,77.393
leaf:D2_6W_Ev_1_June_edited,2,596050,298025,17.12,255,6009.929,2587.302,145.262,89.985
lesions:D2_6W_Ev_1_June_edited,83,148746,1792.12,8.157,255,148.782,43.235,9.635,73.155
leaf:D2_6W_Ev_2_June,2,515962,257981,16.368,255,5534.72,2174.347,150.817,176.725
lesions:D2_6W_Ev_2_June,170,181471,1067.476,13.783,255,98.132,26.166,8.166,79.835
leaf:D2_6W_Ev_3_June,1,317399,317399,15.238,255,7062.251,3412.831,118.413,0.93
lesions:D2_6W_Ev_3_June,4,257190,64297.5,48.707,255,1703.635,755.037,50.964,45.799
leaf:D2_6W_Ev_A_June,1,449791,449791,15.255,255,6936.969,3319.87,172.504,177.871
lesions:D2_6W_Ev_A_June,30,51294,1709.8,6.358,255,148.782,36.327,9.333,81.181
leaf:D2_7F_Ev_1_June,1,263240,263240,17.127,255,7728.993,3369.05,99.484,2.94
lesions:D2_7F_Ev_1_June,29,224776,7750.897,28.874,255,352.519,131.43,9.204,46.277
leaf:D2_7F_Ev_2_June,1,280562,280562,11.241,255,8785.108,3696.983,96.625,178.531
lesions:D2_7F_Ev_2_June,7,262132,37447.429,41.288,255,1283.235,526.023,16.444,55.183
leaf:D2_7F_Ev_3_June,1,344938,344938,12.785,255,8523.084,3924.329,111.914,178.026
lesions:D2_7F_Ev_3_June,51,142673,2797.51,17.292,255,179.34,61.187,12.13,79.499
leaf:D2_7F_Ev_A_June,1,413487,413487,13.182,255,7362.086,2968.033,177.379,174.325
lesions:D2_7F_Ev_A_June,82,272937,3328.5,21.158,255,172.029,42.148,8.633,99.457
leaf:D2_7W_Ev_1_June,1,522612,522612,22.366,255,8834.841,3741.791,177.832,0.952
