month,site,plot,treatment,sp,ID,focal,age,leaf_area.pix,lesion_area.pix,leaf_count
jul,D3,6,water,Mv,Edge,0,seedling,7486426,12851,15
jul,D3,7,fungicide,Mv,Edge,0,seedling,10556028,14697,20
jul,D3,7,water,Mv,Edge,0,seedling,7909099,561,19
jul,D3,8,fungicide,Mv,Edge,0,seedling,7174491,15824,19
jul,D3,8,water,Mv,Edge,0,seedling,8062163,7081,19
jul,D3,9,fungicide,Mv,Edge,0,seedling,9045995,19757,20
jul,D3,9,water,Mv,Edge,0,seedling,6513886,1288,20
jul,D4,10,fungicide,Mv,Edge,0,seedling,3534468,2334,20
jul,D4,10,water,Mv,Edge,0,seedling,4746449,10767,20
jul,D4,1,fungicide,Mv,Edge,0,seedling,4970038,7891,19
jul,D4,1,water,Mv,Edge,0,seedling,3611978,5981,19
jul,D4,2,fungicide,Mv,Edge,0,seedling,4790495,7974,20
jul,D4,2,water,Mv,Edge,0,seedling,4762665,6732,20
jul,D4,3,fungicide,Mv,Edge,0,seedling,7019751,34068,19
jul,D4,3,water,Mv,Edge,0,seedling,5959451,18039,20
jul,D4,4,fungicide,Mv,Edge,0,seedling,4716084,1294,20
jul,D4,4,water,Mv,Edge,0,seedling,5893697,6861,19
jul,D4,5,fungicide,Mv,Edge,0,seedling,5114443,16409,20
jul,D4,5,water,Mv,Edge,0,seedling,5298609,2395,20
jul,D4,6,fungicide,Mv,Edge,0,seedling,4455962,7906,19
jul,D4,6,water,Mv,Edge,0,seedling,6839959,4249,21
jul,D4,7,fungicide,Mv,Edge,0,seedling,5117269,4478,20
jul,D4,7,water,Mv,Edge,0,seedling,5551788,12630,20
jul,D4,8,fungicide,Mv,Edge,0,seedling,3496293,1171,20
jul,D4,8,water,Mv,Edge,0,seedling,3078274,2000,20
jul,D4,9,fungicide,Mv,Edge,0,seedling,4976426,10301,20
jul,D4,9,water,Mv,Edge,0,seedling,4982377,4729,20
jun,D1,10,fungicide,Mv,Edge,0,seedling,3436491,246,20
jun,D1,10,water,Mv,Edge,0,seedling,3461549,3707,20
jun,D1,1,fungicide,Mv,Edge,0,seedling,2408988,396,20
jun,D1,1,water,Mv,Edge,0,seedling,2912075,1536,18
jun,D1,2,fungicide,Mv,Edge,0,seedling,3966653,511,19
jun,D1,2,water,Mv,Edge,0,seedling,4009480,1754,18
jun,D1,3,fungicide,Mv,Edge,0,seedling,2685732,0,18
jun,D1,3,water,Mv,Edge,0,seedling,5408679,14100,17
jun,D1,4,fungicide,Mv,Edge,0,seedling,4912629,2117,19
jun,D1,4,water,Mv,Edge,0,seedling,2224937,82,20
jun,D1,5,fungicide,Mv,Edge,0,seedling,3755242,2347,18
jun,D1,5,water,Mv,Edge,0,seedling,2590406,0,19
jun,D1,6,fungicide,Mv,Edge,0,seedling,3157013,115,17
jun,D1,6,water,Mv,Edge,0,seedling,3892019,935,15
jun,D1,7,fungicide,Mv,Edge,0,seedling,3117167,1115,20
jun,D1,7,water,Mv,Edge,0,seedling,3169070,709,18
jun,D1,8,fungicide,Mv,Edge,0,seedling,3983938,1850,20
jun,D1,8,water,Mv,Edge,0,seedling,3740342,369,15
jun,D1,9,fungicide,Mv,Edge,0,seedling,2968960,1499,20
jun,D1,9,water,Mv,Edge,0,seedling,3633846,6,19
jun,D2,10,fungicide,Mv,Edge,0,seedling,3426332,200,20
jun,D2,10,water,Mv,Edge,0,seedling,4528357,2105,19
jun,D2,1,fungicide,Mv,Edge,0,seedling,5998035,2565,21
jun,D2,1,water,Mv,Edge,0,seedling,4070216,249,20
jun,D2,2,fungicide,Mv,Edge,0,seedling,3808964,681,20
jun,D2,2,water,Mv,Edge,0,seedling,5560253,4059,20
jun,D2,3,fungicide,Mv,Edge,0,seedling,5037810,4928,20
jun,D2,3,water,Mv,Edge,0,seedling,3033490,27,20
jun,D2,4,fungicide,Mv,Edge,0,seedling,3723159,593,20
jun,D2,4,water,Mv,Edge,0,seedling,3647007,22,20
jun,D2,5,fungicide,Mv,Edge,0,seedling,3667051,1930,21
jun,D2,5,water,Mv,Edge,0,seedling,5801063,499,20
jun,D2,6,fungicide,Mv,Edge,0,seedling,5217852,4287,20
jun,D2,6,water,Mv,Edge,0,seedling,4532879,1367,20
jun,D2,7,fungicide,Mv,Edge,0,seedling,4396303,1694,20
jun,D2,7,water,Mv,Edge,0,seedling,4712604,7655,19
jun,D2,8,fungicide,Mv,Edge,0,seedling,5748268,750,20
jun,D2,8,water,Mv,Edge,0,seedling,5657624,2049,20
jun,D2,9,fungicide,Mv,Edge,0,seedling,3174228,841,19
jun,D2,9,water,Mv,Edge,0,seedling,3947634,104,19
jun,D3,10,fungicide,Mv,Edge,0,seedling,4212971,14442,20
jun,D3,10,water,Mv,Edge,0,seedling,3686145,3965,20
jun,D3,1,fungicide,Mv,Edge,0,seedling,2733691,9694,20
jun,D3,1,water,Mv,Edge,0,seedling,3753381,12989,20
jun,D3,2,fungicide,Mv,Edge,0,seedling,3971204,7317,20
jun,D3,2,water,Mv,Edge,0,seedling,5377634,1718,20
jun,D3,3,fungicide,Mv,Edge,0,seedling,4529487,6262,20
jun,D3,3,water,Mv,Edge,0,seedling,4426920,4200,20
jun,D3,4,fungicide,Mv,Edge,0,seedling,5057409,7779,20
jun,D3,4,water,Mv,Edge,0,seedling,5431414,7922,20
jun,D3,5,fungicide,Mv,Edge,0,seedling,3520927,14381,20
jun,D3,5,water,Mv,Edge,0,seedling,4949483,11367,20
jun,D3,6,fungicide,Mv,Edge,0,seedling,4813364,2709,20
jun,D3,6,water,Mv,Edge,0,seedling,4851001,9728,21
jun,D3,7,fungicide,Mv,Edge,0,seedling,4718572,2683,19
jun,D3,7,water,Mv,Edge,0,seedling,3808871,29494,20
jun,D3,8,fungicide,Mv,Edge,0,seedling,4890961,4206,21
jun,D3,8,water,Mv,Edge,0,seedling,3926039,2191,19
jun,D3,9,fungicide,Mv,Edge,0,seedling,5183182,6728,20
jun,D3,9,water,Mv,Edge,0,seedling,2429584,4145,18
jun,D4,10,fungicide,Mv,Edge,0,seedling,2342946,48987,20
jun,D4,10,water,Mv,Edge,0,seedling,3478411,11606,18
jun,D4,1,fungicide,Mv,Edge,0,seedling,2925954,103564,19
jun,D4,1,water,Mv,Edge,0,seedling,2801073,27834,20
jun,D4,2,fungicide,Mv,Edge,0,seedling,2882642,13566,20
jun,D4,2,water,Mv,Edge,0,seedling,3840320,44564,20
jun,D4,3,fungicide,Mv,Edge,0,seedling,3206159,10824,20
jun,D4,3,water,Mv,Edge,0,seedling,2984304,6022,20
jun,D4,4,fungicide,Mv,Edge,0,seedling,2889385,2524,19
jun,D4,4,water,Mv,Edge,0,seedling,3384805,3421,19
jun,D4,5,fungicide,Mv,Edge,0,seedling,4155507,39610,20
jun,D4,5,water,Mv,Edge,0,seedling,3452519,4249,20
jun,D4,6,fungicide,Mv,Edge,0,seedling,2895538,2233,20
jun,D4,6,water,Mv,Edge,0,seedling,3040760,1176,20
jun,D4,7,fungicide,Mv,Edge,0,seedling,2552893,20171,20
jun,D4,7,water,Mv,Edge,0,seedling,3457893,13691,20
jun,D4,8,fungicide,Mv,Edge,0,seedling,2944184,3650,20
jun,D4,8,water,Mv,Edge,0,seedling,2502487,15790,19
jun,D4,9,fungicide,Mv,Edge,0,seedling,2499742,1880,20
jun,D4,9,water,Mv,Edge,0,seedling,2891620,16519,20
late_aug,D1,10,fungicide,Mv,Edge,0,seedling,8603465,18637,20
late_aug,D1,10,water,Mv,Edge,0,seedling,8157683,8952,19
late_aug,D1,1,fungicide,Mv,Edge,0,seedling,6073781,1265,19
late_aug,D1,1,water,Mv,Edge,0,seedling,6466754,18126,19
late_aug,D1,2,fungicide,Mv,Edge,0,seedling,6352952,221414,19
late_aug,D1,2,water,Mv,Edge,0,seedling,8247154,26776,20
late_aug,D1,3,fungicide,Mv,Edge,0,seedling,6690772,15478,20
late_aug,D1,3,water,Mv,Edge,0,seedling,8561516,148502,25
late_aug,D1,4,fungicide,Mv,Edge,0,seedling,6308256,115452,19
late_aug,D1,4,water,Mv,Edge,0,seedling,7706467,49917,20
late_aug,D1,5,fungicide,Mv,Edge,0,seedling,5719288,1132595,19
late_aug,D1,5,water,Mv,Edge,0,seedling,6896447,5375,20
late_aug,D1,6,fungicide,Mv,Edge,0,seedling,6703538,1577,21
late_aug,D1,6,water,Mv,Edge,0,seedling,4953251,104113,20
late_aug,D1,7,fungicide,Mv,Edge,0,seedling,7048793,33319,20
late_aug,D1,7,water,Mv,Edge,0,seedling,7484635,374381,20
late_aug,D1,8,fungicide,Mv,Edge,0,seedling,5454393,892659,19
late_aug,D1,8,water,Mv,Edge,0,seedling,5655358,282350,20
late_aug,D1,9,fungicide,Mv,Edge,0,seedling,5524098,39631,18
late_aug,D1,9,water,Mv,Edge,0,seedling,7266932,664355,19
late_aug,D2,10,fungicide,Mv,Edge,0,seedling,1427423,161367,20
late_aug,D2,10,water,Mv,Edge,0,seedling,1691206,713824,19
late_aug,D2,1,fungicide,Mv,Edge,0,seedling,6823297,1515840,21
late_aug,D2,1,water,Mv,Edge,0,seedling,1542054,149601,20
late_aug,D2,2,fungicide,Mv,Edge,0,seedling,5251054,310071,20
late_aug,D2,2,water,Mv,Edge,0,seedling,1364619,1228208,20
late_aug,D2,3,fungicide,Mv,Edge,0,seedling,5692115,5092423,20
late_aug,D2,3,water,Mv,Edge,0,seedling,1176925,634402,18
late_aug,D2,4,fungicide,Mv,Edge,0,seedling,7475241,2089135,21
late_aug,D2,4,water,Mv,Edge,0,seedling,1056840,514227,19
late_aug,D2,5,fungicide,Mv,Edge,0,seedling,4825072,381177,20
late_aug,D2,5,water,Mv,Edge,0,seedling,1298213,278116,20
late_aug,D2,6,fungicide,Mv,Edge,0,seedling,5274519,5199043,20
late_aug,D2,6,water,Mv,Edge,0,seedling,1796470,953051,20
late_aug,D2,7,fungicide,Mv,Edge,0,seedling,6171291,1177711,20
late_aug,D2,7,water,Mv,Edge,0,seedling,1653420,753714,19
late_aug,D2,8,fungicide,Mv,Edge,0,seedling,1708763,1078037,21
late_aug,D2,8,water,Mv,Edge,0,seedling,1778159,807654,18
late_aug,D2,9,fungicide,Mv,Edge,0,seedling,1662531,845677,22
late_aug,D2,9,water,Mv,Edge,0,seedling,1290964,115662,21
late_aug,D3,10,fungicide,Mv,Edge,0,seedling,1182638,368060,18
late_aug,D3,10,water,Mv,Edge,0,seedling,1255597,323699,20
late_aug,D3,1,fungicide,Mv,Edge,0,seedling,1365150,1000758,20
late_aug,D3,1,water,Mv,Edge,0,seedling,1361415,1013233,20
late_aug,D3,2,fungicide,Mv,Edge,0,seedling,1072411,713063,19
late_aug,D3,2,water,Mv,Edge,0,seedling,1720122,1034838,20
late_aug,D3,3,fungicide,Mv,Edge,0,seedling,1265024,841523,17
late_aug,D3,3,water,Mv,Edge,0,seedling,1173665,515744,20
late_aug,D3,4,fungicide,Mv,Edge,0,seedling,1403267,1302440,20
late_aug,D3,4,water,Mv,Edge,0,seedling,1137030,598585,20
late_aug,D3,5,fungicide,Mv,Edge,0,seedling,1159548,976271,21
late_aug,D3,5,water,Mv,Edge,0,seedling,1395551,1196213,20
late_aug,D3,6,fungicide,Mv,Edge,0,seedling,1309320,483934,20
late_aug,D3,6,water,Mv,Edge,0,seedling,1456164,513410,20
late_aug,D3,7,fungicide,Mv,Edge,0,seedling,1632724,705314,18
late_aug,D3,7,water,Mv,Edge,0,seedling,1284302,558677,19
late_aug,D3,8,fungicide,Mv,Edge,0,seedling,1244945,490860,20
late_aug,D3,8,water,Mv,Edge,0,seedling,1327849,313376,17
late_aug,D3,9,fungicide,Mv,Edge,0,seedling,1322168,546127,19
late_aug,D3,9,water,Mv,Edge,0,seedling,1243137,526332,19
late_aug,D4,10,fungicide,Mv,Edge,0,seedling,1189882,1164045,20
late_aug,D4,10,water,Mv,Edge,0,seedling,1302304,1133053,19
late_aug,D4,1,fungicide,Mv,Edge,0,seedling,1165033,1118816,20
late_aug,D4,1,water,Mv,Edge,0,seedling,1040791,1019130,20
late_aug,D4,2,fungicide,Mv,Edge,0,seedling,1134329,1109880,20
late_aug,D4,2,water,Mv,Edge,0,seedling,1249516,1176950,17
late_aug,D4,3,fungicide,Mv,Edge,0,seedling,1553600,1394560,19
late_aug,D4,3,water,Mv,Edge,0,seedling,1120116,954725,20
late_aug,D4,4,fungicide,Mv,Edge,0,seedling,1252286,957992,20
late_aug,D4,4,water,Mv,Edge,0,seedling,1315035,1265697,20
late_aug,D4,5,fungicide,Mv,Edge,0,seedling,1498472,1445629,20
late_aug,D4,5,water,Mv,Edge,0,seedling,1314836,861472,20
late_aug,D4,6,fungicide,Mv,Edge,0,seedling,1005995,914245,20
late_aug,D4,6,water,Mv,Edge,0,seedling,1500093,1082940,20
late_aug,D4,7,fungicide,Mv,Edge,0,seedling,1086804,1060344,19
late_aug,D4,7,water,Mv,Edge,0,seedling,1190211,793761,20
late_aug,D4,8,fungicide,Mv,Edge,0,seedling,973875,768335,20
late_aug,D4,8,water,Mv,Edge,0,seedling,1198133,1173470,20
late_aug,D4,9,fungicide,Mv,Edge,0,seedling,1221254,947275,20
late_aug,D4,9,water,Mv,Edge,0,seedling,1101148,997049,20
may,D1,10,fungicide,Mv,Edge,0,seedling,1120423,1922,20
may,D1,10,water,Mv,Edge,0,seedling,867623,1528,14
may,D1,1,fungicide,Mv,Edge,0,seedling,1008930,1777,20
may,D1,1,water,Mv,Edge,0,seedling,1062310,1178,20
may,D1,2,fungicide,Mv,Edge,0,seedling,1166101,2031,20
may,D1,2,water,Mv,Edge,0,seedling,1267694,138,20
may,D1,3,fungicide,Mv,Edge,0,seedling,1035143,1466,19
may,D1,3,water,Mv,Edge,0,seedling,1337668,1898,20
may,D1,4,fungicide,Mv,Edge,0,seedling,1144075,1100,20
may,D1,4,water,Mv,Edge,0,seedling,1267760,747,18
may,D1,5,fungicide,Mv,Edge,0,seedling,1143724,1041,21
may,D1,5,water,Mv,Edge,0,seedling,1145745,0,20
may,D1,6,fungicide,Mv,Edge,0,seedling,1129849,8,19
may,D1,6,water,Mv,Edge,0,seedling,1341432,294,23
may,D1,7,fungicide,Mv,Edge,0,seedling,1361663,313,20
may,D1,7,water,Mv,Edge,0,seedling,1253676,4113,21
may,D1,8,fungicide,Mv,Edge,0,seedling,1194093,114,20
may,D1,8,water,Mv,Edge,0,seedling,1022164,1157,20
may,D1,9,fungicide,Mv,Edge,0,seedling,1202387,1620,23
may,D1,9,water,Mv,Edge,0,seedling,1107080,5599,20
may,D2,10,fungicide,Mv,Edge,0,seedling,502631,707,19
may,D2,10,water,Mv,Edge,0,seedling,770464,771,21
may,D2,1,fungicide,Mv,Edge,0,seedling,1114026,20,20
may,D2,1,water,Mv,Edge,0,seedling,714206,4568,21
may,D2,2,fungicide,Mv,Edge,0,seedling,965078,686,19
may,D2,2,water,Mv,Edge,0,seedling,700680,1135,19
may,D2,3,fungicide,Mv,Edge,0,seedling,671195,3592,19
may,D2,3,water,Mv,Edge,0,seedling,678681,116,20
may,D2,4,fungicide,Mv,Edge,0,seedling,887871,410,21
may,D2,4,water,Mv,Edge,0,seedling,495705,446,19
may,D2,5,fungicide,Mv,Edge,0,seedling,698392,2572,19
may,D2,5,water,Mv,Edge,0,seedling,836795,178,21
may,D2,6,fungicide,Mv,Edge,0,seedling,985905,194,20
may,D2,6,water,Mv,Edge,0,seedling,488029,1167,17
may,D2,7,fungicide,Mv,Edge,0,seedling,951505,448,20
may,D2,7,water,Mv,Edge,0,seedling,823313,4000,20
may,D2,8,fungicide,Mv,Edge,0,seedling,1167753,1653,19
may,D2,8,water,Mv,Edge,0,seedling,1088393,1804,20
may,D2,9,fungicide,Mv,Edge,0,seedling,484657,1067,20
may,D2,9,water,Mv,Edge,0,seedling,619445,713,21
may,D3,10,fungicide,Mv,Edge,0,seedling,538360,13878,21
may,D3,10,water,Mv,Edge,0,seedling,638889,3622,22
may,D3,1,fungicide,Mv,Edge,0,seedling,656763,32537,20
may,D3,1,water,Mv,Edge,0,seedling,600681,4225,20
may,D3,2,fungicide,Mv,Edge,0,seedling,950532,7456,20
may,D3,2,water,Mv,Edge,0,seedling,703593,363,18
may,D3,3,fungicide,Mv,Edge,0,seedling,873243,1613,20
may,D3,3,water,Mv,Edge,0,seedling,849663,779,20
may,D3,4,fungicide,Mv,Edge,0,seedling,1226601,1087,20
may,D3,4,water,Mv,Edge,0,seedling,895296,167,19
may,D3,5,fungicide,Mv,Edge,0,seedling,773736,4208,20
may,D3,5,water,Mv,Edge,0,seedling,923528,1306,21
may,D3,6,fungicide,Mv,Edge,0,seedling,943964,1566,20
may,D3,6,water,Mv,Edge,0,seedling,754801,196,19
may,D3,7,fungicide,Mv,Edge,0,seedling,1102232,251,20
may,D3,7,water,Mv,Edge,0,seedling,480022,5331,19
may,D3,8,fungicide,Mv,Edge,0,seedling,1017849,1234,20
may,D3,8,water,Mv,Edge,0,seedling,754485,6927,23
may,D3,9,fungicide,Mv,Edge,0,seedling,934918,75,19
may,D3,9,water,Mv,Edge,0,seedling,447590,8712,20
may,D4,10,fungicide,Mv,Edge,0,seedling,630712,3164,19
may,D4,10,water,Mv,Edge,0,seedling,477401,4733,20
may,D4,1,fungicide,Mv,Edge,0,seedling,562036,791,21
may,D4,1,water,Mv,Edge,0,seedling,534083,5126,18
may,D4,2,fungicide,Mv,Edge,0,seedling,659495,263,20
may,D4,2,water,Mv,Edge,0,seedling,758835,1697,21
may,D4,3,fungicide,Mv,Edge,0,seedling,550918,830,20
may,D4,3,water,Mv,Edge,0,seedling,476541,6416,22
may,D4,4,fungicide,Mv,Edge,0,seedling,628599,247,18
may,D4,4,water,Mv,Edge,0,seedling,395108,802,19
may,D4,5,fungicide,Mv,Edge,0,seedling,850314,587,16
may,D4,5,water,Mv,Edge,0,seedling,433471,960,18
may,D4,6,fungicide,Mv,Edge,0,seedling,477588,13397,18
may,D4,6,water,Mv,Edge,0,seedling,435030,2641,20
may,D4,7,fungicide,Mv,Edge,0,seedling,736466,2193,19
may,D4,7,water,Mv,Edge,0,seedling,380963,1873,19
may,D4,8,fungicide,Mv,Edge,0,seedling,493054,902,20
may,D4,8,water,Mv,Edge,0,seedling,576928,23113,19
may,D4,9,fungicide,Mv,Edge,0,seedling,548755,2112,17
may,D4,9,water,Mv,Edge,0,seedling,529091,555,20
